,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
601,Islamic State of Iraq and the Levant (ISIL),3355.0,six coordinated,Middle East & North Africa,Iraq,"Assailants stormed Badush prison in Badush city, Nineveh governorate, Iraq. The assailants separated the Shiite and Sunni prisoners, releasing the Sunni inmates and killing 670 Shiite prisoners. This was one of six coordinated incidents on the same day and one of three similar attacks targeting jails and prisons in the area. Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents.",2014/6/10,670.0,0.0,1,Iraq,Middle East & North Africa
1532,Islamic State of Iraq and the Levant (ISIL),750.0,group claimed,Middle East & North Africa,Iraq,"Assailants kidnapped 150 members of the Albu Nimr tribe from villages near Ramadi city, Al Anbar governorate, Iraq. The victims were executed and buried in Albu Ali al-Jasim area. No group claimed responsibility for the incident; however, sources attributed the attack to Islamic State of Iraq and the Levant (ISIL).",2014/10/29,150.0,0.0,0,Iraq,Middle East & North Africa
1769,Islamic State of Iraq and the Levant (ISIL),750.0,"isil ),",Middle East & North Africa,Iraq,"Assailants killed 150 women in Fallujah city, Al Anbar governorate, Iraq. No group claimed responsibility for the incident; however, sources attributed the attack to Islamic State of Iraq and the Levant (ISIL), noting that the victims had refused to engage in a jihad marriage.",2014/12/16,150.0,0.0,0,Iraq,Middle East & North Africa
1391,Al-Qaida in the Arabian Peninsula (AQAP),685.0,suicide bomber,Middle East & North Africa,Yemen,"A suicide bomber detonated an explosives-laden belt in a crowd of Huthi supporters at Tahrir Square, Sanaa city, Amanat Al Asimah governorate, Yemen. In addition to the assailant, at least 45 people were killed and 150 others were injured in the blast. Al-Qaida in the Arabian Peninsula (AQAP) claimed responsibility for the incident.",2014/10/9,46.0,150.0,1,Yemen,Middle East & North Africa
1843,Al-Qaida in the Arabian Peninsula (AQAP),465.0,suicide bomber,Middle East & North Africa,Yemen,"A suicide bomber detonated an explosive device targeting a Huthi religious celebration at the Culture Center in Ibb city, Ibb governorate, Yemen. In addition to the assailant, 49 people were killed and 70 others were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Qaida in the Arabian Peninsula (AQAP).",2014/12/31,50.0,70.0,1,Yemen,Middle East & North Africa
376,Al-Nusrah Front,313.0,least two,Middle East & North Africa,Iraq,"Assailants released chlorine gas in Kafr Zita town, Hamah governorate, Syria. At least two people were killed and 101 others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Nusrah Front.",2014/4/11,2.0,101.0,0,Syria,Middle East & North Africa
874,Houthi extremists (Ansar Allah),242.0,group claimed,Middle East & North Africa,Yemen,"Assailants attacked a military site in Al-Safraa area, Al Jawf governorate, Yemen. In addition to 25 assailants, nine soldiers and tribesmen were killed and 24 other people were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis.",2014/7/15,34.0,24.0,-9,Yemen,Middle East & North Africa
1321,Al-Qaida in the Arabian Peninsula (AQAP),238.0,operated field,Middle East & North Africa,Yemen,"A suicide bomber in an explosives-laden vehicle detonated at a Huthi-operated field hospital in Majzar town, Marib governorate, Yemen. In addition to the bomber, at least 15 people were killed and at least 51 others were injured in the blast. Al-Qaida in the Arabian Peninsula (AQAP) claimed responsibility for the incident.",2014/9/28,16.0,51.0,1,Yemen,Middle East & North Africa
371,Al-Nusrah Front,232.0,least 25,Middle East & North Africa,Iraq,"An explosives-laden vehicle detonated in a market in Karam al-Luz district, Homs city, Homs governorate, Syria. This was one of two coordinated attacks in Karam al-Luz on this date. At least 25 people were killed and 107 wounded across both attacks. The Al-Nusrah Front claimed responsibility for the incidents.",2014/4/9,13.0,54.0,1,Syria,Middle East & North Africa
374,Al-Nusrah Front,224.0,least 25,Middle East & North Africa,Iraq,"An explosives-laden vehicle detonated in Karam al-Luz district, Homs city, Homs governorate, Syria. This was one of two coordinated attacks in Karam al-Luz on this date. At least 25 people were killed and 107 wounded across both attacks. The Al-Nusrah Front claimed responsibility for the incidents.",2014/4/9,12.0,53.0,1,Syria,Middle East & North Africa
