,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
90,Separatists,281.0,least 41,Western Europe,Spain,"Assailants threw explosive devices and opened fire on a joint security patrol in Kasese, Western, Uganda. At least 41 assailants and 14 police officers were killed and two soldiers were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to separatists.",2016/11/26,55.0,2.0,-9
29,Al-Qaida in the Islamic Maghreb (AQIM),214.0,victims included,Western Europe,Spain,"Assailants opened fire on a tourists and residents at a hotel beach resort in Grand Bassam, Ivory Coast. At least 22 people were killed and 33 people were injured in the assault. The victims included assailants, civilians, and security forces. Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility for the incident.",2016/3/13,22.0,33.0,1
65,Right-wing extremists,131.0,group claimed,Western Europe,Germany,"An assailant opened fire on civilians at a shopping mall in Munich, Bavaria, Germany. At least nine people were killed and 27 people were injured in the assault before the assailant fled and later killed himself. No group claimed responsibility for the incident; however, sources attributed the attack to David Ali Sonboly.",2016/7/22,10.0,27.0,0
1,Al-Qaida in the Islamic Maghreb (AQIM),103.0,security forces,Western Europe,Spain,"Assailants armed with explosive devices and firearms attacked the Splendid Hotel in Ouagadougou, Centre region, Burkina Faso. At least 126 people were held hostage inside the hotel until security forces rescued them the following day. This was one of three coordinated assaults targeting public businesses in Ouagadougou overnight. At least 34 people, including four assailants, were killed and 33 others, including soldiers, were injured across all three incidents. Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility and stated that the attacks were carried out in retaliation for Western operations in Muslim countries.",2016/1/15,13.0,11.0,1
4,Al-Qaida in the Islamic Maghreb (AQIM),88.0,least 34,Western Europe,Spain,"Assailants armed with explosive devices and firearms attacked the Ybi Hotel in Ouagadougou, Centre region, Burkina Faso. This was one of three coordinated assaults targeting public businesses in Ouagadougou overnight. At least 34 people, including four assailants, were killed and 33 others, including soldiers, were injured across all three incidents. Al-Qaida in the Islamic Maghreb (AQIM) claimed responsibility and stated that the attacks were carried out in retaliation for Western operations in Muslim countries.",2016/1/16,11.0,11.0,0
22,Separatists,49.0,border patrol,Western Europe,Spain,"An explosives-laden vehicle detonated near a Border Patrol Police (BPP) base in Rusa Milae, Muang district, Pattani province, Thailand. At least seven police officer and three civilians were injured in the blast. This was one of two coordinated attacks in the district on the same day. Separatists claimed responsibility for the incident.",2016/2/27,7.0,3.0,1
6,Separatists,29.0,two coordinated,Western Europe,Spain,"An explosive device detonated at a karaoke bar in Thepa district, Songkhla province, Thailand. One person was killed and eight people were injured in the blast. This was one of two coordinated attacks at the bar on the same night. No group claimed responsibility for the incident; however, sources attributed the attack to separatists.",2016/1/18,1.0,8.0,-9
79,Right-wing extremists,9.0,group claimed,Western Europe,Germany,"Assailants attacked and injured three Syrian refugees in Sebnitz, Saxony, Germany. No group claimed responsibility for the incident; however, sources attributed the attack to right-wing extremists.",2016/10/6,0.0,3.0,0
56,Neo-Nazi extremists,8.0,labour party,Western Europe,Germany,"An assailant shot and stabbed Jo Cox in Birstall, England, United Kingdom. Cox, a Labour Party Member of Parliament, was killed and a bystander who intervened was injured in the assault. Tommy Mair, a neo-Nazi supporter, claimed responsibility for the incident and stated ""put Britain first"" as he attacked Cox, who supported Britain remaining in the European Union. Moreover, in court Mair identified himself as ""Death to traitors, freedom for Britain.""",2016/6/16,1.0,1.0,0
15,Neo-Nazi extremists,8.0,least one,Western Europe,Germany,"Assailants threw Molotov cocktails at a refugee center in Prague, Czech Republic. At least one person was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Neo-Nazis.",2016/2/6,0.0,1.0,1
36,Dissident Republicans,6.0,group claimed,Western Europe,Ireland,"Assailants threw petrol bombs at police officers in Kilwilkie area, Lurgan, Northern Ireland, United Kingdom. Two police officers were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to dissident republicans.",2016/3/28,0.0,2.0,0
5,Neo-Nazi extremists,6.0,least two,Western Europe,Germany,"An assailant attacked Afghan refugees in Altenberg, Saxony, Germany. At least two refugees were injured in the assault. No group claimed responsibility; however, sources attributed the incident to Neo-Nazi extremists.",2016/1/17,0.0,2.0,0
99,Dissident Republicans,5.0,group claimed,Western Europe,Ireland,"Assailants opened fire on Aidan O'Driscoll in Blackpool, Cork, Ireland. O'Driscoll, a former Real Irish Republican Army (RIRA) chief of staff, was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to dissident Republicans.",2016/12/7,1.0,0.0,0
68,Dissident Republicans,5.0,group claimed,Western Europe,Ireland,"Assailants opened fire on a van in front of the Carlton Hotel in Belleek, Northern Ireland, United Kingdom. There were no reported casualties in the assault. No group claimed responsibility; however, authorities suspected that the attack may have been carried out by dissident republicans.",2016/8/2,0.0,0.0,1
103,Right-wing extremists,5.0,group claimed,Western Europe,Germany,"Assailants set fire to a building that was planned to house a mosque in Culemborg, Gelderland, Netherlands. There were no casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to right-wing extremists.",2016/12/28,0.0,0.0,1
