,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
771,Islamic State of Iraq and the Levant (ISIL),3355.0,six coordinated,Middle East & North Africa,Iraq,"Assailants stormed Badush prison in Badush city, Nineveh governorate, Iraq. The assailants separated the Shiite and Sunni prisoners, releasing the Sunni inmates and killing 670 Shiite prisoners. This was one of six coordinated incidents on the same day and one of three similar attacks targeting jails and prisons in the area. Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents.",2014/6/10,670.0,0.0,1
2011,Boko Haram,1425.0,two suicide,Middle East & North Africa,Iraq,"Two suicide bombers and a roadside bomb detonated at the Grand Mosque in Kano city, Kano state, Nigeria. Assailants opened fire on worshippers fleeing the explosions. In addition to the assailants, at least 120 people were killed and 270 people were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",2014/11/28,122.0,270.0,1
2131,Islamic State of Iraq and the Levant (ISIL),750.0,"isil ),",Middle East & North Africa,Iraq,"Assailants killed 150 women in Fallujah city, Al Anbar governorate, Iraq. No group claimed responsibility for the incident; however, sources attributed the attack to Islamic State of Iraq and the Levant (ISIL), noting that the victims had refused to engage in a jihad marriage.",2014/12/16,150.0,0.0,0
1843,Islamic State of Iraq and the Levant (ISIL),750.0,group claimed,Middle East & North Africa,Iraq,"Assailants kidnapped 150 members of the Albu Nimr tribe from villages near Ramadi city, Al Anbar governorate, Iraq. The victims were executed and buried in Albu Ali al-Jasim area. No group claimed responsibility for the incident; however, sources attributed the attack to Islamic State of Iraq and the Levant (ISIL).",2014/10/29,150.0,0.0,0
458,Boko Haram,732.0,nyanya bus,Middle East & North Africa,Iraq,"An explosives-laden vehicle detonated at the Nyanya bus terminal in Abuja city, Abuja Capital Territory, Nigeria. At least 71 people were killed and 124 others were wounded in the blast. Abubakar Shekau, the leader of Boko Haram, claimed responsibility for the blast, stating that the attack was in retaliation for Nigeria's cooperation with the United States in killing Muslims.",2014/4/14,71.0,124.0,1
1690,Al-Qaida in the Arabian Peninsula (AQAP),685.0,suicide bomber,Middle East & North Africa,Yemen,"A suicide bomber detonated an explosives-laden belt in a crowd of Huthi supporters at Tahrir Square, Sanaa city, Amanat Al Asimah governorate, Yemen. In addition to the assailant, at least 45 people were killed and 150 others were injured in the blast. Al-Qaida in the Arabian Peninsula (AQAP) claimed responsibility for the incident.",2014/10/9,46.0,150.0,1
1998,Boko Haram,624.0,two coordinated,Middle East & North Africa,Iraq,"A female suicide bomber detonated at a market in Maiduguri city, Borno state, Nigeria. In addition to the bomber, 64 people were killed and 98 others were injured in the blast. This was one of two coordinated attacks on the market within a short period of time. This attack targeted a crowd that had collected in response to an earlier explosion. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",2014/11/25,65.0,98.0,1
2229,Al-Qaida in the Arabian Peninsula (AQAP),465.0,suicide bomber,Middle East & North Africa,Yemen,"A suicide bomber detonated an explosive device targeting a Huthi religious celebration at the Culture Center in Ibb city, Ibb governorate, Yemen. In addition to the assailant, 49 people were killed and 70 others were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Qaida in the Arabian Peninsula (AQAP).",2014/12/31,50.0,70.0,1
444,Al-Nusrah Front,313.0,least two,Middle East & North Africa,Iraq,"Assailants released chlorine gas in Kafr Zita town, Hamah governorate, Syria. At least two people were killed and 101 others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Nusrah Front.",2014/4/11,2.0,101.0,0
1079,Houthi extremists (Ansar Allah),242.0,group claimed,Middle East & North Africa,Yemen,"Assailants attacked a military site in Al-Safraa area, Al Jawf governorate, Yemen. In addition to 25 assailants, nine soldiers and tribesmen were killed and 24 other people were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis.",2014/7/15,34.0,24.0,-9
1615,Al-Qaida in the Arabian Peninsula (AQAP),238.0,operated field,Middle East & North Africa,Yemen,"A suicide bomber in an explosives-laden vehicle detonated at a Huthi-operated field hospital in Majzar town, Marib governorate, Yemen. In addition to the bomber, at least 15 people were killed and at least 51 others were injured in the blast. Al-Qaida in the Arabian Peninsula (AQAP) claimed responsibility for the incident.",2014/9/28,16.0,51.0,1
437,Al-Nusrah Front,232.0,least 25,Middle East & North Africa,Iraq,"An explosives-laden vehicle detonated in a market in Karam al-Luz district, Homs city, Homs governorate, Syria. This was one of two coordinated attacks in Karam al-Luz on this date. At least 25 people were killed and 107 wounded across both attacks. The Al-Nusrah Front claimed responsibility for the incidents.",2014/4/9,13.0,54.0,1
443,Al-Nusrah Front,224.0,least 25,Middle East & North Africa,Iraq,"An explosives-laden vehicle detonated in Karam al-Luz district, Homs city, Homs governorate, Syria. This was one of two coordinated attacks in Karam al-Luz on this date. At least 25 people were killed and 107 wounded across both attacks. The Al-Nusrah Front claimed responsibility for the incidents.",2014/4/9,12.0,53.0,1
616,Houthi extremists (Ansar Allah),197.0,assailants opened,Middle East & North Africa,Yemen,"Assailants opened fire on a military position in Amran city, Amran governorate, Yemen. In addition to 14 assailants, 11 soldiers were killed and 24 other people were wounded in the attack. Huthis claimed responsibility for the incident, stating that the attack was carried out in retaliation for military operations in which Huthis were killed.",2014/5/20,25.0,24.0,-9
979,Houthi extremists (Ansar Allah),195.0,group claimed,Middle East & North Africa,Yemen,"Assailants attacked military personnel in Sudah district, Amran governorate, Yemen. Fifteen soldiers were killed and another 40 soldiers were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis.",2014/7/5,15.0,40.0,-9
