,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
112,Al-Shabaab,600.0,least 200,Sub-Saharan Africa,Somalia,"On Tuesday, in Mogadishu, Banaadir, Somalia, assailants kidnapped, assaulted, and wounded at least 200 civilians. The status of the hostages is unknown. Al-Shabaab al-Islamiya claimed responsibility.",2009/10/13,0.0,200.0,0
53,Democratic Front for the Liberation of Rwanda (FDLR),507.0,group claimed,Sub-Saharan Africa,Rwanda,"On Saturday and Sunday, in Busurungi, Nord-Kivu, Congo (Kinshasa), assailants fired small arms and wielded machetes, killing at least 61 civilians and 25 children, wounding between three and 23 civilians and one child, and also set fire to the village, destroying the village. No motive for the attack was reported and no group claimed responsibility, but the Democratic Forces for the Liberation of Rwanda (FDLR) is thought responsible.",2009/5/9,86.0,24.0,1
93,Lord's Resistance Army (LRA),500.0,group claimed,Sub-Saharan Africa,Uganda,"On Thursday, in Niangara, Orientale, Congo (Kinshasa), assailants kidnapped approximately 100 civilians. On 08/14/2009 a mass grave was discovered which contained the bodies of the victims which were believed to have been brutally murdered before being thrown into the mass grave. No group claimed responsibility, although it was widely believed the Lord's Resistance Army (LRA) was responsible.",2009/8/6,100.0,0.0,-9
134,Al-Shabaab,305.0,suicide bomber,Sub-Saharan Africa,Somalia,"On Thursday, in Mogadishu, Banaadir, Somalia, a suicide bomber dressed as a women, detonated an explosive device inside Hotel Shamo, killing 23 people, including three government ministers, and wounded more than 60 people. The attack occurred during a graduation ceremony for medical students of the Banaadir University. Higher Education Minister Ibrahim Hassan Addow, Health Minister Qamar Aden were killed on the spot and Education Minister Mohamed Abdullahi Waayel died shortly after the blast. The motive for the attack was to disrupt the Somali Government. No group has claimed responsibility for the attack, but Al Shabaab or is thought to be responsible for the attack although Al Shabaab denies the claim.",2009/12/3,24.0,60.0,1
102,Al-Shabaab,143.0,militias seized,Sub-Saharan Africa,Somalia,"On Sunday evening, Al Shabaab militants, with the help of Ogaden National Liberation Front (ONLF) militias seized control of Yeed town, Bakool region, Somalia. Fourteen people, including seven soldiers, were killed while 11 others were wounded. At least eight combatants were killed in the gunfight. According to Abdi Mohamed, Bakool region's governor, ""They also crossed the border and looted property from an Ethiopian mining company."" It is unknown if the attack caused any property damage.",2009/9/20,22.0,11.0,-9
1,Lord's Resistance Army (LRA),120.0,two civilian,Sub-Saharan Africa,Uganda,"On Friday, Lord's Resistance Army (LRA) fighters attacked the park headquarters of Garamba National Park, located in Negero in the Congo (Kinshasa)'s Orientale province.  According to reports, at least ten people were killed, including: two civilian women, two park rangers, an electrician, and five other unidentified individuals.  At least ten fighters were also killed in the four hour gun battle between park rangers, Congolese troops based at the local airstrip, and LRA rebels.",2009/1/2,20.0,5.0,1
104,Lord's Resistance Army (LRA),110.0,unspecified village,Sub-Saharan Africa,Uganda,"On Friday, in an unspecified village of Dingba, Orientale, Congo (Kinshasa), about forty assailants attacked villagers; twenty-two people were killed with machetes and knives in the incident. Twelve others were kidnapped. No other casualties have been reported. No claim of responsibility was reported, although it was believed the Lord's Resistance Army from Uganda was responsible.",2009/9/25,22.0,0.0,-9
94,Mujahideen Youth Movement (MYM),91.0,rebels fired,Sub-Saharan Africa,Somalia,"On Saturday, at the airport and the presidential palace in Mogadishu, rebels fired mortars at the airport and the presidential palace when the president arrived and the government forces responded. African Union Mission in Somalia (AMISOM) peacekeepers responded with mortar fire, killing eight civilians in the market while 17 others were taken to hospital. Al-Shabaab al-Islamiya claimed responsibility.",2009/8/8,8.0,17.0,-9
27,Democratic Front for the Liberation of Rwanda (FDLR),88.0,wounded six,Sub-Saharan Africa,Rwanda,"On Thursday night, unidentified militants killed 13 civilians, wounded six others and damaged 50 huts in the villages of Kilambo and Kipopo in the Masisi area of Nord Kivu province, Democratic Republic of the Congo. No group claimed responsibility, although it was widely believed the Democratic Forces for the Liberation of Rwanda (FDLR) were responsible.",2009/2/12,13.0,6.0,1
42,Democratic Front for the Liberation of Rwanda (FDLR),70.0,group claimed,Sub-Saharan Africa,Rwanda,"On Sunday morning, in Mianga, Nord-Kivu, Congo (Kinshasa), assailants fired upon DRC army positions, killing 10 soldiers and four civilians including some children. Following the attack, the assailants kidnapped the village chief and cut his throat, killing him. No group claimed responsibility, although it was believed the Democratic Forces for the Liberation of Rwanda were responsible.",2009/4/12,14.0,0.0,-9
25,Movement for the Emancipation of the Niger Delta (MEND),30.0,agence france,Sub-Saharan Africa,Nigeria,"On Saturday night at about 0330, militants attacked the Shell Gas facility at Utorogu, Delta, Nigeria. According to authorities, three militants were killed in the attack and one other was wounded.  One soldier was wounded in the attack.  Shell reported that one facility employee and two contractors were also injured in the assault. The Movement for the Emancipation of the Niger Delta (MEND) claimed responsiblity for the attack in a statement to Agence France Presse (AFP).",2009/2/7,3.0,5.0,-9
85,Movement for the Emancipation of the Niger Delta (MEND),30.0,killing five,Sub-Saharan Africa,Nigeria,"On Sunday evening at about 2030, in Tarkwa Bay, Lagos, Nigeria, armed assailants fired upon the Atlas Cove jetty administered by the Nigerian National Petroleum Corporation, exchanging fire with navy forces before overpowering them and looting the wharf for ammunition and weapons from the armory. Assailants then detonated explosives on the jetty, killing five laborers and destroying the manifold. The Movement for the Emancipation of the Niger Delta claimed responsibility.",2009/7/12,5.0,0.0,1
99,Mujahideen Youth Movement (MYM),21.0,world food,Sub-Saharan Africa,Somalia,"On Sunday shortly before midnight, in Waajid, Bakool, Somalia, as many as 10 heavily-armed gunmen approached the WFP compound in Wajid and fired upon the United Nations (UN) World Food Program's office, wounding one security guard when he refused to open the gate. In the ensuing gun battle, which lasted about 15 minutes, three of the gunmen were killed and one was seriously wounded. No group claimed responsibility, but it was widely believed that al-Shabaab al-Islamiya was responsible.",2009/8/16,3.0,2.0,-9
56,Movement for the Emancipation of the Niger Delta (MEND),18.0,four nigerian,Sub-Saharan Africa,Nigeria,"On Wednesday evening, in Chanomi Creek, Delta, Nigeria, assailants fired upon an oil tanker and a cargo ship, hijacking the MV Spirit and the MT Chikana and kidnapping 20 crew members. During fighting after the attacks, six soldiers were wounded.  No damage or motive for the attack was reported. On 20090515, four Nigerian hostages and six Filipino hostages were freed by security forces from the MV Spirit. The Filipino victims had been tortured by their captors. On 20090517, three Filipino hostages were freed by security forces. 20090520, two Filipino hostages were freed by security forces. The Movement for the Emancipation of the Niger Delta (MEND) claimed an affiliated group was responsible for the attack",2009/5/13,0.0,6.0,-9
128,Mujahideen Youth Movement (MYM),5.0,group claimed,Sub-Saharan Africa,Somalia,"On Wednesday night, in Garoowe, Nugaal, Somalia, armed assailants fired upon and killed Ibrahim Ali Dood a member of the Puntland parliament as he was leaving a restaurant. No group claimed responsibility, although it was widely believed that al-Shabaab al-Islamiya was responsible.",2009/11/11,1.0,0.0,0
