,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
320,Donetsk People's Republic,845.0,seize marinka,Eastern Europe,Ukraine,"Assailants attacked and attempted to seize Marinka town, Donetsk oblast, Ukraine. At least 85 people, including five soldiers and 80 assailants, were killed and 140 others, including 101 soldiers and 39 assailants, were wounded in the ensuing clash. Additionally at least one soldier, Roman Marchenko, was abducted and released as of June 7th, 2015. The Donetsk People's Republic claimed responsibility for the incident.",2015/6/3,85.0,140.0,-9,Ukraine,Eastern Europe
353,Donetsk People's Republic,805.0,30 ukrainian,Eastern Europe,Ukraine,"Assailants attacked Ukrainian soldiers with artillery and tanks near Starohnativka, Donetsk oblast, Ukraine. At least seven Ukrainian soldiers were killed and 30 Ukrainian soldiers were wounded, and 136 assailants were killed. The Donetsk People's Republic claimed responsibility for the incident.",2015/8/10,143.0,30.0,-9,Ukraine,Eastern Europe
149,Donetsk People's Republic,536.0,least 13,Eastern Europe,Ukraine,"Assailants ambushed Ukrainian soldiers evacuating residents in Debaltseve city, Donetsk oblast, Ukraine. At least 13 soldiers were killed, 157 were wounded, and 90 were abducted during the withdrawal; the outcome of the abduction is unknown. The Donetsk People's Republic claimed responsibility for the incident.",2015/2/18,13.0,157.0,-9,Ukraine,Eastern Europe
102,Luhansk People's Republic,95.0,least 110,Eastern Europe,Ukraine,"Assailants attacked Ukrainian soldiers near Popasna town, Luhansk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Luhansk People's Republic.",2015/1/24,12.0,10.0,1,Ukraine,Eastern Europe
100,Luhansk People's Republic,95.0,least 110,Eastern Europe,Ukraine,"Assailants attacked Ukrainian soldiers near Novozvanivka town, Luhansk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Luhansk People's Republic.",2015/1/24,12.0,10.0,1,Ukraine,Eastern Europe
103,Luhansk People's Republic,95.0,least 110,Eastern Europe,Ukraine,"Assailants attacked a Ukrainian military checkpoint near Novotoshkivske town, Luhansk oblast, Ukraine. This was one of nine similar attacks on Ukrainian soldiers on this day. At least 110 assailants were killed and 90 were wounded across the attacks. No group claimed responsibility for the incident; however, sources attributed it to the Luhansk People's Republic.",2015/1/24,12.0,10.0,1,Ukraine,Eastern Europe
81,Pro-Russia Militia,39.0,least 13,Eastern Europe,Ukraine,"An explosive device detonated near the district court building in Moskovskyi neighborhood, Kharkiv city, Kharkiv oblast, Ukraine. At least 13 people were wounded in the blast. A pro-Russia militia claimed responsibility for the attack.",2015/1/19,0.0,13.0,-9,Ukraine,Eastern Europe
377,Muslim extremists,24.0,assailant opened,South Asia,Afghanistan,"An assailant opened fire on two soldiers and a bus in Rajlovac quarter, Federation of Bosnia-Herzegovina. Two soldiers were killed and three other people, including civilians, were wounded in the attack. No group claimed responsibility for the incident; however, sources identified the assailant, Enes Omeragic, as a Muslim fundamentalist.",2015/11/18,2.0,3.0,1,Bosnia-Herzegovina,Eastern Europe
272,Muslim extremists,16.0,one police,South Asia,Afghanistan,"An assailant opened fire on a police station in Zvornik town, Republika Srpska, Bosnia-Herzegovina. One police officer and the assailant were killed and two officers were wounded in the attack. No group claimed responsibility for the incident; however, the assailant was identified as a Muslim fundamentalist.",2015/4/27,2.0,2.0,0,Bosnia-Herzegovina,Eastern Europe
244,Kosovo Liberation Army (KLA),8.0,ohrid framework,Eastern Europe,Albania,"Assailants stormed a police department and took four officers hostage in Gosince village, Lipkovo municipality, Macedonia. The officers were able to free themselves soon afterward. The Kosovo Liberation Army (KLA) claimed responsibility and stated that the group did not observe the Ohrid Framework Agreement, although sources questioned the veracity of this claim.",2015/4/21,0.0,1.0,1,Macedonia,Eastern Europe
156,Muslim extremists,5.0,two individuals,South Asia,Afghanistan,"Assailants opened fire on Russian opposition figure Boris Nemtsov on the Bolshoi Moskvoretsky bridge in Moscow city, Moscow oblast, Russia. Nemtsov died a few hours after the attack. Two individuals identified as Zaur Dadaev and Anzor Gubashev were arrested and charged for carrying out the attack; three others were also arrested in connection with the attack. Dadaev claimed responsibility and stated that Nemtsov was targeted in retaliation for his alleged negative comments against members of the Muslim community.",2015/2/27,1.0,0.0,0,Russia,Eastern Europe
195,Pro-Russia Militia,5.0,russia militia,Eastern Europe,Ukraine,"An explosive device detonated targeting the Self Reliance political party office in Admiralsky neighborhood, Odessa city, Odessa oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, authorities arrested three Pro-Russia Militia members in connection with the attack.",2015/3/12,0.0,0.0,1,Ukraine,Eastern Europe
245,Pro-Russia Militia,5.0,ukrainian military,Eastern Europe,Ukraine,"An explosives-laden vehicle detonated targeting a Ukrainian military vehicle in Kharkiv city, Kharkiv oblast, Ukraine. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to a Pro-Russia Militia.",2015/4/21,0.0,0.0,1,Ukraine,Eastern Europe
238,Kosovo Liberation Army (KLA),2.0,kosovo liberation,Eastern Europe,Albania,"Assailants threw grenades that detonated near a government building in Skopje, Skopje region, Macedonia. There were no reported casualties in the blasts. The Kosovo Liberation Army (KLA) claimed responsibility for the attack.",2015/4/10,0.0,0.0,0,Macedonia,Eastern Europe
