,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
1389,Taliban,2088.0,security force,South Asia,Afghanistan,"Assailants raided Kunduz city, Afghanistan. The assailants attacked civilians and security force members, stormed the prison and released more than 500 inmates, set fire to an unknown number of buildings, and gained control of the city. At least four people and 20 assailants were killed and 50 people were injured during the preliminary raid. Clashes continued until security forces regained control of Kunduz on October 1, 2015. After four days of fighting, 40 people and 200 assailants were reported dead and 296 people were injured. This was one of three coordinated attacks in Kunduz on the same day. The Taliban claimed responsibility for the incident.",2015/9/28,240.0,296.0,-9,Afghanistan,South Asia
1128,Taliban,1285.0,group claimed,South Asia,Afghanistan,"A suicide bomber detonated an explosives-laden truck at National Directorate of Security (NDS) office building in Kabul city, Kabul province, Afghanistan. In addition to the suicide bomber, 15 people were killed and 400 others were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban, which denied responsibility.",2015/8/7,16.0,400.0,1,Afghanistan,South Asia
1462,Taliban,653.0,taliban claimed,South Asia,Afghanistan,"Assailants attacked security forces on the Kabul-Kandahar highway in the Nawrak area, near Ghazni city, Ghazni province, Afghanistan. At least 10 civilians and 90 assailants were killed and 51 assailants were injured in the ensuing clashes. The Taliban claimed responsibility for the incident.",2015/10/12,100.0,51.0,0,Afghanistan,South Asia
1801,Tehrik-i-Taliban Pakistan (TTP),293.0,least 26,South Asia,Pakistan,"A suicide bomber detonated at a National Database and Registration Authority (NADRA) office in Mardan, Khyber Pakhtunkhwa province, Pakistan. In addition to the bomber, at least 26 people were killed and more than 50 others were injured in the blast. Jamaat-ul-Ahrar, a faction of Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the attack, although another TTP representative denied the group's involvement.",2015/12/29,27.0,51.0,1,Pakistan,South Asia
444,Communist Party of India - Maoist (CPI-Maoist),285.0,special task,South Asia,India,"Several assailants opened fire on a Special Task Force (STF) search operation inside Pedmal Forest in Sukma district, Chhattisgarh state, India. At least 42 people, including seven officers and 35 assailants, were killed and 25 others, including 10 officers and 15 assailants, were injured in the ensuing clash. The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the attack.",2015/4/11,42.0,25.0,0,India,South Asia
1348,Tehrik-i-Taliban Pakistan (TTP),276.0,suicide bombers,South Asia,Pakistan,"Suicide bombers armed with rocket launchers, grenades, and firearms attacked the Pakistan Air Force base in Badaber, Khyber Pakhtunkhwa province, Pakistan. At least 42 people, including 26 soldiers, 13 assailants, and three civilians, were killed and 22 others, including 10 soldiers, were injured in the ensuing clash. The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility and stated that the attack was carried out in retaliation for recent military operations.",2015/9/18,42.0,22.0,-9,Pakistan,South Asia
1186,Tehrik-i-Taliban Pakistan (TTP),166.0,shadi khan,South Asia,Pakistan,"Two suicide bombers detonated inside the office of Shuja Khanzada in Shadi Khan village, Punjab province, Pakistan. In addition to the two bombers, at least 20 people, including Khanzada, the Punjab Prime Minister, were killed and 17 others were injured in the blasts. Tehrik-i-Taliban Pakistan (TTP) and Lashkar-e-Jhangvi separately claimed responsibility and stated that the attack was carried out in retaliation for the death of a leader of Lashkar-e-Jhangvi. Additionally, Lashkar-e-Islam (Pakistan) claimed responsibility and stated that the attack was carried out in revenge for military operations against the group.",2015/8/16,22.0,17.0,1,Pakistan,South Asia
34,Pro Hartal Activists,155.0,udayan express,South Asia,India,"Assailants removed railway tracks in Kulaura area, Moulvibazar district, Sylhet division, Bangladesh. The act caused the derailment of an Udayan Express train; 50 passengers were injured as a result of the attack. No group claimed responsibility; however, sources attributed the incident to pro-hartal activists.",2015/1/8,0.0,50.0,1,Bangladesh,South Asia
451,Communist Party of India - Maoist (CPI-Maoist),46.0,group claimed,South Asia,India,"Assailants detonated an explosive device and opened fire targeting Chhattisgarh Armed Force (CAF) personnel along the Cholnar-Kirandul road in Cholnar area, Chhattisgarh state, India. Five CAF soldiers were killed and seven others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Communist Party of India - Maoist (CPI-Maoist).",2015/4/13,5.0,7.0,-9,India,South Asia
278,Communist Party of India - Maoist (CPI-Maoist),45.0,group claimed,South Asia,India,"An explosive device detonated near a Commando Battalion for Resolute Action (COBRA) vehicle between Imamganj and Dumariya villages in Bihar state, India. At least two COBRA personnel were killed and 10 others were injured in the blast. No group claimed responsibility; however, a source attributed the attack to the Communist Party of India - Maoist (CPI-Maoist).",2015/2/24,2.0,10.0,1,India,South Asia
