,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
891,Islamic State of Iraq and the Levant (ISIL),1473.0,also opened,Middle East & North Africa,Iraq,"Assailants detonated an explosives-laden vehicle near the Syrian Border Police border crossing in Kobani, Aleppo governorate, Syria. Following the blast, assailants stormed the town and detonated two more explosives-laden vehicles and also opened fire on security forces. At least 174 people, including security forces, civilians, and 54 assailants, were killed and more than 200 people were injured in the attack. This was one of two related incidents in and around Kobani on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attacks.",2015/6/25,174.0,201.0,-9,Syria,Middle East & North Africa
1722,Islamic State of Iraq and the Levant (ISIL),1260.0,yunus emre,Middle East & North Africa,Iraq,"Two suicide bombers detonated at a peace rally near the train station in Ankara, Turkey. In addition to the assailants, at least 103 people were killed and 245 people were injured in the blasts. No group claimed responsibility for the incident; however, the assailants were identified as Yunus Emre Alagoz and Omer Deniz Dundar, both believed to be members of Islamic State of Iraq and the Levant (ISIL). Turkish authorities also attributed the attack to the Kurdistan Workers' Party (PKK).",2015/10/10,105.0,245.0,-9,Turkey,Middle East & North Africa
1859,Sinai Province of the Islamic State,1125.0,explosive device,Middle East & North Africa,Egypt,"An explosive device detonated on a Kogalymavia passenger flight traveling from Sharm el-Sheikh, Egypt to Saint Petersburg, Russia. The plane crashed in North Sinai, Egypt, killing all 224 people on board. The Sinai Province of the Islamic State claimed responsibility for the attack.",2015/10/31,224.0,0.0,1,Egypt,Middle East & North Africa
1025,Islamic State of Iraq and the Levant (ISIL),1000.0,sunni muslim,Middle East & North Africa,Iraq,"A suicide bomber in an explosives-laden vehicle detonated at a market in Bani Saad, Diyala governorate, Iraq. In addition to the assailant, 120 people were killed and 130 people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was carried out in revenge for the deaths of members of the Sunni Muslim community in Hawija.",2015/7/17,121.0,130.0,1,Iraq,Middle East & North Africa
608,Houthi extremists (Ansar Allah),636.0,huthis claimed,Middle East & North Africa,Yemen,"Assailants fired projectiles that struck a boat carrying civilians who were attempting to flee in Attawahi district, Aden city, Aden governorate, Yemen. Eighty-six civilians were killed and 67 others were injured in the attack. Huthis claimed responsibility for the incident.",2015/5/6,86.0,67.0,1,Yemen,Middle East & North Africa
1028,Houthi extremists (Ansar Allah),575.0,group claimed,Middle East & North Africa,Yemen,"Assailants shelled civilians and residences in Dar Sad neighborhood, Shaykh Uthman, Adan governorate, Yemen. At least 43 people were killed and 120 people were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis, who denied involvement.",2015/7/19,43.0,120.0,-9,Yemen,Middle East & North Africa
1464,Houthi extremists (Ansar Allah),465.0,least 64,Middle East & North Africa,Yemen,"Assailants fired a missile at an Operation Restoring Hope Coalition camp in Safer area, Marib governorate, Yemen. At least 64 soldiers were killed and 70 others were injured in the attack. Huthis claimed responsibility for the incident, although Yemeni soldiers stated the attack was an accidental explosion.",2015/9/4,50.0,70.0,1,Yemen,Middle East & North Africa
149,Sinai Province of the Islamic State,309.0,suicide bomber,Middle East & North Africa,Egypt,"A suicide bomber detonated an explosives-laden vehicle and additional assailants fired mortars at a military base and a military-operated hotel in Arish city, North Sinai governorate, Egypt. At least 25 people were killed and 58 others, including nine civilians, were injured in the assault. This was one of five coordinated attacks on security targets in Arish on the same day. Sinai Province of the Islamic State claimed responsibility for the incident and stated that the attack was carried out in retaliation for the detention of Muslims in Egyptian prisons.",2015/1/29,26.0,58.0,1,Egypt,Middle East & North Africa
1016,Sinai Province of the Islamic State,175.0,sheikh zuweid,Middle East & North Africa,Egypt,"Assailants attacked a security checkpoint in Sheikh Zuweid town, North Sinai governorate, Egypt. Security forces repelled the attack, killing 20 assailants and injuring another 25 during the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Sinai Province of the Islamic State.",2015/7/15,20.0,25.0,0,Egypt,Middle East & North Africa
1476,Kurdistan Workers' Party (PKK),105.0,least 17,Middle East & North Africa,Turkey,"Assailants detonated remote-controlled landmines and opened fire against two military armored vehicles near Daglica village, Yusekova district, Hakkari province, Turkey. At least 17 soldiers were killed and five others were injured in the attack. The Kurdistan Workers' Party (PKK) claimed responsibility for the incident.",2015/9/6,17.0,5.0,1,Turkey,Middle East & North Africa
1152,Kurdistan Workers' Party (PKK),92.0,least two,Middle East & North Africa,Turkey,"A suicide bomber in an explosives-laden tractor detonated targeting the Karabulak gendarmerie building near Dogubayazit town, Agri province, Turkey. In addition to the bomber, at least two soldiers were killed and 24 others were injured in the attack. The Kurdistan Workers' Party (PKK) claimed responsibility for the incident.",2015/8/2,3.0,24.0,1,Turkey,Middle East & North Africa
