,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
24,Revolutionary Armed Forces of Colombia (FARC),122.0,revolutionary armed,South America,Colombia,"Assailants attacked a military patrol with explosives and grenades in Timba area, Cauca department, Colombia. At least 13 people, including 11 soldiers and two assailants, were killed and 19 others were wounded in the attack. The Revolutionary Armed Forces of Columbia (FARC) claimed responsibility for the incident and stated that the attack was in response to alleged government offensives on the FARC during a declared ceasefire.",2015/4/15,13.0,19.0,0,Colombia,South America
136,National Liberation Army of Colombia (ELN),69.0,twelve security,South America,Colombia,"Assailants detonated an explosive device and opened fire on security personnel guarding election workers in Guican town, Boyaca department, Colombia. Twelve security personnel were killed and three others were injured in the assault; the victims included soldiers and police officers. Additionally, two soldiers were abducted in the attack and were released on November 16, 2015. The National Liberation Army of Colombia (ELN) claimed responsibility for the incident.",2015/10/26,12.0,3.0,-9,Colombia,South America
70,National Liberation Army of Colombia (ELN),43.0,sources also,South America,Colombia,"Explosive devices, targeting a Colombian military helicopter, detonated in El Bejuco village, Norte de Santander department, Colombia. Four soldiers were killed and six others were wounded in the attack. The National Liberation Army of Colombia (ELN) claimed responsibility for the incident and sources also attributed the attack to the Revolutionary Armed Forces of Colombia (FARC).",2015/6/22,4.0,6.0,1,Colombia,South America
12,National Liberation Army of Colombia (ELN),36.0,national liberation,South America,Colombia,"Assailants opened fire on a Military of Colombia patrol with guns and projectiles near San Calixto town, Norte de Santander department, Colombia. At least six assailants were killed and two soldiers were wounded in the assault. No group claimed responsibility; however, sources attributed the attack to the National Liberation Army of Colombia (ELN).",2015/2/21,6.0,2.0,0,Colombia,South America
36,Revolutionary Armed Forces of Colombia (FARC),30.0,revolutionary armed,South America,Colombia,"Assailants attempted to attack an oil complex in Las Tropicales town, Arauca department, Colombia. Six people, including three soldiers and three assailants, were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Revolutionary Armed Forces of Colombia (FARC).",2015/5/28,6.0,0.0,0,Colombia,South America
66,Revolutionary Armed Forces of Colombia (FARC),29.0,revolutionary armed,South America,Colombia,"An explosive device detonated and assailants opened fire on soldiers in Caqueta department, Colombia. At least four soldiers were killed and three others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Revolutionary Armed forces of Colombia (FARC).",2015/6/17,4.0,3.0,0,Colombia,South America
20,Paraguayan People's Army (EPP),20.0,three employees,South America,Paraguay,"Assailants attacked a ranch in Tacuti, San Pedro, Paraguay. Three employees of the ranch were killed in the attack. In addition, a building and several pieces of construction equipment were set on fire by the perpetrators. The Paraguayan People's Army (EPP) claimed responsibility for the incident through pamphlets left at the scene.",2015/3/23,3.0,0.0,1,Paraguay,South America
104,Paraguayan People's Army (EPP),20.0,san pedro,South America,Paraguay,"Assailants opened fire on a Paraguayan Police Force vehicle in Yaguarete Forest, San Pedro department, Paraguay. At least three police officers were killed and their vehicle was set on fire in the assault. No group claimed responsibility; however, authorities suspected that the attack was carried out by the Paraguayan People's Army (EPP).",2015/7/17,3.0,0.0,1,Paraguay,South America
98,Paraguayan People's Army (EPP),15.0,san pedro,South America,Paraguay,"Assailants attacked a Paraguayan Police Force vehicle near Estancia La Yeya, San Pedro department, Paraguay. At least two officers were killed and their vehicle was later burned in the incident. No group claimed responsibility; however, sources attributed the attack to the Paraguayan People's Army (EPP).",2015/7/12,2.0,0.0,1,Paraguay,South America
114,Shining Path (SL),11.0,mazangaro military,South America,Peru,"Assailants attacked the Mazangaro military base in Satipo town, Junin region, Peru. A soldier was killed and two others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Shining Path (SL).",2015/8/5,1.0,2.0,0,Peru,South America
18,Shining Path (SL),5.0,former government,South America,Peru,"Assailants opened fire on Ruben Alfaro Ventura in his home in Huancamayo, Peru. Ventura, a former government official, was killed in the attack. This was one of two related attacks on former government officials on this date. The Shining Path (SL) claimed responsibility for the incident through pamphlets left at the scene.",2015/3/21,1.0,0.0,0,Peru,South America
17,Shining Path (SL),5.0,assailants opened,South America,Peru,"Assailants opened fire on Cipriano Calderon Pizarro in his home in Huancamayo, Peru. Pizarro, a former judge, was killed in the attack. This was one of two related attacks on former government officials on this date. The Shining Path (SL) claimed responsibility for the incident through pamphlets left at the scene.",2015/3/21,1.0,0.0,0,Peru,South America
