,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
0,Informal Anarchist Federation,5.0,south west,Western Europe,Italy,"An assailant set fire to a communications mast in Bathampton town, South West region, England, United Kingdom. There were no injuries in the attack; however, television, radio, and mobile services were disrupted for approximately 80,000 residents. Police arrested one individual in connection with the attack. The Informal Anarchist Federation claimed responsibility for the incident in a post online.",2013/1/3,0.0,0.0,1,United Kingdom,Western Europe
17,White extremists,5.0,west midlands,North America,United States,"An assailant stabbed and killed Mohammed Saleem, a Muslim civilian, as he walked home from a mosque in Small Heath neighborhood, Birmingham city, West Midlands region, England, United Kingdom. In July, 2013, police arrested Pavlo Lapsyn, a self-described white supremacist, for the murder. Lapsyn confessed to the killing, as well as planting several bombs outside of mosques in the area. He was sentenced to 40 years in prison.",2013/4/29,1.0,0.0,0,United Kingdom,Western Europe
48,Dissident Republicans,5.0,irish republican,Western Europe,Ireland,"Assailants opened fire on a police vehicle on Suffolk Road in Belfast city, Belfast district, Northern Ireland, United Kingdom. No one was injured in the attack. No group claimed responsibility for the incident; however, authorities attributed the attack to Irish republican extremists.",2013/12/6,0.0,0.0,1,United Kingdom,Western Europe
47,The New Irish Republican Army,5.0,assailants opened,Western Europe,Ireland,"Assailants opened fire on three police vehicles in Ardoyne neighborhood, Belfast city, Belfast district, Northern Ireland, United Kingdom. There were no casualties in the attack; however, two police vehicles and a street sign were damaged by the gunfire. No group claimed responsibility for the incident; however, police attributed the attack to The New Irish Republican Army.",2013/12/5,0.0,0.0,1,United Kingdom,Western Europe
45,Oglaigh na hEireann,5.0,partially detonated,Western Europe,Ireland,"Assailants hijacked a vehicle in Ardoyne neighborhood, Belfast city, Belfast district, Northern Ireland, United Kingdom. An explosive device was then planted in the vehicle and the driver was forced to park near the Victoria Square Shopping Complex in Belfast. The explosives-laden vehicle detonated later that evening; however, there were no reported casualties in the blast as the device only partially detonated. Oglaigh na hEireann claimed responsibility for the incident.",2013/11/24,0.0,0.0,1,United Kingdom,Western Europe
35,Oglaigh na hEireann,5.0,reported casualties,Western Europe,Ireland,"Assailants firebombed B&M Bargains discount store in Belfast city, Belfast district, Northern Ireland, United Kingdom. There were no reported casualties resulting from the attack; however, the store was destroyed. Oglaigh na hEireann claimed responsibility for the incident, stating that the store was exploiting staff members.",2013/10/18,0.0,0.0,1,United Kingdom,Western Europe
33,The New Irish Republican Army,5.0,united kingdom,Western Europe,Ireland,"An assailant killed a civilian, Barry McGorry, in his apartment in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, authorities attributed the incident to The New Irish Republican Army.",2013/10/10,1.0,0.0,-9,United Kingdom,Western Europe
32,The New Irish Republican Army,5.0,assailants killedkevin,Western Europe,Ireland,"Assailants killedKevin Kearney in Alexandra park in Belfast city, Belfast district, Northern Ireland, United Kingdom. The New Irish Republican Army claimed responsibility for the incident.",2013/10/8,1.0,0.0,0,United Kingdom,Western Europe
31,Informal Anarchist Federation,5.0,south west,Western Europe,Italy,"Assailants detonated an incendiary device at a Barclays bank branch in Brislington area, Bristol city, South West region, England, United Kingdom. There were no reports of casualties in the attack; however, the fire caused damage to an air conditioning unit. The Informal Anarchist Federation claimed responsibility for the incident in a post online.",2013/8/29,0.0,0.0,1,United Kingdom,Western Europe
25,Oglaigh na hEireann,5.0,two vehicles,Western Europe,Ireland,"Assailants burned a vehicle in Ardoyne area, Belfast city, Belfast district, Northern Ireland, United Kingdom. No casualties were reported. This incident represents one of two vehicles torched in the area on this day. Oglaigh na hEireann claimed responsibility for the incident.",2013/7/8,0.0,0.0,1,United Kingdom,Western Europe
22,White extremists,5.0,identified white,North America,United States,"An explosive device detonated at a mosque in Walsall, West Midlands, England, United Kingdom. No injuries were reported, and the blast caused little damage. Pavlo Lapshyn, a self-identified white supremacist, was arrested and pled guilty to the offence.",2013/6/21,0.0,0.0,1,United Kingdom,Western Europe
20,Informal Anarchist Federation,5.0,informal anarchist,Western Europe,Italy,"An explosive device detonated near the car of a Nafplio prison correctional officer in Argos city, Peloponnese region, Greece. No one was injured in the blast; however, several cars and buildings sustained property damage. The ""Informal Anarchist Federation (FAI) - International Conspiracy for Revenge"" claimed responsibility for the incident.",2013/6/12,0.0,0.0,1,Greece,Western Europe
51,Dissident Republicans,5.0,however sources,Western Europe,Ireland,"Assailants opened fire on a Police Service of Northern Ireland (PSNI) barracks in Lisnaskea town, Fermanagh district, Northern Ireland, United Kingdom. There were no reported casualties in the assault. No group claimed responsibility; however sources suspect that dissident republicans were behind the attack.",2013/12/23,0.0,0.0,1,United Kingdom,Western Europe
9,Dissident Republicans,5.0,explosive device,Western Europe,Ireland,"An explosive device attached to a garden fence exploded in Seacort estates in the Britannia Crescent of Larne town, Larne district, Northern Ireland, United Kingdom. A fence was damaged in the attack. No group claimed responsibility; however, officials blamed dissident republicans.",2013/2/27,0.0,0.0,1,United Kingdom,Western Europe
27,White extremists,0.0,west midlands,North America,United States,"A pipe bomb detonated at the Kanz Ul Iman Masjid mosque in Tipton city, West Midlands region, England, United Kingdom. No casualties were reported. No group claimed responsibility for the incident; however, authorities detained and convicted Pavlo Lapshyn in connection with the incident in October, 2013. This incident occurred on the same day as the funeral for Lee Rigby, a soldier killed by alleged Islamic extremists in London.",2013/7/12,0.0,0.0,0,United Kingdom,Western Europe
