,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
220,Bangsamoro Islamic Freedom Movement (BIFM),165.0,kilafah islamic,Southeast Asia,Philippines,"An explosive device detonated in the Kyla Bistro in Cagayan de Oro City, Misamis Oriental province, Philippines. At least eight people were killed and 40 people were injured in the blast. No group claimed responsibility for the bombing; however, officials attributed the attack to the Moro Islamic Liberation Front - Special Operations Group, Bangsamoro Islamic Freedom Movement (BIFM), and Kilafah Islamic Movement.",2013/7/26,8.0,40.0,1,Philippines,Southeast Asia
232,Bangsamoro Islamic Freedom Movement (BIFM),135.0,least eight,Southeast Asia,Philippines,"An explosive device attached to a vehicle detonated in Cotabato City, Maguindanao province, Philippines. The blast targeted the vehicle of Cynthia Gulani-Sayadi, a city administrator. She was unharmed in the explosion; however, at least eight people, including two of Gulani-Sayadi's bodyguards, were killed and another 30 were injured. No group claimed responsibility; however, sources suspect that Bangsamoro Islamic Freedom Movement (BIFM) was behind the attack.",2013/8/5,8.0,30.0,1,Philippines,Southeast Asia
16,New People's Army (NPA),77.0,vehicle carrying,Southeast Asia,Philippines,"Gunmen opened fire on a vehicle carrying civilians and police in La Castellana municipality, Negros Occidental province, Philippines. Eight people were killed and eight others were wounded. Police officials indicated that officer Richard Canja was the target of the attack. The New People's Army (NPA) claimed responsibility for the attack but did not corroborate the police's statement in regards to Officer Canja.",2013/1/27,9.0,9.0,1,Philippines,Southeast Asia
152,New People's Army (NPA),71.0,group claimed,Southeast Asia,Philippines,"Assailants detonated an explosive device near a police vehicle in Cagayan province, Philippines. After the explosion, the attackers fired on the officers, killing nine people and injuring seven more individuals. No group claimed responsibility for the incident; however, the attack was attributed to the New People's Army (NPA).",2013/5/27,9.0,7.0,1,Philippines,Southeast Asia
154,New People's Army (NPA),61.0,seven police,Southeast Asia,Philippines,"A roadside land mine exploded under a vehicle of the Special Action Force police in Allacapan municipality, Cagayan province, Philippines. Seven police officers were killed and seven others were injured in the blast. No group claimed responsibility for the incident; however the attack was attributed to the New People's Army (NPA).",2013/5/27,7.0,7.0,1,Philippines,Southeast Asia
182,Separatists,57.0,roadside bomb,Western Europe,Spain,"A roadside bomb detonated under an amy truck in Krong Pinang district, Yala province, Thailand. Eight soldiers were killed and four others were wounded. No group claimed responsibility for the incident; however, authorities speculated that separatists were involved.",2013/6/29,8.0,4.0,1,Thailand,Southeast Asia
390,Abu Sayyaf Group (ASG),55.0,zone 6,Southeast Asia,Philippines,"An explosive device detonated near a private residence in Zone 6 area of Tumahubong village, Sumisip municipality, Basilan province, Philippines. At least seven people were killed and five were injured in the blast. No group claimed responsibility; however, a source attributed the attack to the Abu Sayyaf Group (ASG).",2013/12/31,7.0,5.0,1,Philippines,Southeast Asia
129,Abu Sayyaf Group (ASG),46.0,group claimed,Southeast Asia,Philippines,"Assailants ambushed a government humanitarian convoy in the Barka area of Basilan province, Philippines. Two soldiers and two assailants were killed in the ensuing firefight; in addition, three assailants and four soldiers were injured. No group claimed responsibility for the incident; however, sources attribute the attack to Abu Sayyaf Group (ASG) and Bangsamoro Islamic Freedom Movement (BIFM).",2013/5/6,4.0,7.0,1,Philippines,Southeast Asia
43,Separatists,42.0,group claimed,Western Europe,Spain,"Two explosive devices detonated outside of a restaurant in Muang district, Pattani province, Thailand. At least two defense volunteers stationed at a checkpoint nearby were killed and nine civilians were injured in the blast. In addition, several vehicles and buildings were damaged. This incident, which was meant to draw first responders to the restaurant, was one of eight attacks on the same day in the province. No group claimed responsibility for the incidents; however, authorities blamed the attacks on southern separatists, stating that it was likely an act of retaliation for the deaths of 16 separatists in an attack on a navy base on February 13, 2013.",2013/2/17,2.0,9.0,1,Thailand,Southeast Asia
210,Bangsamoro Islamic Freedom Movement (BIFM),41.0,least two,Southeast Asia,Philippines,"Approximately 20 gunmen ambushed army soldiers along the highway near barangay Kateman, Guindulungan municipality, Maguindanao province, Philippines. Two soldiers and five assailants were killed in the attack and at least two soldiers were injured. No group claimed responsibility for the incident; however, authorities attributed the incident to the Bangsamoro Islamic Freedom Movement (BIFM).",2013/7/13,7.0,2.0,0,Philippines,Southeast Asia
