,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
150,Tehrik-i-Taliban Pakistan (TTP),683.0,laden car,South Asia,Pakistan,"An explosives-laden car detonated in Abbas Town district, Karachi city, Sindh province, Pakistan. The explosion targeted a Shiite mosque, killing at least 45 people and injuring more than 150 people. No group claimed responsibility for the attack; however, authorities arrested members of both Tehrik-i-Taliban Pakistan (TTP) and Lashkar-e-Jhangvi for their involvement in the incident.",2013/3/3,45.0,151.0,1,Pakistan,South Asia
233,Taliban,555.0,least 53,South Asia,Afghanistan,"Nine assailants dressed as soldiers attacked a courthouse complex where several Taliban members were standing trial in Farah city, Farah province, Afghanistan. At least one suicide bomber detonated an explosives-laden vehicle at the entrance to the complex, while the remaining assailants entered the various buildings and began firing and throwing grenades. At least 53 people were killed in the attack and approximately 95 others were injured; the casualties included civilians and security personnel. All of the assailants died in the return fire. The Taliban claimed responsibility for the incident.",2013/4/3,53.0,95.0,1,Afghanistan,South Asia
805,Taliban,505.0,four nds,South Asia,Afghanistan,"Six assailants attacked the National Directorate of Security (NDS) building in Maidan Shar city, Wardak province, Afghanistan. The first assailant detonated an explosives-laden vehicle near the entrance of the building, allowing the remaining five to enter and open fire on the people inside. Four NDS workers were killed and approximately 150 NDS workers and civilians were injured. The remaining five assailants were also killed in the attack. The Taliban claimed responsibility for the incident.",2013/9/8,10.0,150.0,1,Afghanistan,South Asia
738,Taliban,481.0,taliban claimed,South Asia,Afghanistan,"Assailants attacked a Public Protection Police Force (PPPF) convoy in Gulistan district, Farah province, Afghanistan. A clash ensued, during which at least 12 police officers and 70 assailants were killed. At least 22 police officers were also injured in the attack. The Taliban claimed responsibility for the incident.",2013/8/18,82.0,22.0,1,Afghanistan,South Asia
715,Tehrik-i-Taliban Pakistan (TTP),345.0,two coordinated,South Asia,Pakistan,"An assailant detonated an explosive vest outside of a mosque holding the funeral of a police officer in Quetta city, Balochistan province, Pakistan. In addition to the bomber, at leat 38 people were killed and 50 others were wounded in the attack. This was the second of two coordinated attacks. The first attack led to the death of the police officer earlier in the day. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",2013/8/8,39.0,50.0,-9,Pakistan,South Asia
376,Tehrik-i-Taliban Pakistan (TTP),325.0,secular political,South Asia,Pakistan,"An explosive device attached to a bicycle detonated at a public Jumiat Ulema-e-Islam party (JUI-F) rally in Parachinar city, Federally Administered Tribal Areas, Pakistan. At least 23 people were killed and another 70 were wounded in the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident, stating that Munir Khan Orakzai, a candidate, was the intended target. They stated that Orakzai had committed crimes against Islam by handing over Arab Mujahedeen to the United States (US) and had worked with secular political parties to kill innocent tribesmen.",2013/5/6,23.0,70.0,0,Pakistan,South Asia
450,Communist Party of India - Maoist (CPI-Maoist),181.0,least 17,South Asia,India,"Approximately 100 gunmen ambushed a convoy of Indian Congress Party workers in Darbha town, Chhattisgarh state, India. At least 17 people were killed, including high-level officials Nand Kumar Patel, Mahendra Karma, and Uday Mudliyar. Additionally, 32 people were wounded. At least two people were kidnapped. No information is available with regards to an outcome for the kidnap victims. The Communist Party of India - Maoist (CPI-M) claimed responsibility for the incident, citing its intention to punish Mahendra Karma, the founder of Salwa Judum, for initiating an anti-Maoist movement.",2013/5/25,17.0,32.0,0,India,South Asia
20,Communist Party of India - Maoist (CPI-Maoist),117.0,police returned,South Asia,India,"Approximately 200 assailants opened fire on a police patrol in Latehar district, Jharkhand state, India. The police returned fire, leading to an extended firefight. At least 15 people were killed in the attack, including members of the Central Reserve Police Forces (CRPF), the Jharkhand Jaguars, and civilians; another 14 people were injured. Officials attribute the incident to the Communist Party of India - Maoist (CPI-M).",2013/1/7,15.0,14.0,0,India,South Asia
615,Communist Party of India - Maoist (CPI-Maoist),51.0,maoist offensive,South Asia,India,"Gunmen attacked an under-construction tunnel in Goh, Bihar state, India. At least five people, including a number of police and security personnel, were killed, and at least seven other people were wounded. The Communist Party of India-Maoist (CPI-M) claimed responsibility for the incident, stating that they were attempting to procure firearms for the purpose of arming the ""common man"" and continuing the fight against Operation Greenhunt, an anti-Maoist offensive campaign.",2013/7/17,5.0,7.0,1,India,South Asia
130,Maoists,45.0,explosive device,South Asia,India,"An explosive device detonated in Majhaulia village, Bihar, India. The blast targeted a police patrol and killed six police officers, a police informer, and a village elder. There was no claim of responsibility for this attack; however, sources attributed it to Maoists.",2013/2/22,8.0,0.0,1,India,South Asia
930,Maoists,40.0,police officials,South Asia,India,"A landmine detonated targeting the vehicle of Sushil Pandey in Pathara village, Bihar state, India. Pandey, the husband of district board member Usha Devi, and his six aides were killed in the blast. No group claimed responsibility for the incident; however, police officials attributed the attack to Maoists.",2013/10/17,7.0,0.0,1,India,South Asia
1082,Maoists,40.0,six police,South Asia,India,"A remote-controlled land mine detonated near a police patrol in the Aurangabad district, Bihar state, India. Six police officers and their driver were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists.",2013/12/3,7.0,0.0,1,India,South Asia
979,Garo National Liberation Army,30.0,police officials,South Asia,India,"Twenty assailants threw grenades and opened fire on a police escort transporting a prisoner in Bangjakona village, Gasuapara area, Meghalaya state, India. Five police officers were killed in the attack. No group claimed responsibility; however, police officials attributed the incident to the Garo National Liberation Army.",2013/11/5,5.0,0.0,1,India,South Asia
322,Garo National Liberation Army,14.0,assailants opened,South Asia,India,"Assailants opened fire on a coal truck in Wageasi, Meghalaya state, India. The coal truck was mistook by the assailants for a military vehicle that they had hoped to lure to the area by setting a nearby shop on fire. One person was killed and three others were wounded. No group claimed responsibility for the incident; however, authorities attributed the attack to Garo National Liberation Army (GNLA).",2013/4/24,0.0,3.0,1,India,South Asia
