,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
7,Revolutionary Armed Forces of Colombia (FARC),193.0,revolutionary armed,South America,Colombia,"An explosives-laden motorcycle detonated near a police station in Pradera municipality, Valle del Cauca department, Colombia. At least one person was killed and at least 61 others were injured as a result of the blast. The Revolutionary Armed Forces of Colombia (FARC) claimed responsibility for this attack.",2014/1/16,1.0,61.0,1
85,Revolutionary Armed Forces of Colombia (FARC),56.0,revolutionary armed,South America,Colombia,"A grenade detonated at a grocery store in Quibdo city, Choco department, Colombia. Seventeen people were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Revolutionary Armed Forces of Colombia (FARC).",2014/5/30,0.0,17.0,1
28,Revolutionary Armed Forces of Colombia (FARC),55.0,revolutionary armed,South America,Colombia,"An explosive device detonated at a supermarket in Quibdo district, Choco department, Colombia. Four people were killed and 10 others were wounded in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Revolutionary Armed Forces of Colombia (FARC).",2014/2/26,4.0,10.0,1
107,National Liberation Army of Colombia (ELN),44.0,national liberation,South America,Colombia,"Assailants fired explosive devices at a group of Cano Limon Oil Field workers gathered for church services in Arauca department, Colombia. At least 13 people were wounded in the blast. The National Liberation Army of Colombia (ELN) claimed responsibility for the attack.",2014/6/29,0.0,13.0,1
21,National Liberation Army of Colombia (ELN),34.0,one police,South America,Colombia,"Assailants detonated explosives and opened fire on a police patrol that was protecting a group of coca eradicators in Barro Blanco Corregimiento town, Antioquia department, Colombia. At least five police officers were killed and three others were injured in the attack. One police officer was kidnapped and released, unharmed, on March 5, 2014. The National Liberation Army of Colombia (ELN) claimed responsibility for the incident.",2014/2/17,5.0,3.0,0
147,National Liberation Army of Colombia (ELN),31.0,three police,South America,Colombia,"Assailants opened fire on a helicopter delivering money to a bank in Teorama municipality, Norte de Santander department, Colombia. Three police officers and a security guard were killed in the attack, while another officer and the helicopter pilot were wounded. No group claimed responsibility for the incident; however, sources attributed the attack to the National Liberation Army of Colombia (ELN).",2014/8/12,4.0,2.0,1
32,Mapuche activists,21.0,group claimed,South America,Chile,"Assailants fired pellets at police officers providing security for firefighters in Araucania region, Chile. The firefighters were extinguishing fires that had been set by assailants on March 3, 2014 at a property belonging to a forestry company. At least seven police officers were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Mapuche activists.",2014/3/4,0.0,7.0,0
199,Shining Path (SL),20.0,group claimed,South America,Peru,"Assailants opened fire on a military checkpost in San Francisco-Limontayocc area, Ayacucho region, Peru. One soldier was killed in the attack, and four soldiers and a civilian were wounded. No group claimed responsibility for the incident; however, sources suspected the Shining Path (SL).",2014/10/13,1.0,5.0,0
190,Shining Path (SL),18.0,two police,South America,Peru,"Assailants opened fire on a convoy transporting ballot boxes near Machente town, Ayacucho region, Peru. Two police officers were killed and one other officer was wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Shining Path (SL).",2014/10/3,2.0,1.0,1
169,Paraguayan People's Army (EPP),10.0,san pedro,South America,Paraguay,"Assailants attacked a private residence in Tacuti town, San Pedro department, Paraguay. At least one person was killed and three others, the husband and two children of the victim, were bound by the assailants before they fled. The hostages managed to free themselves a few hours later. The Paraguayan People's Army (EPP) claimed responsibility for the incident.",2014/9/5,1.0,0.0,1
243,Paraguayan People's Army (EPP),8.0,yby yau,South America,Paraguay,"Assailants opened fire on a civilian vehicle in Yby Yau city, Concepcion department, Paraguay. One person was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Paraguayan People's Army (EPP).",2014/12/29,0.0,1.0,1
166,Paraguayan People's Army (EPP),5.0,group claimed,South America,Paraguay,"Assailants set fire to La Novia animal pen in Arroyito village, Concepcion department, Paraguay. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the attack to the Paraguayan People's Army (EPP).",2014/9/3,0.0,0.0,1
194,Mapuche activists,5.0,la araucania,South America,Chile,"Assailants attacked a construction firm and burned five vehicles in Vilcun town, La Araucania region, Chile. There were no reports of casualties in the attack. Mapuche activists claimed responsibility for the incident, stating that the attack was in response to the death of a Mapuche individual during the previous week. The individual had been killed after being run over by a tractor near the company's property during a protest.",2014/10/7,0.0,0.0,1
29,Mapuche activists,5.0,assailants set,South America,Chile,"Approximately 30 assailants stormed a property belonging to a forestry products company in Araucania region, Chile. The assailants set fires and blockaded the front gate. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Mapuche activists.",2014/3/3,0.0,0.0,1
121,Shining Path (SL),5.0,military authorities,South America,Peru,"Three assailants abducted Santiago Estrada Quinto from his residence in La Libertad village, Huancayo district, Junin province, Peru. Quinto was shot and killed and his body was discovered on the same day. No group claimed responsibility; however, military authorities attributed the incident to the Shining Path (SL).",2014/7/19,1.0,0.0,0
