,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
166,Liberation Tigers of Tamil Eelam (LTTE),370.0,mannar border,South Asia,Sri Lanka,"Ten Sri Lankan soldiers and 52 perpetrators were killed and twenty Sri Lankan soldiers were wounded when an unknown number of members of the Liberation Tigers of Tamil Eelam (LTTE) fired artillery and mortars and launched a raid with small arms at approximately 9:30 PM against an army artillery base at Pampaimadu, in the Vavuniya-Mannar border area, Sri Lanka.  No claim of responsibility was reported.",2007/6/2,62.0,20.0,-9,Sri Lanka,South Asia
289,Taliban,325.0,including 13,South Asia,Afghanistan,"Twin suicide bombers killed 26 Afghans, including 13 civilians, in a crowded market in Southern Afghanistan. The attack that has been blamed on the Taliban was aimed at the police presence in the area of Gereshk, Afghanistan.",2007/9/10,28.0,60.0,1,Afghanistan,South Asia
5,United Liberation Front of Assam (ULFA),297.0,united liberation,South Asia,India,"Forty-eight Hindi-speaking migrant workers were killed and 19 injured after a series of 10 coordinated attacks by United Liberation Front of Assam (ULFA) in Assam, India that occurred overnight.",2007/1/5,48.0,19.0,0,India,South Asia
394,Liberation Tigers of Tamil Eelam (LTTE),214.0,tamil eelam,South Asia,Sri Lanka,"Seventeen people were killed and 43 were wounded by a bomb that detonated in a department store in Colombo, Sri Lanka. Officials blamed the attack on the Liberation Tigers of Tamil Eelam (LTTE), but the group did not claim responsibility.",2007/11/29,17.0,43.0,-9,Sri Lanka,South Asia
6,Liberation Tigers of Tamil Eelam (LTTE),206.0,suspected liberation,South Asia,Sri Lanka,"A suspected Liberation Tigers of Tamil Eelam (LTTE) female suicide bomber attacked a bus, south of Colombo, Sri Lanka killing 11 and wounding 47, the second such attack in as many days.",2007/1/6,12.0,47.0,1,Sri Lanka,South Asia
309,United Liberation Front of Assam (ULFA),205.0,wounded 60,South Asia,India,"Members of the United Liberation Front of Assam (ULFA) were said to have killed five people and wounded 60 others by triggering two explosions in Tinsukia and Doomdooma, India.",2007/9/30,5.0,60.0,-9,India,South Asia
47,Taliban,201.0,taliban claimed,South Asia,Afghanistan,"Around 10 am local time, a suicide bomber blew himself up at an entry gate at Air Base in Bagram, Afghanistan. 23 people were killed and 27 were wounded. The Taliban claimed responsibility for the attack. The Vice President of the United States Dick Cheney was the target.",2007/2/27,24.0,27.0,-9,Afghanistan,South Asia
308,Taliban,155.0,zabiullah mujahid,South Asia,Afghanistan,"A military bus was destroyed, killing thirty people in Kabul, Afghanistan when a suicide bomber garbed in an army uniform blew himself up within the entrance of the bus. The bus was picking up army personnel when it was attacked. Zabiullah Mujahid claimed that Taliban mujahiddin carried out the attack.",2007/9/29,31.0,0.0,-9,Afghanistan,South Asia
201,United Liberation Front of Assam (ULFA),125.0,united liberation,South Asia,India,"One Indian civilian was killed and 40 more were wounded when an improvised explosive device (IED) planted by an unknown number of United Liberation Front of Assam (ULFA) perpetrators detonated in a vegetable market in Hajo, Kamrup District, Assam State, India.  No claim of responsibility was reported.",2007/6/13,1.0,40.0,-9,India,South Asia
105,Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J),39.0,injuring three,South Asia,Nepal,"55 suspected Janatantrik Terai Mukti Morcha - Jwala Singh (JTMM-J) stormed a police post in Chetnagar, Saptari, Nepal, injuring three policemen.  The police claim that six of the attackers were killed in the encounter. The motive behind the attack is unknown.",2007/4/17,6.0,3.0,0,Nepal,South Asia
35,Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J),30.0,finally released,South Asia,Nepal,"Eleven people were kidnapped in Rajbiraj, Nepal and then transported by the militant group to another city in Nepal and finally released unharmed. The suspected perpetrator group is the Janatantrik Terai Mukti Morcha.  No claim of responsibility was reported.",2007/2/4,0.0,10.0,0,Nepal,South Asia
293,Janatantrik Terai Mukti Morcha- Jwala Singh (JTMM-J),13.0,strike imposed,South Asia,Nepal,"One person was killed and another wounded when activists from Janatantrik Terai Mukti Morcha - Jwala Singh  (JTMM-J) threw a bomb at a passenger bus in Parwanipur, Bara, Nepal. The bus, which was traveling from Birgunj to Kathmandu, was apparently attacked for defying the strike imposed on the area by JTMM-J. A JTMM-J spokesperson claimed credit for the attack.",2007/9/16,1.0,1.0,1,Nepal,South Asia
263,Janatantrik Terai Mukti Morcha- Goit (JTMM-G),5.0,motive behind,South Asia,Nepal,"Members of Janatantrik Terai Mukti Morcha - Goit (JTMM-G cadres) shot dead Buddhi Bahadur Sunuwar in Buddi, Kapilbastu, Nepal. The district commander for JTMM-G, Azad, claimed responsibility for the shooting on behalf of the group. The motive behind the attack is unknown.",2007/8/10,1.0,0.0,0,Nepal,South Asia
193,Janatantrik Terai Mukti Morcha- Goit (JTMM-G),5.0,took responsibility,South Asia,Nepal,"Janatantrik Terai Mukti Morcha - Goit (JTMM-G) activists abducted and killed Surya Narayan Yadav for allegedly spying on them. JTMM-G's eastern commander, Bikrant, took responsibility for the killing, which took place in Nahara, Siraha, Nepal.",2007/6/10,1.0,0.0,0,Nepal,South Asia
198,Janatantrik Terai Mukti Morcha- Goit (JTMM-G),5.0,jttm ,South Asia,Nepal,"Dasarath Thakur, a Nepali civilian and leader of the Communist Party of Nepal  Maoist (CPN-M) was kidnapped and subsequently killed by an unknown number of Janatantrik Terai Mukti Morcha  Goit (JTTM  Goit) perpetrators carrying small arms in Prasabani, Saptari District, Nepal. JTTM later claimed responsibility for the attack.",2007/6/12,1.0,0.0,0,Nepal,South Asia
