,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
34,Oglaigh na hEireann,14.0,three police,Western Europe,Ireland,"On Friday, on Shaw's Road, in western Belfast, County Antrim/County Down, Northern Ireland, three police officers were wounded when an unidentified militant on a bicycle threw a Russian military style grenade at them. The officers were at the scene of a reported robbery when they were attacked. The blast damaged a road curb and shops nearby. Oglaigh na hEireann claimed responsibility for the attack in a call to the Belfast Telegraph.",2010/11/5,0.0,3.0,1,United Kingdom,Western Europe
13,Conspiracy of Cells of Fire,8.0,several retail,Western Europe,Greece,"On Thursday night at about 2215, in Athens, Greece, a bomb exploded at the Korydallos Prison, injuring one civilian woman and damaging the prison, a nearby apartment building and several retail shops. The bomb contained 26 pounds of explosive and was detonated by a timer. Conspiracy of Fire Nuclei claimed responsibility.",2010/5/13,0.0,1.0,1,Greece,Western Europe
3,Real Irish Republican Army (RIRA),8.0,north frederick,Western Europe,Ireland,"On Wednesday evening at about 2125, in Dublin, Dublin, Ireland, unknown assailants set fire to the Happy Hippy shop on North Frederick Street. The store suffered minor damage and one civilian was injured. No group claimed responsibility but the Real Irish Republican Army (RIRA) is suspected.",2010/2/17,0.0,1.0,1,Ireland,Western Europe
21,Conspiracy of Cells of Fire,8.0,improvised explosive,Western Europe,Greece,"On Monday, in Athens, Greece, Greece, in one of 13 related attacks, an employee of a civilian courier company was injured when an improvised explosive device that was hidden inside a package exploded. The package was addressed to the Mexican embassy in Athens. Several other parcel bombs were found addressed to other embassies in Athens earlier in the day. No damage was reported and the Conspiracy of Fire Nuclei claimed responsibility for the bombing. Thirteen of the group's members were arrested in connection with the attacks.",2010/11/1,0.0,1.0,1,Greece,Western Europe
14,Conspiracy of Cells of Fire,8.0,local bar,Western Europe,Greece,"On Friday afternoon, in Thessaloniki, Greece, a bomb exploded inside a bathroom in the main court building injuring, injuring one court employee, Manolis Lampsidis, head of the local bar association, and damaging the courthouse. Conspiracy of Fire Nuclei claimed responsibility.",2010/5/14,0.0,1.0,1,Greece,Western Europe
10,Real Irish Republican Army (RIRA),8.0,six miles,Western Europe,Ireland,"On Monday night at 0024, in Hollywood, six miles northeast of Belfast, Northern Ireland, Real Irish Republican Army (RIRA) militants detonated a vehicle borne improvised explosive device against the Palace barracks, injuring one civilian. According to reports, the bomb was placed inside of a stolen taxi, which was then left outside of the target building. This was one of two related attacks in northern Belfast between 04/11/2010 and 04/12/2010. RIRA both issued a threat prior to the blast, then claimed the attack in a phone call to the British Broadcasting Corporation.",2010/4/12,0.0,1.0,1,United Kingdom,Western Europe
38,Informal Anarchist Federation,5.0,northern league,Western Europe,Italy,"On Wednesday night, in Lombardy, Varese, Italy, two small improvised explosive devices detonated outside the political headquarters of the Northern League party. The building and some furniture were damaged but there were no casualties reported. No group claimed responsibility but Informal Anarchic Federation militants were suspected to have carried out the attack.",2010/12/29,0.0,0.0,1,Italy,Western Europe
1,Irish Republican Extremists,5.0,widely believed,Western Europe,Ireland,"On Wednesday morning. in Belfast, Northern Ireland, assailants threw a grenade at a police station, damaging the police station but causing no casualties. No group claimed responsibility, but it was widely believed that dissident republicans were responsible.",2010/2/3,0.0,0.0,1,United Kingdom,Western Europe
19,Irish Republican Extremists,5.0,drumalane park,Western Europe,Ireland,"On Saturday night around 2300, in the Drumalane Park area of Newry, County Armagh, Northern Ireland, unidentified militants in a silver Renault Megane threw a petrol bomb into the red Renault Laguna car of Damian McKevitt, an independent member of the District Policing Partnership, destroying the car. No casualties were reported and no group claimed responsibility, although dissident republicans were thought to be responsible.",2010/8/14,0.0,0.0,1,United Kingdom,Western Europe
17,Oglaigh na hEireann,5.0,oglaigh na,Western Europe,Ireland,"On Tuesday night around 0320, in Derry, County Londonderry, Northern Ireland, two masked gunmen claiming to be members of Oglaigh na h'Eireann hijacked a taxi and forced its driver to drive a bomb to Strand Road police station. The car bomb exploded damaging the police station's perimeter wall and destroying a number of nearby businesses. No casualties were reported.",2010/8/3,0.0,0.0,1,United Kingdom,Western Europe
