,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
401,Communist Party of India - Maoist (CPI-Maoist),1000.0,least 115,South Asia,India,"On Friday night around 0130, near Jhargram, Midnapore, West Bengal, India, the Calcutta-Mumbai Express passenger train derailed and was hit by a cargo train. At least 115 people were killed and more than 140 were injured. Officials disagreed on the cause of the derailment, with some saying it was caused by an explosion but others blaming sabotaged rail lines. No group claimed responsibility, but a Communist Party of India-Maoist (CPI-M) faction was blamed for the attack. According to police, Umakangta Mahato and Bapi Mahato of the Peoples Committee Against Police Atrocities (PCPA) sabotaged the train track which caused the train to derail. The CPI-Maoists denied being involved with the incident. On 08/27/2010, Umakangta Mahato was killed in a clash with security forces in Lodhashuli in Jhargram.",2010/5/28,115.0,140.0,1,India,South Asia
501,Tehrik-i-Taliban Pakistan (TTP),880.0,one another,South Asia,Pakistan,"On Friday morning, in Yakaghund village, Mohmand, Federally Administered Tribal Areas, Pakistan, two suicide bombers targeted political offices, just seconds after one another resulting in the death of at least 106 and injuring 115. The attackers detonated their explosives near the office of Rasool Khan, a deputy Mohmand administrator, who escaped unharmed. The blast caused a devastating amount of damage to the office building along with shops and houses nearby and electricity and telephone systems near the blast site also collapsed. The Tehrik-e-Taliban Pakistan (TTP) claimed responsibility.",2010/7/9,106.0,115.0,1,Pakistan,South Asia
619,Tehrik-i-Taliban Pakistan (TTP),805.0,claimed responsibility,South Asia,Pakistan,"On Wednesday evening at about 1900,  in Lahore, Punjab, Pakistan, three back-to-back suicide bombing attacks hit a massive Shiite Muslim procession to mark the anniversary of Hazrat Ali's death, the son-in-law of Prophet Muhammad. The suicide attack killed at least 37 people, wounded over 200 and caused an unknown amount of property damage. The Tehrik-e-Taliban Pakistan (TTP) claimed responsibility saying ""I, Qari Hussain, accept from the Tehrik-e-Taliban Pakistan side the responsibility of the three suicide attacks in Lahore on the Hazrat Ali (Rahmatullah ali hi) day on the Shiite procession on 1st September, 2010,"" according to an audio statement sent to local media. A second group, Sunni radical group Lashkar-e-Jhangvi also claimed responsibility saying the attack was made in revenge over the killing of their leaders by Shiites.",2010/9/1,40.0,200.0,1,Pakistan,South Asia
626,Tehrik-i-Taliban Pakistan (TTP),785.0,suicide bomber,South Asia,Pakistan,"On Friday, in Quetta, Balochistan, Pakistan, a suicide bomber detonated an improvised explosive device targeting a Shiite Muslim rally, killing 65 civilians including one media worker, wounding 150 civilians including six media workers, and causing an unknown amount of property damage. The Tehrik-i-Taliban Pakistan (TTP) and Lashkar i Jhangvi both claimed responsibility.",2010/9/3,66.0,150.0,1,Pakistan,South Asia
418,Taliban,466.0,wounding 87,South Asia,Afghanistan,"On Wednesday evening at 0930, in Arghandab, Kandahar, Afghanistan, a suicide bomber detonated his explosive-laden mini-van at a wedding party, killing at least 40 people and wounding 87 others, including ten children. It was believed that the Taliban was responsible, but they denied any involvement.",2010/6/9,41.0,87.0,-9,Afghanistan,South Asia
229,Communist Party of India - Maoist (CPI-Maoist),415.0,liberation guerrilla,South Asia,India,"On Tuesday, in the Dantewada district of Chhattisgarh, India, Communist Party of India- Maoist (CPI-M) cadres opened fire with small arms and detonated a land mine targeting a Central Reserve Police Force (CRPF) vehicle, killing 76 security personnel, including 15 commandos of the Combat Battalion for Resolute Action (Cobra) force. The Maoists claimed responsibility and admitted to losing eight of its cadres in the attack. Godsa Usendi, spokesman of the outfit's Dandakaranya special zone committee, stated that about two companies (300 men) of People's Liberation Guerrilla Army (PLGA) participated in the operation. He also claimed that the attack, which they had planned for five to six months, had three objectives: crippling Operation Green Hunt, avenging the killing of top leaders in fake encounters, and saving the people of Bastar region.",2010/4/6,82.0,0.0,1,India,South Asia
152,Taliban,351.0,fifth explosion,South Asia,Afghanistan,"On Saturday evening at 1930, in Kandahar, Kandahar, Afghanistan, in the first of five related attacks, assailants detonated a Mazda truck filled with 700 kilos of explosives. Minutes later, a second suicide bomber detonated on the road in front of the prison. Seven women and three children were killed while they were on their way to a wedding hall in the locality and an unspecified number of wedding guests were wounded in the attack. In a second attack, two suicide bombers detonated themselves in front of Kandahar police headquarters, killing 13 policemen. Chief of police, Sardar Mohammad, said that the police were killed after opening fire on a car bomber near the main entrance of the headquarters. In the third attack, assailants attacked the Al-Jadded market targeting a police patrol. No casualty information or damages were reported for this attack. In the fourth attack, assailants detonated a remote-controlled improvised explosive device attached to a motorcycle in front of the Red Mosque outside the residence of the head of the provincial council, Ahmed Wali Karzai. It is unclear whether or not the half brother of the Afghan President was the target of this attack. Karzai escaped unhurt. No casualty information or damages were reported for this attack. The fifth explosion occurred on a road near a Kabul bus stand. No other details were provided on the fifth attack including casualty information or damages. All five attacks were coordinated, occurring within minutes from each other. A total of 35 people were killed and 47 were wounded in the attacks. A total of 42 homes, several shops, the prison, the police headquarters, the Red Mosque and several power lines were damaged in the attack. The Taliban claimed responsibility for the attack, and stated it was a warning to the International Security Assistance Force. A Taliban-linked Web site called the attacks in the south's largest city a ""warning"" to NATO's General Stanley McChrystal, who has said coalition forces will target Kandahar later this year after driving the insurgents from a key stronghold in neighboring Helmand province. Taliban spokesman, Qari Yousaf Ahmadi, told The Associated Press in a telephone interview that the Taliban have started operations due to the operations that General McChrystal will soon begin and that they will not be enough to stop the Taliban.",2010/3/13,35.0,57.0,1,Afghanistan,South Asia
352,Haqqani Network,241.0,taliban took,South Asia,Afghanistan,"A van filled with explosives ran into a NATO convoy during rush hour in Kabul city, Kabul province, Afghanistant.  The vehicle detonated, killing five American soldiers, one Canadian soldier, at least 12 Afghan civilians, and wounding at least 47 more.  The Taliban took responsibility during a phone call; however, it was later confirmed that the Haqqani network was behind the attack.",2010/5/18,19.0,47.0,1,Afghanistan,South Asia
346,Communist Party of India - Maoist (CPI-Maoist),203.0,front portion,South Asia,India,"On Monday afternoon at 1645, Communist Party of India-Maoist (CPI-Maoist) cadres blew up a bus by triggering an improvised explosive device on a road between Gadiras and Bhusaras near Chingavaram village in Dantewada District, Chhattisgarh, India. The explosive device with gelatin sticks was planted on the road. Twenty six civilians and 16 special police officers (SPOs) were killed, and four civilians and two SPOs were injured in the attack. The passenger bus was completely mangled with its front portion squeezed into a steel ball and the road was damaged by the explosion. The Communist Party of India-Maoist (CPI-Maoist) claimed responsibility.",2010/5/17,36.0,6.0,1,India,South Asia
592,Taliban,195.0,taliban claimed,South Asia,Afghanistan,"On Thursday, in an area between Kamirak and Mirmando, in the Sangin district of Helmand province, Afghanistan, around 100 suspected Taliban militants attacked a number of checkpoints belonging to a road construction company, killing 30 security guards and injuring at least 15. No damage was reported and the Taliban claimed responsibility.",2010/8/19,30.0,15.0,-9,Afghanistan,South Asia
