,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
150,Boko Haram,412.0,two related,Middle East & North Africa,Iraq,"On Friday night, in Jos, Plateau, Nigeria, in one of two related attacks, 38 people were killed and 74 others were injured when militants detonated four improvised explosive devices made with dynamite in the Kabong shopping market just minutes apart from one another. No material damage was reported and the militant group Boko Haram claimed responsibility for the attack.",2010/12/24,38.0,74.0,-9,Nigeria,Sub-Saharan Africa
80,Al-Shabaab,405.0,two related,Sub-Saharan Africa,Somalia,"On Sunday night around 2230, in one of two related attacks, at the Kyaddondo rugby grounds in Kampala, Kampala province, Uganda, unidentified assailants detonated two  explosive devices almost simultaneously, targeting a group of civilians watching a World Cup soccer game. The explosion killed 60 people including one American national and several others including Indian, Irish, Ethiopian, Eritrean and Congolese nationals and injured 35 others. The attack caused an unknown amount of property damage to the rugby grounds. The militant group al-Shabaab claimed responsibility for the attack. Although the group claimed the bombing was not a suicide attack, authorities indicate that evidence from the scene suggests that it was. Thirty-six individuals have been charged in connection with the bombings.",2010/7/11,60.0,35.0,-9,Uganda,Sub-Saharan Africa
1,Lord's Resistance Army (LRA),375.0,least 74,Sub-Saharan Africa,Uganda,"On Tuesday, in the village of Kpanga near the Niangara, Orientale, Congo (Kinshasa), assailants burned homes, attacked and killed at least 74 civilians by unknown means and kidnapped an unknown amount of civilians. No group has claimed responsibility for the attack, but the group Lord's Resistance Army (LRA) is thought to be responsible for the attack. The status of the hostages is unknown.",2010/2/2,74.0,0.0,1,Democratic Republic of the Congo,Sub-Saharan Africa
79,Al-Shabaab,188.0,injured 36,Sub-Saharan Africa,Somalia,"On Sunday night around 2230, in a restaurant in the Kabalagala suburb of Kampala, Kampala province, Uganda, in one of two related attacks unidentified assailants detonated an improvised explosive device targeting a group of civilians watching a World Cup soccer game. The explosion killed 15 people and injured 36 others and caused an unknown amount of property damage to the restaurant. The militant group al-Shabaab claimed responsibility for the attack. Although the group claimed the bombing was not a suicide attack, authorities indicate that evidence from the scene suggests that it was.  Thirty-six individuals have been charged in connection with the bombings.",2010/7/11,15.0,36.0,1,Uganda,Sub-Saharan Africa
86,Al-Shabaab,160.0,unidentified armed,Sub-Saharan Africa,Somalia,"On Tuesday, in Mogadishu, Banaadir, Somalia, 31 people including six parliament members were killed when unidentified armed gunmen and one suicide bomber dressed in army uniforms stormed and attacked people in the Muna Hotel; no damage was reported. The militant group al-Shabaab claimed responsibility for the attack.",2010/8/24,32.0,0.0,0,Somalia,Sub-Saharan Africa
153,Boko Haram,133.0,unknown militants,Middle East & North Africa,Iraq,"On Friday, in the Asokoro area of Abuja, Abuja Federal Capital Territory, Nigeria, eleven civilians were killed and 26 others were injured when unknown militants detonated an improvised explosive device that had been placed near a fish fry shop in the Mammy market which was next to the Sani Abacha military barracks. No damage was specified and no group has claimed responsibility, but authorities suspect Boko Haram was responsible for the attack.",2010/12/31,11.0,26.0,-9,Nigeria,Sub-Saharan Africa
20,Lord's Resistance Army (LRA),116.0,ugandan lord,Sub-Saharan Africa,Uganda,"On Sunday, in Agoumar village in Mbomou, Central African Republic, militants killed ten people, injured 22 and kidnapped 50. This incident was part of a series of three related attacks that also targeted the villages of Mboki and Zemio. It is unknown if the attack caused any property damage. The status of the hostages was unknown. No group claimed responsibility, but it was suspected that Ugandan Lords Resistance Army rebels were responsible.",2010/3/21,10.0,22.0,-9,Central African Republic,Sub-Saharan Africa
138,Hizbul al Islam (Somalia),115.0,unknown number,Sub-Saharan Africa,Somalia,"On Saturday morning, in Bur Hakkaba, Bay, Somalia, twenty three people including five militants were killed and an unknown number of people were injured when Hizbul al Islam militants attacked Al Shabaab militants by unknown means. The militant group Hizbul al Islam claimed responsibility for the attack.",2010/12/11,23.0,0.0,-9,Somalia,Sub-Saharan Africa
148,Boko Haram,100.0,victory baptist,Middle East & North Africa,Iraq,"On Friday evening around 1830, in Maiduguri, Borno, Nigeria, in one of three related attacks, five people including a pastor were killed and 25 other people were injured when at least 30 armed militants attacked the Victory Baptist Church with unknown firearms and petrol bombs. No damage was reported and the militant group Boko Haram claimed responsibility for the attack.",2010/12/24,5.0,25.0,-9,Nigeria,Sub-Saharan Africa
133,Hizbul al Islam (Somalia),79.0,eight militants,Sub-Saharan Africa,Somalia,"On Thursday, in Bur Hakkaba, Bay, Somalia, eight militants were killed and 13 others were injured when unidentified militants attacked Al Shabaab militant bases by unknown means. No damage was reported and no group has claimed responsibility, but the militant group Hizbul al Islam was suspected to be responsible for the attack.",2010/12/2,8.0,13.0,-9,Somalia,Sub-Saharan Africa
