,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
472,United Liberation Front of Assam (ULFA),895.0,united liberation,South Asia,India,"On Thursday morning at 1130, the first six of 13 explosions occurred in three different locations in Guwahati, Assam, India. One took place near the Ganeshguri flyover near the high-security capital complex housing the Assembly building in Dispur district. This was followed closely by explosions in the Paltan Bazar and Fancy Bazar.  At least 33 to 41 people were killed, and 235 wounded. Two of the boms included RDX. The bomb in Ganeshguri was allegedly placed in a car. Police suspected that United Liberation Front of Assam or Harkatul Jihad-e-Islami militants were responsible for the blasts. Five people were arrested on 11/07/2008 as being connected to the incident, although no claim of responsibility was made for the incident.",2008/10/30,37.0,235.0,1
41,Taliban,805.0,taliban militia,South Asia,Afghanistan,"A suicide bomber detonated an explosive at a dog fight in the Bagh-e Pol area of Kandahar, which killed approximately 100 people and injured approximately 100 people; the casualties included both men and children. Several police vans were damaged and at least one dog was killed. Authorities are fairly certain that the target of this attack was Abdul Hakim Jan, an anti-Taliban militia leader, who attended the match. Although it was initially suspected that the Taliban carried out this attack, which they adamantly denied, a Taliban splinter group named Jaysh al-Muslimin (Army of the Muslims), led by Mullah Sayed Mohammad, claimed responsibility and seven members of said group were arrested in connection with this attack along with two other suicide attacks in Kandahar.",2008/2/17,101.0,100.0,0
369,Tehrik-i-Taliban Pakistan (TTP),625.0,attacking taliban,South Asia,Pakistan,"On Thursday, at 1430, two Tehrik-e-Taliban Pakistan suicide bombers attacked a weapons manufacturing complex, the Pakistan Ordnance Factory, in the town of Wah near Islamabad, Punjab, Pakistan. The attack killed 62 people and injured over 100 more. The attack was in response to the military operation in Bajaur that has been attacking Taliban militants. A third bomber was detained near the ordnance factory.",2008/8/21,64.0,100.0,1
180,Liberation Tigers of Tamil Eelam (LTTE),345.0,8 police,South Asia,Sri Lanka,"A male suicide bomber, Tamil Tiger rebel from the Liberation Tigers of Tamil Eelam (LTTE) drove his explosive-laden motorcycle into a bus carrying police officers of the riot squad, outside the Sri Sambuddhaloka Vihara temple at Colombo Fort in Colombo, Sri Lanka.  The blast caused the death of 10 people (8 police officers and 2 civilians) and the injury of over 95 people including 62 civilians, 30 police officers and 3 army personnel.  The blast which occurred on Lotus Road, a short distance from the temple, the Hilton Hotel, and the Presidential Secretariat office, damaged nearby buildings and vehicles.  The incident ""occurred just a few hours before the scheduled swearing-in ceremony of the new Chief Minister of the Eastern Province and other councilors.""",2008/5/16,11.0,95.0,1
139,Liberation Tigers of Tamil Eelam (LTTE),345.0,sri lanka,South Asia,Sri Lanka,"On Friday, Liberation Tigers of Tamil Eelam militants set off a bomb inside a Ceylon Transport Board public bus in Piliyandala in Colombo, Western, Sri Lanka. The blast killed 26 people and wounded over 70 others.",2008/4/25,26.0,70.0,1
36,Liberation Tigers of Tamil Eelam (LTTE),345.0,remaining four,South Asia,Sri Lanka,"A suicide bomb was detonated on a train in Colombo, Sri Lanka, killing 11 and injuring nearly 100. While the Tamil Tigers have not claimed responsibility, they are suspected of carrying out the attack. The female suicide bomber detonated herself as a train from the suburb of Ambepussa pulled up at the Fort terminal. Seven of the eleven were immediately killed while the remaining four died at the hospital.",2008/2/3,8.0,100.0,1
42,Taliban,323.0,mullah sayed,South Asia,Afghanistan,"At approximately 2:30 p.m. local time, a suicide car bomber killed 37 civilians in a busy marketplace in an attack that targeted NATO-led Canadian troops in Spin Boldak, Kandahar Province, Afghanistan.  Thirty-eight civilians were injured in this attack along with 3 Canadian soldiers also being injured.  Two entities claimed responsibility for this attack: the Taliban and a Taliban splinter group named Jaish-e-Muslimeen led by Mullah Sayed Mohammad.  Subsequently, 7 members of the latter were arrested in connection with this attack along with 2 other suicide attacks in Kandahar. More than 100 shops were either destroyed or damaged after the explosion caused a fire. Most of the victims were shopkeepers.",2008/2/18,39.0,41.0,1
474,United Liberation Front of Assam (ULFA),297.0,thursday morningat,South Asia,India,"On Thursday morningat 1135, three bombs exploded in a crowded market place in Kokrajhar, Assam, India. These were three of 13 related attacks that took place in Assam within an hour. At least 19 to 21 people were killed and 64 injured during the blasts. The bombs were allegedly placed in cars. Police suspected United Liberation Front of Assam or Harkatul Jihad-e-Islami militants were responsible for the blasts. Five people were arrested on 11/07/2008 for their supposed connection to the incidents, however no claim of responsibility was made for the incident.",2008/10/30,20.0,64.0,1
306,Taliban,235.0,least 15,South Asia,Afghanistan,"On Sunday, 25 people, including four policemen, were killed and 35 others were wounded when a suicide bomber carrying explosives strapped to his body struck a police car with his motorbike in a crowded bazaar in Deh Rawood, Uruzgan province, Afghanistan.  Most of the fatalities were shopkeepers, street vendors and children as the bomb exploded in the center of the crowded bazaar. At least 15 shops were damaged from the blast. No claim of responsibility was made for the incident, although police blamed it on Taliban militants.",2008/7/13,25.0,35.0,1
366,Tehrik-i-Taliban Pakistan (TTP),230.0,suicide bomber,South Asia,Pakistan,"On Tuesday, 27 people were killed and 30 were injured when a suicide bomber blew himself up at a hospital in Dera Ismail Khan, North West Frontier, Pakistan. The Tehrik-e-Taliban Pakistan claimed responsibility for the blast. The attack was in retaliation for the government's actions in Bajaur.",2008/8/19,28.0,30.0,-9
