,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
148,Al-Shabaab,1077.0,six security,Sub-Saharan Africa,Somalia,"Assailants armed with grenades and firearms attacked students at Garissa University College in Garissa city, Garissa county, Kenya. The assailants targeted the Christian and non-Muslim students, executing them and holding them hostage for 13 hours before security forces succeeded in ending the siege. At least 152 people, including 142 students, six security personnel, and all four assailants, were killed and 104 others were injured in the assault. Al-Shabaab claimed responsibility and stated that the attack was carried out in retaliation for Kenya's military involvement in Somalia.",2015/4/2,152.0,104.0,1
293,Al-Shabaab,388.0,shabaab claimed,Sub-Saharan Africa,Somalia,"Assailants attacked an African Union Mission in Somalia (AMISOM) convoy in the outskirts of Burhakaba, Bay Region, Somalia. At least 40 assailants were killed and 60 others were injured in the attack. Al-Shabaab claimed responsibility for the incident.",2015/6/10,40.0,61.0,1
33,Fulani extremists,380.0,least 27,Sub-Saharan Africa,Nigeria,"Assailants opened fire on residents and set fire to buildings in Nwonko village, Taraba state, Nigeria. At least 27 people were killed and 80 others were injured in the assault. No group claimed responsibility; however, sources attributed the attack to Fulani militants.",2015/1/30,27.0,80.0,1
88,Al-Shabaab,349.0,suicide bomber,Sub-Saharan Africa,Somalia,"An explosives-laden vehicle and a suicide bomber detonated at the Central Hotel in Mogadishu city, Banaadir region, Somalia. The explosions were joined with gunfire that targeted ministers and Members of Parliament (MP) present at the hotel. At least 28 people were killed, including six assailants, and 58 people were injured in the attack. Al-Shabaab claimed responsibility for the incident and stated that Members of Parliament were targeted for allowing the involvement of foreign forces in Somalia.",2015/2/20,34.0,58.0,1
160,Allied Democratic Forces (ADF),119.0,north kivu,Sub-Saharan Africa,Uganda,"Assailants attacked farmers in Matiba village, Mbau area, North Kivu region, Democratic Republic of the Congo. At least 19 people were killed, nine of which were beheaded, in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Allied Democratic Forces (ADF).",2015/4/15,19.0,8.0,0
125,Fulani extremists,102.0,least five,Sub-Saharan Africa,Nigeria,"Assailants attacked residents of Ananum village, Taraba state, Nigeria. At least five people were killed and over 24 others were injured. No group claimed responsibility for the incident; however, sources suspected the involvement of Fulani militants.",2015/3/21,5.0,24.0,1
4,Fulani extremists,95.0,least 15,Sub-Saharan Africa,Nigeria,"Assailants opened fire on residents and set fire to buildings in Ambe Madaki village, Kaduna state, Nigeria. At least 15 people were killed and five others were injured in the attack. No group claimed responsibility; however, sources attributed the incident to Fulani militants.",2015/1/2,15.0,5.0,1
44,Allied Democratic Forces (ADF),85.0,north kivu,Sub-Saharan Africa,Uganda,"Assailants attacked farmers in Mayangose Kibidiwe village, North Kivu province, Democratic Republic of the Congo. At least 16 people were killed in the attack. No group claimed responsibility; however, sources attributed the incident to the Allied Democratic Forces (ADF).",2015/2/4,16.0,0.0,1
444,Allied Democratic Forces (ADF),77.0,north kivu,Sub-Saharan Africa,Uganda,"Assailants attacked a military base in Mamove village, Beni territory, North Kivu province, Democratic Republic of the Congo. At least seven soldiers, two civilians, and four assailants were killed, and four soldiers were injured were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Allied Democratic Forces (ADF).",2015/9/10,13.0,4.0,0
153,Democratic Front for the Liberation of Rwanda (FDLR),42.0,least three,Sub-Saharan Africa,Rwanda,"Assailants fired three rockets that detonated near an Armed Forces of the Democratic Republic of the Congo (FARDC) vehicle in Kamuronza village, North Kivu province, Democratic Republic of the Congo. At least three soldiers were killed and nine others were injured in the blasts. No group claimed responsibility; however, sources attributed the attack to the Democratic Front for the Liberation of Rwanda (FDLR).",2015/4/6,3.0,9.0,0
222,Janjaweed,41.0,south darfur,Sub-Saharan Africa,Sudan,"Assailants attacked a village in East Jebel Marrah area, South Darfur state, Sudan. This is one of four related attacks carried out between May 7 and May 9, 2015, and one of three attacks with related casualties. Three people were killed, seven people were injured, and an unknown number of people were abducted across the three attacks. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Janjaweed.",2015/5/8,3.0,7.0,1
78,Janjaweed,40.0,north darfur,Sub-Saharan Africa,Sudan,"Assailants attacked pastors in Sani area, North Darfur state, Sudan. Five civilians were killed and five were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Janjaweed.",2015/2/12,5.0,5.0,0
422,Democratic Front for the Liberation of Rwanda (FDLR),35.0,republican guard,Sub-Saharan Africa,Rwanda,"Assailants opened fire on a Republican Guard convoy with rockets and firearms in Rugari, North Kivu province, Democratic Republic of the Congo. At least six soldiers were killed in the assault. No group claimed responsibility; however, sources suspected that the attack was carried out by the Democratic Front for the Liberation of Rwanda (FDLR).",2015/8/31,6.0,0.0,1
608,Democratic Front for the Liberation of Rwanda (FDLR),30.0,north kivu,Sub-Saharan Africa,Rwanda,"Assailants attacked Beleusa village, Rutshuru territory, North Kivu province, Democratic Republic of the Congo. Five civilians were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Democratic Liberation Forces of Rwanda (FDLR).",2015/12/22,5.0,0.0,1
287,Janjaweed,23.0,south darfur,Sub-Saharan Africa,Sudan,"Assailants attacked a group of displaced people in Otash Camp area, Nyala town, South Darfur state, Sudan. One civilian was killed and six others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the incident to the Janjaweed.",2015/5/28,1.0,6.0,0
