,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
3,White extremists,45.0,least nine,North America,United States,"An assailant opened fire on parishioners at Emanuel African Methodist Episcopal Church in Charleston, South Carolina, United States. At least nine people were killed in the attack. An individual, identified as Dylann Roof, claimed responsibility for the incident.",2015/6/17,9.0,0.0,-9
6,Anti-Immigrant extremists,23.0,vastra gotaland,North America,United States,"An assailant armed with a sword attacked students and teachers at the Kronan School in Trollhattan, Vastra Gotaland county, Sweden. At least four people, including two teachers, one student, and the assailant, were killed and another student was wounded in the incident. The assailant, identified as Anton Lundin-Pettersson, claimed responsibility for the attack and stated that he was opposed to the immigration policies in Sweden.",2015/10/22,4.0,1.0,0
2,Anti-Muslim extremists,15.0,yusor mohammad,North America,United States,"An assailant opened fire on Deah Shaddy Barakat, Yusor Mohammad Abu-Salha, and Razan Mohammad Abu-Salha at their residence in Chapel Hill, North Carolina, United States. The three family members were killed in the assault. No group claimed responsibility; however, authorities arrested and indicted Craig Stephen Hicks for the triple homicide. Sources were unsure whether the assailant was motivated by Islamophobic feelings or if the attack was the result of a parking dispute.",2015/2/10,3.0,0.0,0
5,Anti-Immigrant extremists,15.0,refugee mayoral,North America,United States,"An assailant stabbed Henriette Reker in Cologne city, North Rhine-Westphalia state, Germany. Reker, a pro-refugee mayoral candidate, and four others were injured in the attack. An individual claimed responsibility for the incident, and stated that he carried out the attack ""because of anti-foreigner motives.""",2015/10/17,0.0,5.0,0
0,Anti-Muslim extremists,5.0,assailant set,North America,United States,"An assailant set fire to the Hudavendigar Mosque in Plovdiv city, Plovdiv province, Bulgaria. There were no casualties in the incident, but the mosque sustained damage. Police later arrested Viktor Alexandrov, who confessed to the attack.",2015/1/5,0.0,0.0,1
1,Anti-Immigrant extremists,5.0,stop iraqi,North America,United States,"An assailant set fire to a refugee hostel in Escheburg city, Schleswig-Holstein state, Germany. There were no reported casualties in the attack. An unidentified individual claimed responsibility for the incident and stated that he carried out the attack in order to stop Iraqi refugees from moving into the targeted refugee hostel.",2015/2/9,0.0,0.0,1
23,Anti-Muslim extremists,5.0,group claimed,North America,United States,"Assailants set fire to Jubba Cafe, a restaurant owned by a Somali-Muslim, in Grand Forks, North Dakota, United States. There were no reported casualties in the attack, but the building was damaged in the blaze. No group claimed responsibility for the incident; however, sources attributed the attack to an individual identified as Matthew Gust.",2015/12/8,0.0,0.0,1
21,White extremists,5.0,assailants threw,North America,United States,"Assailants threw firebombs at the front doors of a mosque in Elne, Languedoc-Roussillon, France. There were no casualties in the attack, but the mosque was damaged by the fire. White supremacists claimed responsibility for the incident and sources noted that graffiti with the words ""white power"" and an Islamophobic slogan were written on the walls of the targeted mosque.",2015/11/26,0.0,0.0,1
17,Left-wing extremists,5.0,assailants set,North America,United States,"Assailants set fire to railway infrastructure in Bologna city, Emilia-Romagna region, Italy. No casualties were reported in the attack, but railway cables were damaged in the blaze. Left-Wing Extremists claimed responsibility for the incident and stated, ""8-11, let's sabotage a world of racists and of frontiers.""",2015/11/8,0.0,0.0,1
11,Pagan Sect of the Mountain,5.0,nine coordinated,North America,Mexico,"An explosive device detonated on a Mexibus passenger bus in Ecatepec neighborhood, Mexico City, Mexico. There were no reported casualties in the blast. This was one of nine coordinated attacks on state-run buses in Mexico city on this day. Pagan Sect of the Mountain claimed responsibility for the incident and demanded a halt to the destruction of nature.",2015/10/31,0.0,0.0,1
10,Pagan Sect of the Mountain,5.0,nine coordinated,North America,Mexico,"An explosive device detonated on a Mexibus passenger bus in Ecatepec neighborhood, Mexico City, Mexico. There were no reported casualties in the blast. This was one of nine coordinated attacks on state-run buses in Mexico city on this day. Pagan Sect of the Mountain claimed responsibility for the incident and demanded a halt to the destruction of nature.",2015/10/31,0.0,0.0,1
9,Pagan Sect of the Mountain,5.0,nine coordinated,North America,Mexico,"An explosive device detonated on a Mexibus passenger bus in Ecatepec neighborhood, Mexico City, Mexico. There were no reported casualties in the blast. This was one of nine coordinated attacks on state-run buses in Mexico city on this day. Pagan Sect of the Mountain claimed responsibility for the incident and demanded a halt to the destruction of nature.",2015/10/31,0.0,0.0,1
