,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
150,Tehrik-i-Taliban Pakistan (TTP),683.0,laden car,South Asia,Pakistan,"An explosives-laden car detonated in Abbas Town district, Karachi city, Sindh province, Pakistan. The explosion targeted a Shiite mosque, killing at least 45 people and injuring more than 150 people. No group claimed responsibility for the attack; however, authorities arrested members of both Tehrik-i-Taliban Pakistan (TTP) and Lashkar-e-Jhangvi for their involvement in the incident.",2013/3/3,45.0,151.0,1
234,Taliban,555.0,least 53,South Asia,Afghanistan,"Nine assailants dressed as soldiers attacked a courthouse complex where several Taliban members were standing trial in Farah city, Farah province, Afghanistan. At least one suicide bomber detonated an explosives-laden vehicle at the entrance to the complex, while the remaining assailants entered the various buildings and began firing and throwing grenades. At least 53 people were killed in the attack and approximately 95 others were injured; the casualties included civilians and security personnel. All of the assailants died in the return fire. The Taliban claimed responsibility for the incident.",2013/4/3,53.0,95.0,1
855,Taliban,505.0,four nds,South Asia,Afghanistan,"Six assailants attacked the National Directorate of Security (NDS) building in Maidan Shar city, Wardak province, Afghanistan. The first assailant detonated an explosives-laden vehicle near the entrance of the building, allowing the remaining five to enter and open fire on the people inside. Four NDS workers were killed and approximately 150 NDS workers and civilians were injured. The remaining five assailants were also killed in the attack. The Taliban claimed responsibility for the incident.",2013/9/8,10.0,150.0,1
783,Taliban,481.0,taliban claimed,South Asia,Afghanistan,"Assailants attacked a Public Protection Police Force (PPPF) convoy in Gulistan district, Farah province, Afghanistan. A clash ensued, during which at least 12 police officers and 70 assailants were killed. At least 22 police officers were also injured in the attack. The Taliban claimed responsibility for the incident.",2013/8/18,82.0,22.0,1
281,Muslim extremists,411.0,approximately 264,South Asia,Afghanistan,"An explosive device consisting of a pressure cooker, nails, BBs, and a detonator fashioned from the remote control of a toy car went off near the finish line of the Boston Marathon on Boylston Street in the Back Bay neighborhood of Boston, Massachusetts, United States. This was the second of two similar bombs that detonated approximately 12 seconds and 100 yards apart. The detonation of second device, which was located near Forum Restaurant, killed spectators Martin Richard and Lingzi Lu. Approximately 264 others were wounded in the two attacks. The alleged assailants of the blasts were later identified as Tamerlan and Dzhokhar Tsarnaev, brothers who immigrated to the United States from Russia in 2002 and 2003. On April 19, 2013, as part of an attempt to flee the Boston area, the assailants were involved in a shootout with police that resulted in the death of Tamerlan Tsarnaev. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the attack, including one for the use of a weapon of mass destruction. Tsarnaev was ultimately found guilty on all counts, and sentenced to the death penalty on June 24, 2015.",2013/4/15,2.0,132.0,1
280,Muslim extremists,406.0,approximately 264,South Asia,Afghanistan,"An explosive device consisting of a pressure cooker, nails, BBs, and a detonator fashioned from the remote control of a toy car detonated near the finish line of the Boston Marathon on Boylston Street in the Back Bay neighborhood of Boston, Massachusetts, United States. This was the first of two similar bombs that detonated approximately 12 seconds and 100 yards apart. The detonation of first device, which was located near Marathon Sports, killed spectator Krystle Campbell. Approximately 264 others were wounded in the two attacks. The alleged assailants of the blasts were later identified as Tamerlan and Dzhokhar Tsarnaev, brothers who immigrated to the United States from Russia in 2002 and 2003. On April 19, 2013, as part of an attempt to flee the Boston area, the assailants were involved in a shootout with police that resulted in the death of Tamerlan Tsarnaev. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the attack, including one for the use of a weapon of mass destruction. Tsarnaev was ultimately found guilty on all counts, and sentenced to the death penalty on June 24, 2015.",2013/4/15,1.0,132.0,1
753,Tehrik-i-Taliban Pakistan (TTP),345.0,two coordinated,South Asia,Pakistan,"An assailant detonated an explosive vest outside of a mosque holding the funeral of a police officer in Quetta city, Balochistan province, Pakistan. In addition to the bomber, at leat 38 people were killed and 50 others were wounded in the attack. This was the second of two coordinated attacks. The first attack led to the death of the police officer earlier in the day. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",2013/8/8,39.0,50.0,-9
380,Tehrik-i-Taliban Pakistan (TTP),325.0,secular political,South Asia,Pakistan,"An explosive device attached to a bicycle detonated at a public Jumiat Ulema-e-Islam party (JUI-F) rally in Parachinar city, Federally Administered Tribal Areas, Pakistan. At least 23 people were killed and another 70 were wounded in the attack. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident, stating that Munir Khan Orakzai, a candidate, was the intended target. They stated that Orakzai had committed crimes against Islam by handing over Arab Mujahedeen to the United States (US) and had worked with secular political parties to kill innocent tribesmen.",2013/5/6,23.0,70.0,0
461,Communist Party of India - Maoist (CPI-Maoist),181.0,least two,South Asia,India,"Approximately 100 gunmen ambushed a convoy of Indian Congress Party workers in Darbha town, Chhattisgarh state, India. At least 17 people were killed, including high-level officials Nand Kumar Patel, Mahendra Karma, and Uday Mudliyar. Additionally, 32 people were wounded. At least two people were kidnapped. No information is available with regards to an outcome for the kidnap victims. The Communist Party of India - Maoist (CPI-M) claimed responsibility for the incident, citing its intention to punish Mahendra Karma, the founder of Salwa Judum, for initiating an anti-Maoist movement.",2013/5/25,17.0,32.0,0
786,Muslim extremists,139.0,north sinai,South Asia,Afghanistan,"Assailants attacked two police busses in Rafah town, North Sinai governorate, Egypt. The assailants first opened fire on the vehicles before launching rocket-propelled grenades. At least 25 police officers were killed, and at least three more were wounded. No group claimed responsibility; however, sources attributed the attack to Islamist fundamentalists.",2013/8/19,25.0,3.0,1
23,Communist Party of India - Maoist (CPI-Maoist),117.0,police returned,South Asia,India,"Approximately 200 assailants opened fire on a police patrol in Latehar district, Jharkhand state, India. The police returned fire, leading to an extended firefight. At least 15 people were killed in the attack, including members of the Central Reserve Police Forces (CRPF), the Jharkhand Jaguars, and civilians; another 14 people were injured. Officials attribute the incident to the Communist Party of India - Maoist (CPI-M).",2013/1/7,15.0,14.0,0
