,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
148,Al-Qaida in Iraq,3505.0,rescue workers,Middle East & North Africa,Iraq,"Four coordinated vehicle bombs killed at least 500 and and injured 1500 in the towns of Qahtaniya and Jazeera, Iraq. The blasts targeted minority Yazidis, who speak a dialect of Kurdish and follow a pre-Islamic religion. The exact locations of the explosions within each town were not reported, but rescue workers report that 80 percent of the villages were destroyed or damaged. No group claimed responsibility for the attack, but authorities blamed al Qa'ida in Iraq.",2007/8/14,250.0,750.0,1,Iraq,Middle East & North Africa
150,Al-Qaida in Iraq,3505.0,rescue workers,Middle East & North Africa,Iraq,"Four coordinated vehicle bombs killed at least 500 and and injured 1500 in the towns of Qahtaniya and Jazeera, Iraq. The blasts targeted minority Yazidis, who speak a dialect of Kurdish and follow a pre-Islamic religion. The exact locations of the explosions within each town were not reported, but rescue workers report that 80 percent of the villages were destroyed or damaged. No group claimed responsibility for the attack, but authorities blamed al Qa'ida in Iraq.",2007/8/14,250.0,750.0,1,Iraq,Middle East & North Africa
57,Al-Qaida in Iraq,1084.0,car bomb,Middle East & North Africa,Iraq,"At least 127 people died and 148 were wounded when a car bomb exploded in Sadriyah market in Baghdad, Iraq where buses were picking up passengers. The U.S. military suspects that al-Qaida in Iraq was responsible for the attack that also damaged local shops and vehicles in the area.  No claim of responsibility was reported.",2007/4/18,127.0,148.0,1,Iraq,Middle East & North Africa
47,Al-Qaida in the Islamic Maghreb (AQIM),635.0,two suicide,Western Europe,Spain,"Two suicide blasts in Algeria, one heavily damaging the Prime Minister's Office in the country's capital and the other hitting a suburban police station, killed at least 24 people.  Al-qa'ida claimed responsibility for the attack",2007/4/11,30.0,160.0,1,Algeria,Middle East & North Africa
209,Al-Qaida in the Islamic Maghreb (AQIM),635.0,al qa,Western Europe,Spain,"A car bomb was detonated outside the Supreme Court of Algiers, Algeria, as a bus packed with university students was passing by. Sixty-seven people were killed in the blast, among them Chinese workers, and more than 100 were injured. Earlier, another car bomb was detonated in a U.N. office in the same city. Al Qa ida is suspected for being responsible for these attacks.",2007/12/11,67.0,100.0,0,Algeria,Middle East & North Africa
162,Al-Qaida in the Islamic Maghreb (AQIM),302.0,bomber prematurely,Western Europe,Spain,"An Al-Qa ida suicide bomber struck a crowd of people awaiting Algerian President Abdelaziz Bouteflika in Batna, Algeria. The bomber killed 16 and at least wounded 74 others. The bomber prematurely exploded his device as police became suspicious of the man.",2007/9/6,16.0,74.0,-9,Algeria,Middle East & North Africa
104,Hamas (Islamic Resistance Movement),140.0,gaza strip,Middle East & North Africa,Egypt,"Ten Palestinian security officers were killed and 30 more were wounded when 200 HAMAS perpetrators stormed and seized the Palestinian Authority Security Headquarters for northern Gaza using small arms (automatic weapons), mortars, and rocket-propelled grenades (RPGs) in Gaza City, Gaza Strip (Occupied Territories), Palestine.  No claim of responsibility was reported.",2007/6/12,10.0,30.0,-9,West Bank and Gaza Strip,Middle East & North Africa
65,Hamas (Islamic Resistance Movement),105.0,idf allegedly,Middle East & North Africa,Egypt,"Hamas gunmen attacked a Paletinian Presidential Guards training camp near the Karni crossing, Israel.  Eight people were killed and 20 people injured in the attack.  The attack was in response to alleged claims that IDF soldiers assisted Presidential Guard officers.  The IDF allegedly allowed a number of Fatah affiliated security officers to enter its territory to escape from a Hamas attack.  Hamas attackers used mortars and automatic weapons when they attacked the post.  All of those killed were members of the Presidential Guard.",2007/5/14,9.0,20.0,-9,West Bank and Gaza Strip,Middle East & North Africa
1,Hamas (Islamic Resistance Movement),61.0,three officers,Middle East & North Africa,Egypt,"Three officers of the Fatah- dominated Preventative Security Force were shot dead when members of Hamas's Executive Force opened fire at their vehicle in the southern city of Khan Yunis, Gaza. Ten people were also kidnapped in the confrontations; their fate was unknown.",2007/1/3,5.0,12.0,0,West Bank and Gaza Strip,Middle East & North Africa
141,Algerian Islamic Extremists,37.0,national road,Western Europe,France,"Unknown perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, remotely detonated a bomb targeting a military convoy passing through Bouchakour, Algeria, on National Road 168.  One soldier was killed and nine others were wounded by the blast.  The victim's vehicle was damaged as well.",2007/7/23,1.0,9.0,1,Algeria,Middle East & North Africa
