,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
18,Corsican National Liberation Front (FLNC),11.0,one claimed,Western Europe,France,"A bomb exploded outside police barracks in Ajaccio, Corsica. Two people were injured.  Though no one claimed responsibility, officials suspect Corsican separatist groups.",2007/12/23,0.0,2.0,1,France,Western Europe
7,Basque Fatherland and Freedom (ETA),11.0,two police,Western Europe,Spain,"A car bomb exploded outside police barracks in Durango, Spain. Two police officers were slightly injured. Though no one claimed responsibility, authorities suspect the Basque separatist group, ETA.",2007/8/24,0.0,2.0,1,Spain,Western Europe
15,Basque Fatherland and Freedom (ETA),10.0,euskadi ta,Western Europe,Spain,"Euskadi ta Askatasuna (ETA) claimed responsibility for the assassination of two Spanish civil guardsmen in southwest France on December 1st, in a communiqué sent to the Basque Daily fourteen days later.",2007/12/1,2.0,0.0,0,France,Western Europe
6,Basque Fatherland and Freedom (ETA),9.0,basque separatist,Western Europe,Spain,"Three individuals, consisting of a couple and their child, were kidnapped in Messanges, Aquitaine, France. The perpetrators intended to use their vehicle in a car-bomb attack.  Authorities suspect the Basque separatist group, ETA.",2007/8/24,0.0,3.0,0,France,Western Europe
4,Corsican National Liberation Front (FLNC),8.0,bomb exploded,Western Europe,France,"A bomb exploded outside a tax office in Bastia, Corsica.  One man was injured.  No one claimed responsibility.  Officials suspect Corsican separatists.",2007/4/21,0.0,1.0,1,France,Western Europe
17,Corsican National Liberation Front (FLNC),8.0,government equipment,Western Europe,France,"A bomb exploded outside the offices of a government equipment department in Ajaccio, Corsica.  One person was injured.  Though no one claimed responsibility, authorities suspect Corsican separatists.",2007/12/20,0.0,1.0,1,France,Western Europe
12,Real Irish Republican Army (RIRA),5.0,police suspected,Western Europe,Ireland,"An off-duty Catholic police officer was shot while dropping his son off at school in Derry, Northern Ireland. No group claimed responsibility for the attack but police suspected 'dissident IRA terrorists'. The officer was wounded in the attack.",2007/11/8,1.0,0.0,0,United Kingdom,Western Europe
14,Real Irish Republican Army (RIRA),3.0,duty police,Western Europe,Ireland,"Suspected members of the Real Irish Republican Army (RIRA) shot and wounded an off-duty police officer in Dungannon, Northern Ireland.",2007/11/12,0.0,1.0,0,United Kingdom,Western Europe
0,Oglaigh na hEireann,2.0,bomb disposal,Western Europe,Ireland,"A live mortar and launching tube were found near the railway line between Lurgan and Moira in County Armagh, Northern Ireland. The mortar was removed by bomb disposal experts, and did not detonate. Authorities suspect dissident group Óglaigh na hÉireann (ONH) was responsible.",2007/4/5,0.0,0.0,0,United Kingdom,Western Europe
13,Dissident Republicans,2.0,poppy day,Western Europe,Ireland,"An explosive device was detonated in Newry, Northern Ireland, during Poppy Day celebrations. There were no injuries and authorities blamed the blast on dissident republicans.",2007/11/11,0.0,0.0,0,United Kingdom,Western Europe
1,Oglaigh na hEireann,2.0,sion mills,Western Europe,Ireland,"Nine houses were evacuated while experts disarmed a viable bomb in the Primrose Park are of Sion Mills, County Tyrone, Northern Ireland. The bomb did not detonate, causing no damage or casualties. The dissident group Óglaigh na hÉireann claimed responsibility for the attack, and authorities believe it is linked to a similar attack the following day in the same area.",2007/4/8,0.0,0.0,0,United Kingdom,Western Europe
2,Oglaigh na hEireann,2.0,district policing,Western Europe,Ireland,"A ""viable"" bomb was planted in the garden of a former member of the District Policing Partnership, Mary McCrae. Bomb disposal experts made the device safe before it detonated. No group claimed responsibility for the attack, but authorities suspect it is linked to a similar attack the previous day, for which the dissident group Óglaigh na hÉireann admitted responsibility.",2007/4/9,0.0,0.0,0,United Kingdom,Western Europe
