,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
93,Revolutionary Armed Forces of Colombia (FARC),58.0,revolutionary armed,South America,Colombia,"A bomb exploded outside of the police station in Orito in Putumayo, Colombia.  The explosion killed two and wounded 16 more.  It is suspected that the Revolutionary Armed Forces of Colombia (FARC) was involved.  No claim of responsibility was made.  No additional details on the explosive were given.",2011/12/30,2.0,16.0,0,Colombia,South America
80,Revolutionary Armed Forces of Colombia (FARC),35.0,three police,South America,Colombia,"An explosive device detonated at the entrance to the courthouse in Toribio city, Cauca Department, Colombia.  The area was full of people, given that it was market day.  Ten people were injured in the explosion, including mayor Carlos Alberto Banguero, three police officers, and six civilians.  No group claimed responsibility for the incident; however, authorities suspect that the attack was perpetrated by Revolutionary Armed Forces of Colombia (FARC).",2011/11/12,0.0,10.0,1,Colombia,South America
56,Revolutionary Armed Forces of Colombia (FARC),25.0,jaime viveros,South America,Colombia,"On Saturday, in the village of La Vuelta in Buenos Aires, Cauca, Colombia, suspected militants from the 30th Front of the Revolutionary Armed Forces of Colombia (FARC) took hostage five civilians who were members of a local community counsel; identified as José Elder Viveros Delgado, Gueimar Alexis Viveros Delgado, José Eimer Viveros Delgado, Jaime Viveros Delgado, and Rómulo Viveros. The hostages were later killed on 05/11/2011. No group claimed responsibility for the attack.",2011/5/7,5.0,0.0,0,Colombia,South America
8,Paraguayan People's Army (EPP),17.0,sunday night,South America,Paraguay,"On Sunday night shortly after 2300, in Horqueta, Concepcion, Paraguay, suspected militants from the Paraguayan's People Army (EPP) detonated a high intensity improvised explosive device, composed of several pieces of steel rods and detonated by remote control. The bomb was placed in front of the Horqueta Police Station and was concealed in a backpack. Four police officers were wounded and a police truck was destroyed in the attack. No group has claimed responsibility; however, authorities believe that the EPP was responsible.",2011/1/16,0.0,4.0,1,Paraguay,South America
57,National Liberation Army of Colombia (ELN),8.0,national liberation,South America,Colombia,"On Saturday night at 2445, in the town of Sucre, Cauca, Colombia, an unspecified number of militants from the National Liberation Army (ELN) attacked the hospital and 10 homes with grenades and mortar rounds. The hospital's emergency room and laboratories and 10 civilian homes were completely destroyed and one civilian was reported injured. No group claimed responsibility; however, authorities attributed the attack to the ELN.",2011/5/7,0.0,1.0,1,Colombia,South America
15,National Liberation Army of Colombia (ELN),8.0,targeting security,South America,Colombia,"On Wednesday, in the rural area of Samaniego, Nariño, Colombia, body parts of a militant from the National Liberation Army (ELN) were distributed throughout the area where he attempted to plant a land mine, which authorities claim was targeting security forces and the civilian public. The other militant who took part in the attempted bombing was injured but left the area soon afterwards. The militant who died was known as Leo and was considered an important bomb-maker for the Mono Sergio Front of the ELN. No property damage was reported and no group has claimed responsibility.",2011/2/2,1.0,1.0,-9,Colombia,South America
5,Paraguayan People's Army (EPP),5.0,improvised explosive,South America,Paraguay,"On Wednesday, at the Television Cerro Cora - Channel Nine, at the Carlos Antonio Lopez plaza in the Sajonia area of Asuncion, Central, Paraguay, in one of two related attacks, an improvised explosive device was detonated. The explosion caused a hole in one of the beams of the television station but resulted in no casualties. No group has claimed responsibility, although authorities believe that the Paraguayan People's Army was responsible.",2011/1/12,0.0,0.0,1,Paraguay,South America
29,National Liberation Army of Colombia (ELN),5.0,national liberation,South America,Colombia,"On Sunday, in the rural area of Balalaica, Santa Cruz de Guachavez, Nariño, Colombia, several heavily armed militants from the National Liberation Army (ELN) set two public service buses belonging to TransNeira company on fire after forcing the drivers and passengers to abandon the vehicles. No casualties were reported and no group claimed responsibility for the arson attack, although the ELN was suspected to be responsible.",2011/3/13,0.0,0.0,1,Colombia,South America
4,Paraguayan People's Army (EPP),2.0,police later,South America,Paraguay,"On Wednesday, at the Carlos Antonio Lopez plaza in the Sajonia area of Asuncion, Central, Paraguay in one of two related attacks, an improvised explosive device (IED) was placed in a garbage can by unknown militants. Police later discovered and safely defused the IED, preventing any casualties or property damage from taking place. No group has claimed responsibility, although authorities believe that the Paraguayan People's Army was responsible.",2011/1/12,0.0,0.0,0,Paraguay,South America
0,Revolutionary Armed Forces of Colombia (FARC),8.0,tuesday evening,South America,Colombia,"On Tuesday evening shortly after 2140, at the corner of 50th and 19th Streets in the Alamos Norte neighborhood in Neiva, Huila, Colombia, suspected Revolutionary Armed Forces of Colombia militants threw a grenade at a police officer's residence while they were riding a motorcycle. The police officer was not injured but his seven year old son was wounded from the attack which damaged the house and six nearby buildings. No group claimed responsibility.",2011/1/4,0.0,1.0,1,Colombia,South America
1,Revolutionary Armed Forces of Colombia (FARC),5.0,revolutionary armed,South America,Colombia,"On Thursday morning, outside the office of rancher Carlos Cabrera in the city of Neiva, Huila, Colombia, guerrillas from the Revolutionary Armed Forces of Colombia (FARC), detonated a large improvised explosive device of about 20 kilograms. No casualties were reported, but the office and at least 50 nearby residences were damaged in the blast. No group has claimed responsibility for the attack.",2011/1/6,0.0,0.0,1,Colombia,South America
2,Revolutionary Armed Forces of Colombia (FARC),2.0,revolutionary armed,South America,Colombia,"On Sunday, near Caño Limón, Arauca city, Arauca, Colombia, six improvised explosive devices (IEDs) composed of two bars of Pentolite and 50 meters of detonating cord were planted at an electricity tower at the Caño Limón - Coveñas oil refinery. No casualties or property damage resulted as the IEDs were later safely defused by police. No group has claimed responsibility, although authorities suspected the Revolutionary Armed Forces of Colombia was responsible for the attack in order to disrupt operations at the Caño Limón - Coveñas oil refinery.",2011/1/9,0.0,0.0,0,Colombia,South America
