,eventid,iyear,country,country_txt,region,region_txt,summary,motive,addnotes,scite1,scite2,scite3
4377,200804200005,2008,95,Iraq,10,Middle East & North Africa,"4/20/2008:  Two civilians were killed and 14 others wounded when two mortar shells hit in the Kadhemiyah neighborhood north Baghdad, Iraq around 1700.  There were no claims of responsibility.",The specific motive for the attack is unknown.,,"Laith Hammoudi, ""Round-up of Daily Violence in Iraq - Sunday 20 April 2008,"" McClatchy Newspapers, http://www.mcclatchydc.com/212/story/34297.html.",,
4378,200804200006,2008,92,India,6,South Asia,"04/20/2008: On Sunday, 20 Communist Party of India-Maoist (CPI-Maoist) militants hacked to death two members of Salwa Judum, an anti-Maoist civilian resistance movement backed by the government, with sharp-edged weapons after abducting them earlier in the day in the Gayatapara village of Bijapur district, Chhattisgarh province, India. No claim of responsibility was made for the incident.",The specific motive for the attack is unknown or was not reported.,,"South Asia Terrorism Portal, ""Two Salwa Judum Members Killed in Chhattisgarh,"" http://www.satp.org (accessed April 20, 2008).","Thaindian News, ""Maoists Kill Two Salwa Judum Members,"" http://www.thaindian.com/newsportal/world-news/maoists-kill-two-salwa-judum-members_10040164.html (accessed April 20, 2008).",
4379,200804200007,2008,4,Afghanistan,6,South Asia,"04/20/2008: On Sunday, at 1100, Taliban militants kidnapped two school teachers and one security guard of a girl's school in Arzo, Ghazni, Afghanistan. Zabihollah Mojahed, a Taliban spokesman, claimed responsibility for the attack.","Zabihollah Mojahed, a Taliban spokesman, claimed responsibility for the attack.",,"Lexis Nexis, ""Taleban Kidnap Two School Teachers, Security Guard in Afghan South,"" BBC Monitoring South Asia, April 21, 2008.",,
4380,200804200009,2008,95,Iraq,10,Middle East & North Africa,"4/20/2008:  On Sunday, gunmen killed two contractors near al Rashad area west Kirkuk, At Ta'mim, Iraq.  There were no claims of responsibility.",The specific motive for the attack is unknown.,,"Laith Hammoudi, ""Round-up of Daily Violence in Iraq - Sunday 20 April 2008,"" McClatchy Newspapers, http://www.mcclatchydc.com/212/story/34297.html",,
4381,200804200011,2008,185,Spain,8,Western Europe,"4/20/2008: On Sunday, at 0325, a bomb went off outside a community center, Casa del Pueblo, in Elgoibar, Guipuzcoa, Spain. The blast caused damage to the building and to surrounding buildings but there were no casualties. An hour before the bombing a man from the ETA called to warn that a bomb would go off in the Basque town.",The specific motive for the attack is unknown or was not reported.,,"World News Connection, ""ETA Bomb Goes Off at Community Center in Northern Spain, No Injuries Reported,"" Agence France Presse, April 20, 2008.","Suna News Agency, ""ETA Bomb Blast Hits Community Centre in Northern Spain: Radio,"" Suna News Agency, April 20, 2008.",
4382,200804200012,2008,95,Iraq,10,Middle East & North Africa,"4/20/2008:  Seven civilians were wounded when a Katuysha rocket hit a house in Abo Desheer neighborhood south Baghdad, Iraq around 0800.  There were no claims of responsibility.",The specific motive for the attack is unknown.,,"Laith Hammoudi, ""Round-up of Daily Violence in Iraq - Sunday 20 April 2008,"" McClatchy Newspapers, http://www.mcclatchydc.com/212/story/34297.html.",,
4383,200804200013,2008,147,Nigeria,11,Sub-Saharan Africa,"4/20/2008:  On Thursday, members of the Movement for the Emancipation of the Niger Delta (MEND) claimed an attack on an Royal Dutch Shell PLC oil pipeline in the Rivers state of the Niger Delta.  MEND says it is fighting to force the government to give more oil industry revenue it controls to its region.  There were no casualties in the attack.",MEND says it is fighting to force the government to give more oil industry revenue it controls to its region.,,"CNN, ""Oil Trouble in Nigeria: Pipeline Attacks, Strike,"" CNN News, April 26, 2008.",,
4384,200804200015,2008,153,Pakistan,6,South Asia,"4/20/2008: On Sunday, an explosion damaged an 18-inch diameter gas pipeline, causing six-foot-long ruptures in the pipeline, in Pir Koh, Baluchistan, Pakistan. No group claimed responsibility for the explosion and no casualties were reported.",The specific motive for the attack is unknown or was not reported.,,"Daily Times, ""Pirkoh Blast Hits Gas Pipeline,"" Daily Times, April 21, 2008.","South Asia Terrorism Portal, ""Four Soldiers Killed in Balochistan,"" South Asia Terrorism Portal, http://www.satp.org/satporgtp/detailed_news.asp?date1=4/21/2008#3.",
4385,200804200016,2008,4,Afghanistan,6,South Asia,"04/20/2008: On Sunday, Taliban members killed a man who they accused of spying for U.S. forces in an undisclosed district in Balkh province, Afghanistan. On 04/22/2008 on Tuesday, Taliban militants claimed responsibility for killing the man by telephone.",The murder took place because the man was accused of spying for U.S. Forces.,,"Frontier Post, ""Taliban Kill Suspected Spy,"" Frontier Post, April 22, 2008.",,
4386,200804200017,2008,138,Myanmar,5,Southeast Asia,"04/20/2008: On Sunday evening, a bomb planted under a parked car detonated behind the Traders Hotel in Yangon, Yangon province, Burma (Myanmar). Police suspected Mone Dine, an exiled member of the political Vigorous Burma Student Warriors, was responsible for the bombing attack, however, no claim of responsibility has been made. The blast damaged nearby cars in the vicinity but resulted in no casualties.",The specific motive for the attack is unknown or was not reported.,"This was one of two related attacks (cf. [related GTD case number 200804200002]). This was the second of the two attacks, the first of which detonated about an hour prior to this incident.","Hong Kong AFP, ""Burma Blames Exiled Student Group for Bomb Blasts,"" World News Connection, Hong Kong AFP, April 22, 2008.","Associated Press, ""Myanmar Junta Identifies Bombing Suspect as member of Anti-Government Group,"" Lexis Nexis, Associated Press, April 22, 2008.",
4387,200804200018,2008,69,France,8,Western Europe,"04/20/2008: On Sunday before dawn, a group of ten neo-Nazis, named ""LW,"" burned a mosque in Toulouse, Alsace province, France. The entrance hall of the Colomiers mosque was burned after the culprits set fire to an indoor trash can. The room reserved for ritual washing was also sacked. No casualties were reported and no claim of responsibility was made for the incident.",The arson attack was suspected to be hate motivated.,"On 12/17/2008 on Wednesday, a court convicted the ten members responsible for the arson attack and sentenced the two leaders of the group to three-year prison terms with 18 months suspended, the maximum handed down. The group must pay 17,500 ($25,025).","Associated Press, ""Court Convicts Ten Neo-Nazis in Mosque Burning,"" Lexis Nexis, Associated Press, December 17, 2008.","Associated Press Worldstream, ""Overnight Arson Slightly Damages Mosque in Southern France,""  Lexis Nexis, Associated Press Worldstream, April 20, 2008.",
4388,200804200019,2008,4,Afghanistan,6,South Asia,"04/20/2008: On Sunday, in Qaragbagh, Kabul, Afghanistan,Taliban militants abducted the headmaster of Zarsang high school and two teachers. They were later released on 04/22/2008. No injuries were reported. No group claimed responsibility.",The specific motive for the attack is unknown.,,"Sher Ahmad Haider, Pajhwok Afghan News, ""Militants Set Teachers Free in Ghazni,"" LexisNexis Academic, Pajhwok Afghan News, April 22, 2008.","Agence France Presse, ""Schools Torched, Teachers Missing in Afghanistan: Police,"" LexisNexis Academic, Agence France Presse, April 22, 2008.",
4389,200804200020,2008,141,Nepal,6,South Asia,"04/20/2008: On Sunday, assailants detonated a bomb in front of the home of the president of the Rautahat chapter of the Federation of Nepalese Chamber of Commerce in Gaur, Rautahat, Nepal, wounding one businessman and three civilians and damaging the home.  Terai Cobra claimed responsibility.",The specific motive for the attack is unknown.,,"BBC Monitoring South Asia, ""Three Hurt in Bomb Attack Targeting Nepal Businessman,"" LexisNexis Academic, BBC Monitoring South Asia, April 21, 2008.","National Counterterrorism Center, ""Four Civilians Wounded in Bombing by Terai Cobra in Gaur, Rautahat, Nepal,"" Worldwide Incidents Tracking System (February 12, 2010).",
4390,200804200025,2008,92,India,6,South Asia,"04/20/2008: On Sunday, two unidentified motorcycle-borne militants threw a low intensity improvised explosive device outside Jharatiya Jana Party leader Ravindra Jaiswal's house in Khowja, Haryana, India. The attack caused partial damage to the boundary wall of the house but no casualties were reported. No group claimed responsibility for the attack.",The specific motive for the attack is unknown.,,"United News of India, ""BJP Leader Escape Bomb Attack,"" LexisNexis Academic, United News of India, April 20, 2008.","Triton Reports, ""Two Unidentified Motorcycle-borne Militants Threw a Low Intensity IED,"" Triton Reports, July 1, 2008.",
4391,200804200032,2008,95,Iraq,10,Middle East & North Africa,"04/20/2008: On Sunday, near Ad Diwaniyah, Al Qadisiyah, Iraq, assailants detonated a roadside improvised explosive device near a minibus transporting civilians to Babil Province, killing two civilians, wounding five others, and damaging the minibus. There was no motive reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"Reuters, ""FACTBOX-Security Developments in Iraq, April 20,""  alertnet.org (April 20, 2008).","National Counterterrorism Center, ""Two Civilians Killed, Five Others Wounded in IED Attack Near Ad Diwaniyah, Al Qadisiyah, Iraq,"" Worldwide Incidents Tracking System (February 12, 2010).",
4392,200804200033,2008,95,Iraq,10,Middle East & North Africa,"04/20/2008: On Sunday, in southwestern Kirkuk, At Ta'mim, Iraq, in a drive-by shooting, assailants in two vehicles fired upon the vehicle transporting Mahmoud Attiya Hassan al-Ubaydi, a Sahwa Council tribal chieftain, and his son in the al-Rashad neighborhood, killing both and damaging their vehicle. There was no motive reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"albasrah.net, ""Iraqi Resistance Report for events of Sunday, 20 April 2008,"" http://www.albasrah.net/en_articles_2008/0408/iraqiresistancereport_200408.htm (April 20, 2008)","National Counterterrorism Center, ""One Paramilitary Member, One Civilian Killed in Armed Attack in Kirkuk, At Ta'mim, Iraq,"" Worldwide Incidents Tracking System (December 07, 2009).","Voice of Iraq, ""Sahwa Leader, Son Killed in Attack Near Kirkuk,"" LexisNexis Academic, Voice of Iraq, April 20, 2008."
4393,200804200034,2008,95,Iraq,10,Middle East & North Africa,"04/20/2008: On Sunday at about 2200, in Sulayman Bak, Salah ad Din, Iraq, assailants fired upon and killed a police captain in front of his house. There was no damage or motive reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"McClatchy Newspapers, ""Round-up of Daily Violence in Iraq - Sunday 20 April 2008,"" http://www.mcclatchydc.com/212/story/34297.html (April 20, 2008)","National Counterterrorism Center, ""One Police Officer Killed in Armed Attack in Sulayman Bak, Salah ad Din, Iraq,"" Worldwide Incidents Tracking System (December 07, 2009).",
4394,200804200035,2008,95,Iraq,10,Middle East & North Africa,"04/20/2008: On Sunday, at 0900, in the Wajihilah district of eastern Ba'qubah, Diyala, Iraq, armed assailants fired upon a taxi transporting an off-duty police officer and his pregnant wife to the hospital, killing the police officer and taxi driver, wounding the officer's wife, and damaging the taxi cab. There was no motive reported and no group claimed responsibility, although it was widely believed the Islamic State of Iraq (ISI) was responsible.",The specific motive for the attack is unknown.,,"McClatchy Newspapers, ""Round-up of Daily Violence in Iraq - Sunday 20 April 2008,"" http://www.mcclatchydc.com/212/story/34297.html (April 20, 2008)","McClatchy Newspapers, ""Round-up of Daily Violence in Iraq - Sunday 20 April 2008,"" http://www.mcclatchydc.com/212/story/34297.html (April 20, 2008)","National Counterterrorism Center, ""One Police Officer, One Civilian Killed, One Civilian Wounded in Armed Attack by Suspected ISI in Ba'qubah, Diyala, Iraq,"" Worldwide Incidents Tracking System (December 07, 2009)."
4395,200804200037,2008,167,Russia,9,Eastern Europe,"04/20/2008: On Sunday at 0020, in Khasan'ya, Kabardino-Balkariya, Russia, assailants fired four grenade launchers at a police checkpoint, damaging the checkpoint but causing no casualties. There was no motive reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"ITAR-TASS, ""Police Post Attacked, Large Bomb Found in Kabardino-Balkaria"", http://www.itar-tass.com/eng/level2.html?NewsID=12601996&PageNum=3 , (February 16, 2010).","ITAR-TASS, ""Police Post Attacked, Large Bomb Found in Kabardino-Balkaria"", http://www.itar-tass.com/eng/level2.html?NewsID=12601996&PageNum=3 , (February 16, 2010).","National Counterterroism Center, ""One Checkpoint Damaged in Grenade Attack in Khasan'ya, Russia"", Worldwide Incidents Tracking System, February 18, 2010."
4396,200804200038,2008,603,United Kingdom,8,Western Europe,"04/20/2008: On Sunday morning at 0300, unknown assailants threw a petrol bomb at a house in Cookstown, Northern Ireland, causing minor damage to the house and a vehicle but no casualties. No group claimed responsibility.",The specific motive for the attack is unknown.,,"BBC Monitoring Europe, ""Bomb Attack 'Racially Motivated'"", http://news.bbc.co.uk/1/hi/northern_ireland/7357062.stm, BBC Monitoring Europe, April 20, 2008.","David Young, Press Association Newswire, ""Arson Attack May Have Racial Motive"", April 20, 2008.",
4397,200804200039,2008,45,Colombia,3,South America,"04/20/2008: On Sunday, after assailants organized a protest and forced farmers to join it, they opened fire on the farmers, killing one civilian and wounding fourteen others. They then barricaded the areas with vehicles set on fire, robbed a bank, and fired on responding police officers. No group claimed responsibility, although it was reported that the Revolutionary Armed Forces of Colombia (Revolutionary Armed Forces of Colombia (FARC)) was responsible.",The specific motive for the attack is unknown.,The summary of this incident was partially based on an article originally written in Spanish.,"National Counterterrorism Center, ""One Civilian Killed, Fourteen Others Wounded in Armed Attack in Taraza, Antioquia, Colombia,"" Worldwide Incidents Tracking System, April 20, 2008.","El Tiempo, ""Fourteen Wounded in a Coca Farmer Protest,""  El Tiempo. April 22, 2008.",
4398,200804210001,2008,14,Australia,12,Australasia & Oceania,"04/21/2008: On Monday, a 30 mm pipe bomb rigged with external batteries and a mobile phone was detonated by the police bomb squad unit after it was found by council workers in Federation Park on the Drayton Connection Road, near Vale View south of Toowoomba, Queensland, Australia. No claim of responsibility was made for the attempted bombing, however on 04/22/2008 on Tuesday, executed a search warrant at a home in Kent Street at Oakey and allegedly found evidence of a home-made explosive device. A 21-year-old man was arrested and charged with one count of attempting to damage property by explosives.",The specific motive for the attack is unknown or was not reported.,,"News.com.au, ""Police Destroy Pipe Bomb Found at Toowoomba Park,"" http://news.com.au (accessed April 22, 2008).","AAP Newsfeed, ""Qld: Man Charged Over Pipe Bomb Found in Park,"" Lexis Nexis, AAP Newsfeed, April 23, 2008.",
4399,200804210002,2008,4,Afghanistan,6,South Asia,"04/21/2008: On Monday, unknown gunmen kidnapped two foreign road construction workers in the western Afghan province of Heart. No ransom demand has been issued for the hostages, an Indian and a Nepalese who worked for the Enhanced Coverage Linkingroad construction company. No claim of responsibility was made for the incident.",The specific motive for the attack is unknown or was not reported.,,"Press TV, ""Foreign Workers Kidnapped in Herat,"" http://www.presstv.ir/detail.aspx?id=52649&sectionid=351020403 (accessed April 22, 2008).","Deutsche Presse-Agentur, ""Indian, Nepalese Workers Feared Kidnapped in Western Afghanistan,"" Lexis Nexis, Deutsche Presse-Agentur, April 22, 2008.",
4400,200804210003,2008,95,Iraq,10,Middle East & North Africa,"4/21/2008:  On Monday afternoon, three members of an Iraqi television crew were shot and wounded after being deliberately targeted by gunmen carrying pistols and automatic weapons in the Zayouna district of eastern Baghdad, Iraq. Cameraman Hameed Hasim was hit in the stomach and mouth, and reporter Hassan al-Rikabi and driver Azim Habeeb were also wounded. The crew work for Beladi TV, which is owned by Prime Minister Nouri al-Maliki's Dawa Party. There were no claims of responsibility for the incident.",The specific motive for the attack is unknown.,,"ABC, ""Gunmen Shoot Iraqi TV Crew,"" Agence France Presse, http://www.abc.net.au/news/stories/2008/04/22/2224571.htm?section=justin.","Aseel Kami and Noah Barkin, ""Factbox - Security Developments in Iraq, April 22,"" Reuters, http://www.alertnet.org/thenews/newsdesk/L22450975.htm.","People's Daily Online, ""Three Iraqi TV Crew Wounded in Baghdad,"" Xinhua, http://english.people.com.cn/90001/90777/90854/6397097.html."
4401,200804210004,2008,95,Iraq,10,Middle East & North Africa,"4/21/2008:  On Monday, a member in the PUK party and three of his guards were injured in an improvised explosive device detonation that targeted their convoy in Tayaran intersection in downtown Kirkuk, At Ta'mim, Iraq.  There were no claims of responsibility for the incident.",The specific motive for the attack is unknown.,,"Laith Hammoudi, ""Round-up of Daily Violence in Iraq - Tuesday 22 April 2008,"" McClatchy Newspapers, http://www.mcclatchydc.com/212/story/34473.html.",,
4402,200804210007,2008,214,Ukraine,9,Eastern Europe,"4/21/2008: On Monday, at 1910, an unidentified explosive device equivalent to some 100 grams of TNT went off in Shevchenko Park in Kyiv, Ukraine, Ukraine. The blast wounded two female students from the Taras Shevchenko National University, who were passing by at the moment of the explosion. The attack could have been a terrorist attack marking Adolf Hitler's birthday. No group claimed responsibility for the attack.",The attack could have been a terrorist attack marking Adolf Hitler's birthday.,,"World News Connection, ""Blast in Kyiv Park Could Have Been Committed to Mark Hitler's Birthday - Interior Minister,"" Interfax, April 23, 2008.","Lexis Nexis, ""Blast in Kyiv Park Could Have Been Committed to Mark Hitler's Birthday -  Interior Minister,"" Ukraine General Newswire, April 23, 2008.",
4403,200804210010,2008,95,Iraq,10,Middle East & North Africa,"4/21/2008:  On Monday, at approximately 0800, three improvised explosive devices planted in three cars targeted employees of the Cabinet office. The first one was in Dora, Baghdad, Iraq,  and the targeted employee was driving his BMW when it exploded and he was injured.  There was no claim of responsibility for the incident.",The specific motive for the attack is unknown.,,"Hussein Kadhim, ""Round-up of Daily Violence - Monday 21 April 2008,"" McClatchy Newspapers, http://www.mcclatchydc.com/212/story/34340.html",,
4404,200804210011,2008,95,Iraq,10,Middle East & North Africa,"4/21/2008:  On Monday, at approximately 0800, three improvised explosive devices planted in three cars targeted employees of the Cabinet office. The second bomb was planted in the Hyundai of an employee while he was driving with a passenger in Baghdad, Iraq.  The driver was injured in the attack. There was no claim of responsibility for the incident.",The specific motive for the attack is unknown.,,"Hussein Kadhim, ""Round-up of Daily Violence - Monday 21 April 2008,"" McClatchy Newspapers, http://www.mcclatchydc.com/212/story/34340.html",,
4405,200804210012,2008,95,Iraq,10,Middle East & North Africa,"4/21/2008:  On Monday, at approximately 0800, three improvised explosive devices planted in three cars targeted employees of the Cabinet office. The third attack targeted a female employees car at Alawi neighborhood. She was injured in the explosion.  There was no claim of responsibility for the incident.",The specific motive for the attack is unknown.,,"Hussein Kadhim, ""Round-up of Daily Violence - Monday 21 April 2008,"" McClatchy Newspapers, http://www.mcclatchydc.com/212/story/34340.html",,
4406,200804210013,2008,153,Pakistan,6,South Asia,"4/21/2008: On Monday, gunmen opened fire on two paramilitary troops and a civilian returning from a market with indiscriminate fire, killing all three in Hub, Baluchistan, Pakistan. No group claimed responsibility for the attack.",The specific motive for the attack is unknown or was not reported.,,"World News Connection, ""Officials Say Gunmen Kill Three in Southwest Pakistan,"" Agence France Presse, April 21, 2008.",,
4407,200804210014,2008,95,Iraq,10,Middle East & North Africa,"4/21/2008:  On Monday, two roadside bombs targeted two cars near the red crescent in the Mansour neighborhood in Baghdad, Iraq. No casualties were reported.  There were no claims of responsibility.",The specific motive for the attack is uknown.,,"Hussein Kadhim, ""Round-up of Daily Violence - Monday 21 April 2008,"" McClatchy Newspapers, http://www.mcclatchydc.com/212/story/34340.html",,
4408,200804210015,2008,153,Pakistan,6,South Asia,"4/21/2008: On Monday, militants took eight militiamen hostage after the Frontier Corps troops foiled their attempt to kidnap two employees of the World Food Program in Landi Kotal, Punjab, Pakistan. A heavy exchange of fire between the two sides left two FC troops dead and five others wounded. No group claimed responsibility for the attack.",The specific motive for the attack is unknown or was not reported.,,"Dawn, ""Militants Bid to Kidnap WFP Employees Foiled,"" Dawn, April 22,2008.","ABC, ""Gunmen Shoot Iraqi TV Crew,"" Agence France Presse, http://www.abc.net.au/news/stories/2008/04/22/2224571.htm?section=justin","Aseel Kami and Noah Barkin, ""Factbox - Security Developments in Iraq, April 22,"" Reuters, http://www.alertnet.org/thenews/newsdesk/L22450975.htm"
4409,200804210016,2008,155,West Bank and Gaza Strip,10,Middle East & North Africa,"4/21/2008: On Monday, unidentified assailants fired several gunshots at the building of Qalqilyah municipal council, penetrating the main entrance, in Qalqilyah, West Bank, Palestine. No casualties were reported but an uncertain amount of damage was done to the building.",The specific motive for the attack is unknown or was not reported.,,"Maan News Agency, ""Unidentified Assailants Fire at Qalqilia Municipal Council,"" Maan News Agency, http://www.maannews.net/en/index.php?opr=ShowDetails&ID=28860.",,
4410,200804210018,2008,94,Iran,10,Middle East & North Africa,"04/21/2008: On Monday night at 23:00, a cleric who is the Friday prayer imam was kidnapped by four unknown militants wearing Baluchi costumes in a vehicle on one of the main streets of Fahraj, Kerman province, Iran. The status of the hostage is unknown and no claim of responsibility was made for the incident.",The specific motive for the attack is unknown or was not reported.,,"Tehran Tabnak, ""Iran: Police Official Claims Cleric Abducted in Kerman Province,"" World News Connection, Tehran Tabnak, April 22, 2008.","BBC Monitoring Middle East, ""Iran Judicial Official Says Cleric's Kidnappers to Be Dealt with Seriously,"" Lexis Nexis, BBC Monitoring Middle East, April 22, 2008.",
4411,200804210019,2008,92,India,6,South Asia,"04/21/2008: On Monday evening, a 40-year-old man was shot dead by unidentified gunmen at a musical show at Lansonbi bazaar in Manipur's Imphal district, Manipur, India. No claim of responsibility was made for the incident.",The specific motive for the attack is unknown or was not reported.,,"Sri Lanka Ministry of Defence, Public Security, Law and Order, ""Two Militants and a Civilian Killed in Manipur, http://www.defense.lk (accessed April 23, 2008).","Hindustan Times, ""Man Killed by Gunmen in Manipur,"" Hindustan Times, April 22, 2008.",
4412,200804210021,2008,153,Pakistan,6,South Asia,"04/21/2008: On Monday, near Landi Kotal, Khyber Agency, Pakistan, unknown possibly armed militants kidnapped three UNHCR officials. Hours, later the hostages were safely recovered. No damage or motive were reported. No group claimed responsibility.",The specific motive for the attack is unknown.,,"Triton Reports, ""Unknown Militants have Kidnapped 3 Officials of the UNHCR (United Nations High Commissioner for Refugees),"" Triton Reports, July 09, 2008.","Suna News Agency, ""Seven More Paramilitary Troopers Kidnapped in Pakistan,"" Suna News Agency, April 21, 2008.","Suna News Agency, ""Seven More Paramilitary Troopers Kidnapped in Pakistan,"" Suna News Agency, April 21, 2008."
4413,200804210026,2008,4,Afghanistan,6,South Asia,"04/21/2008: On Monday, in Qareh Bagh, Ghazni, Afghanistan, assailants kidnapped one child, the son of a headmaster of Zarsang High School. No group claimed responsibility, although it is  believed the Taliban was responsible.",The specific motive for the attack is unknown.,,"Pajhwok Afghan News, ""Kidnapping Cases on the Rise in Ghazni,"" LexisNexis Academic, Pajhwok Afghan News, April 21, 2008.","National Counterterrorism Center, ""One Child Kidnapped in Qareh Bagh, Ghazni, Afghanistan,"" Worldwide Incidents Tracking Center, February 09, 2010.",
4414,200804210027,2008,155,West Bank and Gaza Strip,10,Middle East & North Africa,"04/21/2008: On Monday evening, in Bayt Hanun, Gaza Strip, West Bank and Gaza Strip, assailants fired a rocket at a community in the Negev, Southern District, Israel, instead hitting a residence in Gaza Strip, wounding three Palestinian civilians and damaging their residence. No motive was reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"National Counterterrorism Center, ""Three Civilians Wounded in Rocket Attack in Bayt Hanun, Gaza Strip,"" Worldwide Incidents Tracking System, February 12, 2010.","West Bank & Gaza Strip, ""Locally Made Rocket Lands in Gaza, Wounds 3; Groups Fire at Israeli Targets,"" West Bank & Gaza Strip, April 21, 2008.",
4415,200804210030,2008,95,Iraq,10,Middle East & North Africa,"04/21/2008: On Monday at about 1600, in the Sab'ah Nisan district of Baghdad, Iraq, two civilians were wounded when assailants fired a mortar round into the eastern Mashtal community. There was an unspecified amount of damage reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"Hussein Kadhim, ""Round-up of Daily Violence - Monday 21 April 2008,"" McClatchy Newspapers, http://www.mcclatchydc.com/212/story/34340.html","Hussein Kadhim, ""Round-up of Daily Violence - Monday 21 April 2008,"" McClatchy Newspapers, http://www.mcclatchydc.com/212/story/34340.html",
4416,200804210031,2008,95,Iraq,10,Middle East & North Africa,"04/21/2008: On Monday evening between 1800 and 1830, in Baghdad, Iraq, assailants fired two mortar rounds or Katyusha rockets at the headquarters of the Islamic Supreme Council of Iraq, damaging the facility but causing no casualties. There was no motive reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"Hussein Kadhim, ""Round-up of Daily Violence - Monday 21 April 2008,"" McClatchy Newspapers, April 21, 2008.","McClatchy Newspapers, ""Round-up of Daily Violence - Monday 21 April 2008,"" McClatchy Newspapers, April 21, 2008.",
4417,200804210032,2008,95,Iraq,10,Middle East & North Africa,"04/21/2008: On Monday morning, in the Sabatash Tammuz district of Mosul, Ninawa, Iraq, assailants kidnapped a local government employee of Ninawa's water department in the al-Haramat region. Later that day, authorities found the body. There was no motive reported and no group claimed responsibility.",The specific motive for the attack is unknown.,,"Voice of Iraq, ""Civilian killed, Two cops Injured, Body Found in Mosul,"" LexisNexis Academic, Voice of Iraq, April 21, 2008.","National Counterterrorism Center, ""One Local Government Employee Kidnapped and Killed in Mosul, Ninawa, Iraq,"" Worldwide Incidents Tracking System (February 12, 2010).",
4418,200804210033,2008,95,Iraq,10,Middle East & North Africa,"04/21/2008: On Monday, unidentified gunmen shot and killed an Iraqi police captain in Tuz Khurmato, Salah ad Din, Iraq.  No group claimed responsibility for the attack.",The specific motive for the attack is unknown.,,"Voice of Iraq, ""Gunmen Kill Officer Near Touz Khormato,"" http://66.111.34.180/look/english/article.tpl?IdLanguage=1&IdPublication=4&NrArticle=77004&NrIssue=2&NrSection=1 (April 21, 2008).",,
4419,200804220001,2008,95,Iraq,10,Middle East & North Africa,"4/22/2008:  On Tuesday, a car bomb killed one man and wounded 10 others when it exploded near a provincial government building in Mosul, Ninawa, Iraq.  There were no claims of responsibility for the incident.",The specific motive for the attack is unknown.,,"Aseel Kami and Noah Barkin, ""Factbox - Security Developments in Iraq, April 22,"" Reuters, http://www.alertnet.org/thenews/newsdesk/L22450975.htm.",,
4420,200804220002,2008,153,Pakistan,6,South Asia,"4/22/2008: On Tuesday, unidentified militants ambushed the car of a Union Council Nazism's car, spraying it with bullets, killing UC Kabal Nazim Mohammad Hussein and his colleague Haji Ishaq and injuring three others in Swat, North West Frontier, Pakistan. No group claimed responsibility for the attack.",The specific motive for the attack is unknown or was not reported.,,"Daily Times, ""UC Nazim Shot Dead in Swat,"" Daily Times, April 23, 2008.",,
4421,200804220004,2008,118,Macedonia,9,Eastern Europe,"4/22/2008:  A device exploded at approximately 0300 in Forino, Macedonia targeting a member of the Democratic Union for Integration, Talat Xhaferi.  The police said the explosive device was hurled from an Audi car. The bomb went off in the yard of the house. The blast damaged two vehicles and several windows, though no one was injured.  Sources describe that the possible perpetrator are members of the Democratic Party of Albanians;  the two groups are opposing political parties.  The attacks may be in response to upcoming elections.  There were no claims of responsibility for the incident.",The explosive may have been hurled by party members concerned with upcoming elections.,,"Balkan Insight, ""Police Probe Macedonia Poll Violence,"" Balkan Insight, http://www.balkaninsight.com/en/main/news/9578/.","BBC Monitoring Europe - Political, ""Ethnic Albanian Parties Blame Each Other for Violent Incidents in Macedonia,"" Dnevnik, April 25, 2008.","BBC Monitoring Europe - Political, ""Albanian Party Accuses Rival for Bomb Hurled at Official's House,"" Makfax, April 22, 2008."
4422,200804220005,2008,118,Macedonia,9,Eastern Europe,"4/22/2008:  At approximately 0430, the local office of the ruling Democratic Party of Albanians, DPA, in the village of Orizare, Kumanovo, Macedonia was torched, accompanied with several gunshots fired into the air.  Police suspect that several perpetrators broke into the building and poured gasoline in the office, setting it ablaze.  During the incident, several shots were fired from automatic weapons; the police recovered 15 spent shell casings on site. There were no reported casualties, and there were no claims of responsibility.  The attack may be in response to upcoming elections, and may have been perpetrated by an opposing political party.","The attack may be in response to upcoming elections, and may have been perpetrated by an opposing political party.",,"Balkan Insight, ""Police Probe Macedonia Poll Violence,"" Balkan Insight, http://www.balkaninsight.com/en/main/news/9578/.","BBC Monitoring Europe - Political, ""Albanian Party Accuses Rival for Bomb Hurled at Official's House,"" Makfax, April 22, 2008.",
4423,200804220007,2008,92,India,6,South Asia,"04/22/2008: On Tuesday, suspected Communist Party of India-Maoist (CPI-Maoist) militants riding on a motorbike shot and killed Sridam Das, a leader of the ruling Communist Party of India-Marxist (CPI-M), in the Rajnagar area of Birbhum district, West Bengal province, India. No claim of responsibility was made for the incident.",The specific motive for the attack is unknown or was not reported.,,"South Asia Terroirsm Portal, ""Maoists kill political Party Leader in West Bengal,"" http://www.satp.org (accessed April 22, 2008).","United News of India, ""Suspected Maoist Ultras Shot Dead Local CPI(M) Leader, UNI, April 22, 2008.",
