,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
34,Al-Qaida in Iraq,691.0,wounding 157,Middle East & North Africa,Iraq,"On Monday afternoon between 1330 and 1450, in Al Hillah, Babil, Iraq, assailants detonated two vehicle-borne improvised explosive devices (VBIED) near a textile factory as workers were leaving for the day, then another VBIED as first responders arrived, killing 43 civilians, police officers, and fire and rescue personal, one politically affiliated person, and one journalist; wounding 157 civilians, police officers, and fire and rescue personal; and damaging the textile factory. No group claimed responsibility, although it was believed the Islamic State of Iraq (ISI) was responsible.",2010/5/10,43.0,157.0,1,Iraq,Middle East & North Africa
86,Islamic State of Iraq (ISI),659.0,suicide bomber,Middle East & North Africa,Iraq,"On Tuesday morning at 0800, in Bab al Muazzam neighborhood in the Ash Shaykh 'Umar sub-district of Ar Rusafa, central Baghdad, Baghdad province, Iraq, a suicide bomber detonated his improvised explosive belt targeting an army recruitment center. A total of 57 people were killed and 123 were wounded in the attack, which caused an unspecified amount of property damage to the recruitment center. The Islamic State of Iraq (ISI) claimed responsibility for the attack, which came a day after Iraq's two main political parties suspended talks over the formation of a new government and ahead of the withdrawal of the final US combat unit from the country.",2010/8/17,58.0,123.0,-9,Iraq,Middle East & North Africa
2,Islamic State of Iraq (ISI),630.0,three kilometers,Middle East & North Africa,Iraq,"On Friday around 1200 noon, three kilometers east of Karbala', Karbala', Iraq, assailants detonated two vehicle-borne improvised explosive devices in quick succession near large crowds of Shia pilgrims leaving the city following Arba'een observances, killing between 32 and 40 civilians and one child, injuring between 131 and 140 civilians and at least four children, and damaging three military vehicles. No group claimed responsibility, but Prime Minister Nouri al-Maliki claimed the Islamic State of Iraq (ISI) was responsible.",2010/2/5,41.0,140.0,1,Iraq,Middle East & North Africa
0,Islamic State of Iraq (ISI),528.0,wounding 106,Middle East & North Africa,Iraq,"On Monday morning around 1145, in Bab al Sham, Baghdad, Iraq, a female suicide bomber detonated an improvised explosive device, which she wore underneath her clothing, an abaya, near a rest tent being used by Shia pilgrims en route to Karbala', killing 32 civilians, six children, and three government employees and wounding 106 civilians and children. No group claimed responsibility, but the government believed the Islamic State of Iraq was responsible.",2010/2/1,42.0,106.0,-9,Iraq,Middle East & North Africa
30,Al-Qaida in Iraq,365.0,unknown militants,Middle East & North Africa,Iraq,"On Monday evening at about 1800, in Basra, Al Basrah, Iraq, in the first of three related attacks, unknown militants detonated an improvised explosive device planted in a cart pulled by a motorcycle in a popular bicycle and motorcycle market. The attack killed 12 civilians, wounded about 100 others and damaged the marketplace. No group claimed responsibility, although it was widely believed by the government that either Al-Qaeda or the Islamic State of Iraq (ISI) was responsible.",2010/5/10,12.0,100.0,1,Iraq,Middle East & North Africa
64,Al-Qaida in Iraq,343.0,suicide bomber,Middle East & North Africa,Iraq,"On Sunday morning at 0800, in the district of Radwaniya, western Baghdad, Baghdad province, Iraq, a suicide bomber detonated his explosives resulting in 43 people being killed and 41 injured in the blast; several Iraqi army soldiers were also among the casualties. Sahwa Council members were targeted when they had lined up to receive their salaries at a government office. On 07/24/2010 on Saturday, Iraqi Al Qaeda militants claimed responsibility for the attack in an online statement.",2010/7/18,43.0,41.0,1,Iraq,Middle East & North Africa
150,Al-Qaida in the Arabian Peninsula (AQAP),246.0,two linked,Middle East & North Africa,Yemen,"On Friday, in the Dhahian district, in Sa'dah, Yemen, in one of two linked attacks, a suicide bomber detonated his vehicle born improvised explosive device targeting the funeral ceremony of Bader al-Deen al-Houthi, who had been killed in a bombing two days earlier by Al Qaeda, but authorities deny this information. Forty Shiite rebels were killed and twelve others were wounded and an unknown amount of property damage was reported. Al Qaeda in the Arabian Peninsula claimed responsibility.",2010/11/26,41.0,12.0,1,Yemen,Middle East & North Africa
49,Al-Qaida in the Arabian Peninsula (AQAP),101.0,wounded 12,Middle East & North Africa,Yemen,"On Saturday, in the Al-Tawahi district of the port city of Aden, Yemen, gunmen have killed thirteen people, including 10 members of security forces, and wounded 12 civilians in an attack on an intelligence headquarters. There was a heavy exchange of gunfire at the scene. No group has claimed responsibility for the attack.",2010/6/19,13.0,12.0,-9,Yemen,Middle East & North Africa
148,Al-Qaida in the Arabian Peninsula (AQAP),85.0,shiite religious,Middle East & North Africa,Yemen,"On Wednesday, in an unknown city, Al Jawf, Yemen, unknown assailants detonated a suicide vehicle born improvised explosive device targeting a Shiite religious procession. Fifteen civilians were killed in the blast and an unknown amount of property damage was reported. One of the dead was an 80 year old Shiite scholar, Hamod Derhim al-Ezzi. Al Qaeda in the Arabian Peninsula claimed responsibility for the attack.",2010/11/24,16.0,0.0,1,Yemen,Middle East & North Africa
37,Al-Qaida in the Islamic Maghreb (AQIM),69.0,including three,Western Europe,Spain,"Suspected Al-Qa ida insurgents detonated an improvised explosive device in Si Mustapha, Boumerdès province, Algeria.  The explosion occurred as a military convoy was driving past; two soldiers were killed in the incident.  18 people were injured, including three civilians that were traveling separately from the military convoy.",2010/5/19,2.0,18.0,1,Algeria,Middle East & North Africa
