,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
140,Runda Kumpulan Kecil (RKK),128.0,least three,Southeast Asia,Thailand,"An explosive device buried under a railway track detonated as a train passed over it in Ruseo district, Narathiwat province, Thailand. After the train derailed in the blast, assailants opened fire on the rail cars, killing at least three people and injuring another 36 people. No group claimed responsibility for the incident; however, officials suspected the involvement of Runda Kumpulan Kecil (RKK). At least one person was taken into custody in connection with the bombing.",2012/11/18,3.0,36.0,1
117,Abu Sayyaf Group (ASG),113.0,group extortion,Southeast Asia,Philippines,"Gunmen fired into a convoy of trucks carrying rubber tappers for the Tumahubong Agrarian Reform Beneficiaries Incorporated Development Cooperative (TARBIDC) in Sumisip district, Basilan province, Philippines. One worker was killed and 36 injured in the attack. No group claimed responsibility for the attack; however, authorities suspected the Abu Sayyaf Group (ASG) because the plantation owner had refused to pay the group extortion money.",2012/9/7,1.0,36.0,0
115,New People's Army (NPA),111.0,davao del,Southeast Asia,Philippines,"A grenade was thrown at an army post in Fatima village, Davao del Sur, Davao del Sur province, Philippines. The grenade missed and exploded on a crowd watching a circus performance, injuring 37 people. The New People's Army (NPA) claimed responsibility for the attack and apologized for erroneously targeting a place where many civilians were located.",2012/9/1,0.0,37.0,0
138,New People's Army (NPA),108.0,seven soldiers,Southeast Asia,Philippines,"Members of the New People's Army (NPA) attacked a military patrol in Echague district, Isabela province, Philippines. Seven soldiers were killed and eight more injured in the ensuing firefight; in addition, five members of the NPA were killed and another eight were injured.",2012/11/17,12.0,16.0,0
62,Abu Sayyaf Group (ASG),101.0,six people,Southeast Asia,Philippines,"Gunmen ambushed a rubber plantation convoy in Sapah Bulak village, Basilan province, Philippines. Six people died and 22 others were injured in the attack. The Abu Sayyaf Group (ASG) claimed responsibility for the incident.",2012/7/11,6.0,22.0,1
30,New People's Army (NPA),65.0,group claimed,Southeast Asia,Philippines,"Assailants opened fire on an 86th Infantry Battalion convoy in Tinoc district, Ifugao province, Philippines. Eleven soldiers and one civilian were killed in the attack. No group claimed responsibility for the incident; however, authorities attributed it to the New People's Army (NPA).",2012/4/25,12.0,0.0,1
11,Abu Sayyaf Group (ASG),61.0,least two,Southeast Asia,Philippines,"An explosive device detonated inside the Cleopatra Bakery in Jolo district, Sulu province, Philippines. At least two people were killed and 17 injured in the explosion. No group claimed responsibility for this attack; however, police suspected the involvement of Abu Sayyaf.",2012/3/3,2.0,17.0,-9
39,Runda Kumpulan Kecil (RKK),56.0,runda kumpalan,Southeast Asia,Thailand,"An explosive device affixed to a stop sign detonated near the vehicles of paramilitary rangers in Rusamilae subdistrict, Mueang district, Pattani province, Thailand. The blast injured 17 people, including at least two civilians. No group claimed responsibility for the attack; however, officials suspected the bombing was carried out by the Runda Kumpalan Kecil (RKK).",2012/5/14,0.0,17.0,1
56,Runda Kumpulan Kecil (RKK),47.0,tak bai,Southeast Asia,Thailand,"An explosive device attached to a motorcycle detonated as a military and a civilian vehicle passed over a bridge in Phraiwan area, Tak Bai district, Narathiwat province, Thailand. At least 14 people, including both army rangers and civilians, were injured as a result of the blast. No group claimed responsibility for the incident; however, officials attributed it to Runda Kumpulan Kecil (RKK).",2012/6/26,0.0,14.0,1
142,Free Papua Movement (OPM-Organisasi Papua Merdeka),15.0,organisasi papua,Southeast Asia,Indonesia,"Approximately 50 assailants attacked the Pirime police station in Wamena town, Lani Jaya district, Special Region of Papua, Indonesia. The attackers opened fire on the police officers, killing three of them, then set the police station on fire. No group claimed responsibility for the incident; however, officials believe Free Papua Movement (OPM-Organisasi Papua Merdeka) was involved.",2012/11/27,3.0,0.0,-9
110,Bangsamoro Islamic Freedom Movement (BIFM),15.0,least four,Southeast Asia,Philippines,"At least four assailants on motorcycles threw a hand grenade at a Citizens Armed Forces Geographical Unit (CAFGU) detachment on a highway in Datu Hofer town, Maguindanao province, Philippines. Five CAFGU members were injured in the blast. No group claimed responsibility for the incident; however, officials attributed it to the Bangsamoro Islamic Freedom Movement (BIFM).",2012/8/25,0.0,5.0,0
109,Bangsamoro Islamic Freedom Movement (BIFM),14.0,shariff aguak,Southeast Asia,Philippines,"An explosive device detonated near the provincial police headquarters in Shariff Aguak municipality, Maguindanao province, Philippines. At least three people, including a police officer and two civilians, were injured in the blast. No group claimed responsibility for the incident; however, Filipino authorities attributed it to the Bangsamoro Islamic Freedom Movement (BIFM).",2012/8/22,0.0,3.0,1
95,Bangsamoro Islamic Freedom Movement (BIFM),11.0,two others,Southeast Asia,Philippines,"A roadside bomb hit a civilian vehicle following a convoy of soldiers on the Maguindanao-General Santos Highway between Datu Unsay and Shariff Aguak municipalities, Maguindanao province, Philippines. One person was killed and two others injured in this attack. No group claimed responsibility for this incident; however, police attributed it to the Bangsamoro Islamic Freedom Movement (BIFM).",2012/8/8,1.0,2.0,0
6,Free Papua Movement (OPM-Organisasi Papua Merdeka),5.0,patrol near,Southeast Asia,Indonesia,"Mobil Brigade Officer Ronald Supamena was shot dead by gunmen while on patrol near Freeport-McMoRan's gold and copper mine in Grasberg area, Special Region of Papua, Indonesia. No group claimed responsibility for the incident; however, sources suspected the Free Papua Movement (OPM-Organisasi Papua Merdeka). The attack may have been related to a three-month strike, which had ended two months prior.",2012/2/7,1.0,0.0,0
42,Free Papua Movement (OPM-Organisasi Papua Merdeka),3.0,group claimed,Southeast Asia,Indonesia,"Assailants shot and wounded a German tourist in Jayapura city, Special Region of Papua province, Indonesia. No group claimed responsibility for the incident; however, a source suspected the Free Papua Movement (OPM: Organisasi Papua Merdeka).",2012/5/29,0.0,1.0,0
