,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
92,Al-Qaida in the Islamic Maghreb (AQIM),355.0,suicide bomber,Western Europe,Spain,"On Tuesday morning, a suicide bomber drove a vehicle-borne improvised explosive device into a line outside National Gendarmerie college in Issers, Boumerdes Province. The queue consisted mainly of new recruits and graduates waiting to apply. Forty three people were killed and forty five were injured in the attack. The attack was suspected to be carried out by Al Qaeda in the Islamic Maghreb (AQIM).",2008/8/19,44.0,45.0,-9
94,Al-Qaida in the Islamic Maghreb (AQIM),110.0,lavalin group,Western Europe,Spain,"On Wednesday, a vehicle based improvised explosive device functioned near the Hotel Sofi in Bouira, Algeria. A bus transporting Algerian employees of Canadian engineering company SNC-Lavalin Group Inc, who were working on water treatment plant, was hit by the blast. Twelve of the employees were killed and 15 were injured in the attack. Al Qaeda in the Land of the Islamic Maghrib (AQ-LIM) stated that the SNC-Lavalin Group bus had been the target of the attack.",2008/8/20,12.0,15.0,1
81,Al-Qaida in the Islamic Maghreb (AQIM),102.0,zemmouri el,Western Europe,Spain,"On Saturday, at about 2100, in Zemmouri el Bahri, Boumerdes, Algeria, a suicide bombing killed eight people and wounded 19 in the coastal town. The supposed target were the coastguard barracks, and an adjacent post of the paramilitary. The attack was claimed by Al-Qaeda's Algerian group.",2008/8/9,9.0,19.0,-9
121,Basque Fatherland and Freedom (ETA),56.0,white peugeot,Western Europe,Spain,"On Thursday, Basque Fatherland And Liberty (ETA) members planted a car bomb which exploded at the University of Navarra in Pamplona, Navarra province, Spain, injuring 17 people. The car, a white Peugeot 307, was packed with more than 50 kilos of explosives police believe to be ammonal, which with a liquid reinforcer, ignited a fire upon detonation converting the ammonal into amonitol. An unidentified caller warned authorities prior to the attack.",2008/10/30,0.0,17.0,1
55,Algerian Islamic Extremists,47.0,algerian soldiers,Western Europe,France,"Unknown perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, detonated a bomb targeting a convoy of Algerian soldiers returning to their barracks in Cap Djinet, Algeria.  Six soldiers were killed and four others were wounded.  The military vehicle was damaged by the blast as well.",2008/6/6,6.0,4.0,1
106,Basque Fatherland and Freedom (ETA),38.0,police suspect,Western Europe,Spain,"On Sunday, at 0430, police suspect the Basque Fatherland and Liberty of detonating a car bomb in front of a police station in Ondarroa, Vizcaya, Spain. Eleven people were reportedly injured including three police officers.",2008/9/21,0.0,11.0,1
109,Basque Fatherland and Freedom (ETA),35.0,suspected basque,Western Europe,Spain,"On Sunday, at 0430, suspected Basque Fatherland and Liberty assailants detonated a vehicle-borne improvised explosive device at the same police station previously attacked 30 minutes beforehand by the same perpetrators in Ondarroa, Pais Vasco, Spain. The bombing attack wounded three police officers and seven civilians and damaged several nearby vehicles, residences, restaurants, and shops. No claim of responsibility was made for the incident.",2008/9/21,0.0,10.0,1
78,Algerian Islamic Extremists,31.0,truck driver,Western Europe,France,"Unknown perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, remotely detonated a bomb that wounded a truck driver travelling on Wilaya Road 25 near Aomar, Algeria.  His vehicle was also damaged by the blast.  When Algerian security forces arrived on the scene, the assailants detonated another homemade bomb which killed one soldier and wounded six others.",2008/7/28,1.0,7.0,1
60,Algerian Islamic Extremists,26.0,legitimate defense,Western Europe,France,"Unknown perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, targeting a convoy from the Legitimate Defense Group (GLD) travelling through Gamra, Algeria.  Three militiamen were killed and two others were wounded.  The GLD vehicle was damaged as well.",2008/6/15,3.0,2.0,1
4,Neo-Nazi extremists,5.0,three men,Western Europe,Germany,"Three men fire-bombed a mosque in Columbia, Tennessee. The messages White power and we run the world, as well as a swastika, were sprayed on the walls. No groups have claimed responsibility for the attack.",2008/2/9,0.0,0.0,1
129,Conspiracy of Cells of Fire,5.0,wednesday evening,Western Europe,Greece,"On Wednesday evening, at 1750, a bomb exploded at the Agence France-Presse (AFP) office in Athens, Greece causing minor damage but no casualties. The bomb, made up of four small gas canisters, was placed at the front door to the office on the fifth floor of a block in the centre of the Greek capital. The Conspiracy of Fire Nuclei claimed responsibility for the attack.",2008/12/3,0.0,0.0,1
126,Neo-Nazi extremists,3.0,south elk,Western Europe,Germany,"On Friday, a Hispanic teen was beaten to near death in the Jackson Mobile Home Park, on South Elk Street of Hemet, California. Four white supremacist gang members have been arrested and charged with the beating: Justin Tyme Hayes, 21, Derek Shane O'Brien, 22, Darrin Peter Thibault, 24, and Crystal Lee McCann, 22.",2008/11/14,0.0,1.0,0
130,Neo-Nazi extremists,3.0,longer hang,Western Europe,Germany,"On Saturday, Police Chief Alois Mannichl was stabbed on the doorstep of his house in the southern city of Passau, Bavaria, Germany. The attacker told him before stabbing him: ""You're a leftist pig cop, and you will no longer hang around the graves of our comrades."" The attacker's comments were an apparent reference to this summer's funeral of a regional neo-Nazi leader, who was buried with a Nazi swastika flag, which Mannichl later had removed from his grave. Two suspects were arrested in Passau on 12/15/2008. No group claimed responsibility for the attack.",2008/12/13,0.0,1.0,0
9,Conspiracy of Cells of Fire,,fire claimed,Western Europe,Greece,"An anarchist group named Conspiracy of Cells of Fire claimed responsibility for committing 13 separate arson attacks with homemade explosives (which contained small propane canisters) throughout Attica, Greece on Thursday between 2:00 a.m. and 2:10 a.m. In this incident, the offices of the Ethniki Asfalistiki insurance company (a subsidiary of the National Bank of Greece) in Kato Halandri were attacked.  It was unclear if there were any casualties.",2008/2/21,0.0,,1
10,Conspiracy of Cells of Fire,,fire claimed,Western Europe,Greece,"An anarchist group named Conspiracy of Cells of Fire claimed responsibility for committing 13 separate arson attacks with homemade explosives (which contained small propane canisters) throughout Attica, Greece on Thursday between 2:00 a.m. and 2:10 a.m.  In this incident, a branch of Proton Bank in downtown Athens was attacked.  It was unclear if there were any casualties.",2008/2/21,0.0,,1
