,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
756,Tehrik-i-Taliban Pakistan (TTP),1205.0,killing 120,South Asia,Pakistan,"On Wednesday afternoon, at about 1300, in People's Mandi, Peshawar, North West Fontier Province, Pakistan, assailants detonated a remote-controlled vehicle-borne improvised explosive device at the crowded Mina Bazaar market, killing 120 civilians and children, injuring 200 others, and damaging at least 50 shops, 50 vehicles, several residences, several buildings, and a nearby mosque. The probable motive for the attack was in revenge for the Pakistan army's offensive against Taliban fighters in South Waziristan. No group has claimed responsibility for the attack, but the Taliban is thought to be responsible.",2009/10/28,120.0,200.0,1,Pakistan,South Asia
153,Tehrik-i-Taliban Pakistan (TTP),764.0,suicide bomber,South Asia,Pakistan,"On Friday, near Jamrud, FATA, Pakistan, a suicide bomber detonated his explosives inside a mosque. At least 57 people were killed and 158 injured. Eighteen police officers and four paramilitary soldiers were killed in the blast. No motive was reported and government officials suspect Tehrik-e-Taliban Pakistan to be behind the attack.",2009/3/27,57.0,158.0,1,Pakistan,South Asia
327,Tehrik-i-Taliban Pakistan (TTP),755.0,suicide car,South Asia,Pakistan,"On Wednesday, gunmen reportedly fired on guards before detonating a suicide car bomb at the Inter-Services Intelligence and the Lahore Police headquarters in Lahore, Punjab, Pakistan.  Around 30 people were killed, over 200 injured, and both buildings were damaged in the attack. Hakimullah Mehsud, a commander of the Pakistan Taliban claimed responsibility for the attack and said it had been carried out in revenge for the ongoing military operation to force militants out of the Swat valley.",2009/5/27,30.0,200.0,1,Pakistan,South Asia
231,Liberation Tigers of Tamil Eelam (LTTE),700.0,heavy machine,South Asia,Sri Lanka,"On Monday, militants began firing on civilians in the No Fire Zone with heavy machine guns, driving them towards a lagoon where three suicide bombers were waiting to attack them in Putumattalan, North Eastern, Sri Lanka. Seventeen civilians were killed and over 200 were injured, but no specifics were given as to whether they were killed by the gun fire or suicide bombers. The attack began at 0900 and ended at 1300. No group claimed responsibility, but the Liberation Tigers of Tamil Eelam (LTTE) are believed to be responsible.",2009/4/20,20.0,200.0,0,Sri Lanka,South Asia
606,Taliban,377.0,five reported,South Asia,Afghanistan,"On Tuesday, on Ogata Road in Kandahar, Kandahar, Afghanistan, assailants detonated five vehicle-borne improvised explosive devices targeting a Japanese construction company. The blast killed 36 civilians, wounded 64, and damaged dozens of residences, buildings, shops, and businesses in the area. The blast knocked out windows and doors of buildings that were in one kilometer radius of the bomb. Out of the five reported vehicle-borne improvised explosive devices, only one was confirmed. No group claimed responsibility but the Taliban is suspected of being responsible.",2009/8/25,36.0,64.0,1,Afghanistan,South Asia
69,Liberation Tigers of Tamil Eelam (LTTE),342.0,least another,South Asia,Sri Lanka,"A female suicide bomber from the Liberation Tigers of Tamil Eelam (LTTE) blew herself up at a rescue centre for internally displaced persons in Sugandirapuram, Sri Lanka.  At least 29 people were killed and at least another 64 were injured.  Both soldiers and civilians were amongst the victims.   Sources speculate that the attack was intended to target civilians fleeing the area.",2009/2/9,30.0,64.0,-9,Sri Lanka,South Asia
70,Liberation Tigers of Tamil Eelam (LTTE),320.0,militants opened,South Asia,Sri Lanka,"On Tuesday,19 civilians were killed and 75 others were injured as the Liberation Tigers of Tamil Eelam (LTTE) militants opened fire on a group of civilians fleeing the outfit-held areas of Puthukkudiyiruppu in the Mullaitivu district. The attack occurred as the civilians were attempting to flee the village. No group claimed responsibility, though its believed that the LTTE was responsible.",2009/2/10,19.0,75.0,-9,Sri Lanka,South Asia
689,Taliban,319.0,taliban claimed,South Asia,Afghanistan,"On Thursday morning at about 0830, in Kabul, Kabul, Afghanistan, a suicide bomber detonated his vehicle-borne improvised explosive device near the outer wall of the Indian Embassy, killing 12 police officers and civilians, injuring at least 83 police officers and civilians, and damaging the embassy, many vehicles, many residences, and many shops. The Indian embassy was located near Afghanistan's Ministry of Interior, which was also damaged. The Taliban claimed responsibility.",2009/10/8,13.0,83.0,1,Afghanistan,South Asia
297,Taliban,294.0,two security,South Asia,Afghanistan,"On Tuesday morning, in Mahmud-e Raqi, Kapisa, Afghanistan, assailants conducted an assault, by releasing a toxic gas inside a girls' school, injuring 84 students, 11 teachers, and two security guards. No group claimed responsibility but it is believed the Taliban was responsible.",2009/5/12,0.0,98.0,-9,Afghanistan,South Asia
175,United Liberation Front of Assam (ULFA),221.0,wounding three,South Asia,India,"On Monday afternoon at about 1400, in Maligaon, Guwahati, Kamrup, Assam, India, assailants detonated a vehicle-borne improvised explosive device in the parking area of a busy market, killing nine civilians, wounding approximately 57 others, and damaging two bicycles, two cars, approximately 20 motorcycles, and one police station. About two hours later, in Dhekiajuli, Sonapur, Assam, India, assailants detonated a VBIED in a marketplace, killing one civilian, wounding three others, and damaging the market.  No group claimed responsibility, but authorities believed the United Liberation Front of Assam (ULFA) was responsible.",2009/4/6,9.0,57.0,1,India,South Asia
806,United Liberation Front of Assam (ULFA),207.0,wounding three,South Asia,India,"On Sunday morning, in Nalbari, Assam, India, an improvised explosive device (IED) attached to a bicycle exploded in front of a hotel, wounding three civilians and damaging a scooter and two bicycles. At about 1000, as people were responding to assist the wounded, a second IED exploded in the area, killing eight civilians and wounding 49 others and two children. No group claimed responsibility, although it was widely believed the United Liberation Front of Assam (ULFA) was responsible.",2009/11/22,8.0,54.0,1,India,South Asia
797,Communist Party of India - Maoist (CPI-Maoist),150.0,wounding 45,South Asia,India,"On Thursday evening, near Manoharpur, West Singhbhum, Jharkhand, India, a bomb exploded on railway tracks as the Tata-Bilaspur passenger train was passing by, killing one child and one civilian, wounding 45 civilians, and damaging the train and the railway tracks. No group claimed responsibility, although it was widely believed a Maoist faction was responsible.",2009/11/19,2.0,45.0,1,India,South Asia
380,Communist Party of India - Maoist (CPI-Maoist),132.0,maoist ,South Asia,India,"On Friday, members of the Communist Party of India (Maoist), attacked the State Bank of India branch near Phusro market, Bokaro, Jharkhand, India. Twelve policemen were killed while 14 officers and 10 civilians were injured in the indiscriminate firing. Communist Party of India (Maoist) claimed responsibility.",2009/6/12,12.0,24.0,0,India,South Asia
414,Communist Party of India - Maoist (CPI-Maoist),131.0,twelve officers,South Asia,India,"On Saturday evening, in Tonagapal, Dantewada, Chhattisgarh, India, twelve Indian police officers were killed and twelve officers wounded when their vehicle went over a land mine planted by suspected Communist Party of India-Maoist rebels. Other police officers watching the attack, fired upon the rebels, leaving seven dead.",2009/6/20,19.0,12.0,-9,India,South Asia
0,United Liberation Front of Assam (ULFA),66.0,third bombing,South Asia,India,"On Thursday afternoon at 1425, the first bomb of a series of three bomb attacks occurred in a market place in Birubari area of Guwahati, Assam, India. The bomb was planted in a GMC garbage bin near the Assam Association of the Deaf office and used steel ball bearings. The second bombing occurred at 1725 at a marketplace in the Bootnath area. The third bombing occurred at 1740 at a marketplace in Bhangagarh. The two bombs were attached to bicycles and were packed with steel balls. The combined casualties of all the attacks are five dead and 50 wounded. Two of the deceased were identified as Amal Das (45) and Kohil Sheikh (7). A shop, a market and the garbage dumpster were damaged in the attack. Police said the serial blasts took place as Indian Home Minister P. Chidambaram was on an official visit to Guwahati to review security in India's restive northeast. A senior security official said that one of the bombs went off near the route the home minister was scheduled to take. Police suspect the United Liberation Front of Assam (ULFA) to be responsible. No group claimed responsibility.",2009/1/1,2.0,17.0,1,India,South Asia
