,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
72,Islamic State of Iraq (ISI),2171.0,lease one,Middle East & North Africa,Iraq,"On Wednesday morning between 1030 and 1100, in the Ar Rusafa and Al Karkh districts of Baghdad, Iraq, a suicide bomber detonated a vehicle-borne improvised explosive device (VBIED) on an overpass near the Finance Ministry in the central Bab al Muazzam neighborhood. Simultaneously, assailants detonated a VBIED outside the Foreign Ministry near the central International (Green) Zone, killing 101 government employees, civilians, and children; wounding 552 government employees, civilians, and children; and damaging one overpass, scores of vehicles, three government buildings, at least one hundred residences including apartment buildings, one school, one hotel, and over at lease one hundred other buildings. Authorities discovered and safely defused two more VBIEDs near the Foreign Ministry. The Islamic State of Iraq (ISI) claimed responsibility, but authorities also blamed Baathists from the former regime.",2009/8/19,102.0,552.0,1,Iraq,Middle East & North Africa
88,Islamic State of Iraq (ISI),1470.0,al karkh,Middle East & North Africa,Iraq,"On Sunday morning at 1030, one of two suicide bombers detonated at an intersection near the justice and municipalities ministries in Haifa street in the Al Karkh district in the As Salihiyah neighborhood in Baghdad, Baghdad, Iraq. One of the vehicles was identified in footage, when driving up to the justice ministry building, as a white Renault truck with the logo of the Department of Water in Fallujah. The truck was loaded with two tons of explosives. A total of 77 people were killed, including thirty-five employees of the Ministry of Justice, and 360 were wounded including two U.S. contractors. The explosions damaged the Ministry of Justice building, one hotel, one embassy, 156 vehicles, and destroyed dozens of cars and smashed water pipes. The Islamic State of Iraq has claimed responsibility for the attack by posting the claim on the internet.",2009/10/25,77.0,360.0,1,Iraq,Middle East & North Africa
87,Islamic State of Iraq (ISI),1465.0,baghdad provincial,Middle East & North Africa,Iraq,"On Sunday morning at 1030, one of two suicide bombers detonated nearby Baghdad provincial government offices in the Al Karkh District of the Salhiyeh neighborhood in Baghdad, Baghdad, Iraq, which also houses Baghdad's governor. A minibus packed with explosives detonated killing 76, including twenty-five staff members of the Baghdad Provincial Council. The attack also wounded 360, including one U.S. contractor. The explosion damaged the Ministry of Municipalities and Public Works, and the Baghdad Provincial Administration building, one hotel, one embassy, and 156 vehicles, as well as destroyed dozens of cars and smashed water pipes. The Islamic State of Iraq has claimed responsibility for the attack by posting the claim on the internet.",2009/10/25,76.0,360.0,1,Iraq,Middle East & North Africa
108,Al-Qaida in Iraq,435.0,supreme court,Middle East & North Africa,Iraq,"On Tuesday morning, the fourth of five suicide car-bombs detonated at the Supreme Court building in Mansour neighborhood in west Baghdad, Iraq. Twenty-five people were killed and 100 were wounded in the attack. It is unknown in the attack caused any property damage. Al Qaeda militants claimed responsibility for the attack.",2009/12/8,27.0,100.0,-9,Iraq,Middle East & North Africa
109,Al-Qaida in Iraq,435.0,five suicide,Middle East & North Africa,Iraq,"On Tuesday morning, the fifth of five suicide car-bombs detonated at the substitute building of the financial ministry building in downtown Baghdad, Iraq. Twenty-five people were killed and 100 were wounded in the attack. It is unknown in the attack caused any property damage. Al Qaeda militants claimed responsibility for the attack.",2009/12/8,27.0,100.0,-9,Iraq,Middle East & North Africa
105,Al-Qaida in Iraq,430.0,bombs detonated,Middle East & North Africa,Iraq,"On Tuesday morning, at 1025, the first of five suicide car-bombs detonated near a technical college in Doura neighborhood in central Baghdad, Iraq. The vehicle was packed with 850 kilograms of explosives. Twenty-five people were killed and 100 were wounded in the attack. Al Qaeda militants claimed responsibility for the attack.",2009/12/8,26.0,100.0,-9,Iraq,Middle East & North Africa
71,Al-Qaida in the Islamic Maghreb (AQIM),334.0,suicide bomber,Western Europe,Spain,"On Tuesday morning, a suicide bomber drove a car packed with explosives into an Algerian police academy in Les Issers, Boumerdès, Algeria. The bomb killed 43 people and injured 38 others. Actual damage is unknown. No group claimed responsibility but al Qaeda is suspected for this attack.",2009/8/18,43.0,38.0,1,Algeria,Middle East & North Africa
47,Al-Qaida in the Islamic Maghreb (AQIM),124.0,assailants also,Western Europe,Spain,"Members of Al-Qa ida in the Lands of the Islamic Maghreb (AQLIM) ambushed a convoy of police near El Mehir, Bordj Bou Arreridj province, Algeria.  The convoy was returning from escorting  Chinese construction workers to a road project when they were attacked.  The assailants detonated two roadside bombs as the convoy passed by, then opened fire on it.  At least 18 officers and one civilian was killed in the attack, while another eight were injured; the assailants also took the victims' weapons and uniforms.",2009/6/17,19.0,8.0,1,Algeria,Middle East & North Africa
44,Al-Qaida in the Islamic Maghreb (AQIM),61.0,improvised explosive,Western Europe,Spain,"Approximately 30 suspected Al-Qa ida militants ambushed a convoy tranporting high school entrance examinations in Timezrit, Boumerdès province, Algeria.  The assailants detonated an improvised explosive device in the vicinity of the convoy, then opened fire on the two police cars that were escorting the school officials and the exams.  Two teachers and eight police officers were killed in the attack; at least two other people were injured.",2009/6/2,10.0,2.0,1,Algeria,Middle East & North Africa
52,Kurdistan Workers' Party (PKK),47.0,wounding nine,Middle East & North Africa,Turkey,"On Monday morning, in Silopi, Sirnak, Turkey, a landmine exploded as a bus carrying construction workers passed over it, killing four civilians, wounding nine others, and damaging the bus. No group claimed responsibility, although the rovincial governor's office said the explosive device was believed to have been laid by the separatist rebel Kurdistan Workers' Party (PKK).",2009/7/6,4.0,9.0,-9,Turkey,Middle East & North Africa
70,Kurdistan Workers' Party (PKK),13.0,wounding one,Middle East & North Africa,Turkey,"On Friday, in the Gaziosmanpasa area of Istanbul, Istanbul, Turkey, a bomb exploded outside a textile factory, killing one security guard, wounding one civilian, and damaging the factory. No group claimed responsibility, although it was widely believed Kongra-Gel (KGK, PKK, TAK, KADEK, HPG) was responsible.",2009/8/14,1.0,1.0,1,Turkey,Middle East & North Africa
21,Asa'ib Ahl al-Haqq,12.0,wounding four,Middle East & North Africa,Iraq,"On Monday afternoon at approximately 1700, in the 'Azamiyah district of Baghdad, Iraq, a roadside improvised explosive device exploded, wounding four civilians and causing an unknown amount of property damage.  Asa'ib Ahl al-Haqq/Islamic Shiite Resistance (AAH) claimed responsibility.",2009/4/6,0.0,4.0,-9,Iraq,Middle East & North Africa
46,Asa'ib Ahl al-Haqq,6.0,wounding two,Middle East & North Africa,Iraq,"On Monday at about 1200 noon, in Al Khalis, Diyala, Iraq, an improvised explosive device exploded, wounding two civilians. Asa'ib Ahl al-Haqq/Islamic Shiite Resistance (AAH) claimed responsibility.",2009/6/15,0.0,2.0,-9,Iraq,Middle East & North Africa
