,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
82,Al-Shabaab,405.0,two related,Sub-Saharan Africa,Somalia,"On Sunday night around 2230, in one of two related attacks, at the Kyaddondo rugby grounds in Kampala, Kampala province, Uganda, unidentified assailants detonated two  explosive devices almost simultaneously, targeting a group of civilians watching a World Cup soccer game. The explosion killed 60 people including one American national and several others including Indian, Irish, Ethiopian, Eritrean and Congolese nationals and injured 35 others. The attack caused an unknown amount of property damage to the rugby grounds. The militant group al-Shabaab claimed responsibility for the attack. Although the group claimed the bombing was not a suicide attack, authorities indicate that evidence from the scene suggests that it was. Thirty-six individuals have been charged in connection with the bombings.",2010/7/11,60.0,35.0,-9
1,Lord's Resistance Army (LRA),375.0,least 74,Sub-Saharan Africa,Uganda,"On Tuesday, in the village of Kpanga near the Niangara, Orientale, Congo (Kinshasa), assailants burned homes, attacked and killed at least 74 civilians by unknown means and kidnapped an unknown amount of civilians. No group has claimed responsibility for the attack, but the group Lord's Resistance Army (LRA) is thought to be responsible for the attack. The status of the hostages is unknown.",2010/2/2,74.0,0.0,1
81,Al-Shabaab,188.0,injured 36,Sub-Saharan Africa,Somalia,"On Sunday night around 2230, in a restaurant in the Kabalagala suburb of Kampala, Kampala province, Uganda, in one of two related attacks unidentified assailants detonated an improvised explosive device targeting a group of civilians watching a World Cup soccer game. The explosion killed 15 people and injured 36 others and caused an unknown amount of property damage to the restaurant. The militant group al-Shabaab claimed responsibility for the attack. Although the group claimed the bombing was not a suicide attack, authorities indicate that evidence from the scene suggests that it was.  Thirty-six individuals have been charged in connection with the bombings.",2010/7/11,15.0,36.0,1
88,Al-Shabaab,160.0,unidentified armed,Sub-Saharan Africa,Somalia,"On Tuesday, in Mogadishu, Banaadir, Somalia, 31 people including six parliament members were killed when unidentified armed gunmen and one suicide bomber dressed in army uniforms stormed and attacked people in the Muna Hotel; no damage was reported. The militant group al-Shabaab claimed responsibility for the attack.",2010/8/24,32.0,0.0,0
104,Movement for the Emancipation of the Niger Delta (MEND),121.0,two linked,Sub-Saharan Africa,Nigeria,"On Friday, in Abuja city, Abuja Federal Capital Territory, Nigeria, in one of two linked attacks, seven people including one police officer were killed and 27 were injured when militants detonated two vehicle-borne improvised explosive devices near the Nigerian justice ministry building. The attack targeted a parade celebrating the 50th anniversary of independence and caused an unknown amount of property damage. The militant group Movement for the Emancipation of the Niger Delta claimed responsibility for the attack.",2010/10/1,7.0,27.0,1
21,Lord's Resistance Army (LRA),116.0,ugandan lord,Sub-Saharan Africa,Uganda,"On Sunday, in Agoumar village in Mbomou, Central African Republic, militants killed ten people, injured 22 and kidnapped 50. This incident was part of a series of three related attacks that also targeted the villages of Mboki and Zemio. It is unknown if the attack caused any property damage. The status of the hostages was unknown. No group claimed responsibility, but it was suspected that Ugandan Lords Resistance Army rebels were responsible.",2010/3/21,10.0,22.0,-9
135,Hizbul al Islam (Somalia),115.0,unknown number,Sub-Saharan Africa,Somalia,"On Saturday morning, in Bur Hakkaba, Bay, Somalia, twenty three people including five militants were killed and an unknown number of people were injured when Hizbul al Islam militants attacked Al Shabaab militants by unknown means. The militant group Hizbul al Islam claimed responsibility for the attack.",2010/12/11,23.0,0.0,-9
130,Hizbul al Islam (Somalia),79.0,eight militants,Sub-Saharan Africa,Somalia,"On Thursday, in Bur Hakkaba, Bay, Somalia, eight militants were killed and 13 others were injured when unidentified militants attacked Al Shabaab militant bases by unknown means. No damage was reported and no group has claimed responsibility, but the militant group Hizbul al Islam was suspected to be responsible for the attack.",2010/12/2,8.0,13.0,-9
105,Movement for the Emancipation of the Niger Delta (MEND),64.0,two linked,Sub-Saharan Africa,Nigeria,"On Friday, in Abuja city, Abuja Federal Capital Territory, Nigeria, in one of two linked attacks, four people were killed and 13 were injured when militants detonated a vehicle-borne improvised explosive device in the Eagle Square. The attack targeted a parade celebrating the 50th anniversary of independence. One vehicle was destroyed and the Movement for the Emancipation of the Niger Delta claimed responsibility for the attack.",2010/10/1,4.0,13.0,1
108,Hizbul al Islam (Somalia),56.0,protesting civilians,Sub-Saharan Africa,Somalia,"On Friday, in Haradhere, Mudug, Somalia, four people were killed and 12 others were injured when unidentified militants fired upon a group of protesting civilians with firearms. No group has claimed responsibility, but the militant group Hizbul al Islam was thought to be responsible for the attack.",2010/10/1,4.0,12.0,-9
