,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
639,Al-Qaida in the Arabian Peninsula (AQAP),990.0,suicide bomber,Middle East & North Africa,Yemen,"Assailants attacked the Ministry of Defense in Sanaa city, Amanat Al-Asimah governorate, Yemen. The attack began when a suicide bomber detonated an explosives-laden vehicle at the entrance of the ministry. Following the explosion, 12 assailants opened fire on the military and civilian personnel within the complex. The assailants then entered the Al-Oradi military hospital and a laboratory facility and continued their attack. In addition to 12 assailants, 56 military personnel and civilians were killed, while 215 others were injured in the attack. Furthermore, three buildings and ten vehicles were damaged in the attack. Al-Qai'da in the Arabian Peninsula (AQAP) claimed responsibility for the incident, stating that the Defense Ministry was targeted because it was being used as a staging area for United States (US) drone operations in Yemen.",2013/12/5,68.0,215.0,1,Yemen,Middle East & North Africa
546,Islamic State of Iraq and the Levant (ISIL),440.0,least 42,Middle East & North Africa,Iraq,"A suicide bomber detonated his explosives targeting Shiite Muslim pilgrims in the Kadhimiya area of Baghdad city, Baghdad governorate, Iraq. In addition to the bomber, at least 42 people were killed and another 75 were injured in the blast. No group claimed responsibility for the incident; however, sources speculated that Islamic State of Iraq and the Levant (ISIL) was behind the attack.",2013/10/5,43.0,75.0,-9,Iraq,Middle East & North Africa
43,Al-Qaida in Iraq,440.0,al qa,Middle East & North Africa,Iraq,"A suicide bomber named Ahmed Ibrahim Hassan al-Hashmawi detonated explosives at a funeral for a politician killed the previous day in Tuz Khurmato, Saladin governorate, Iraq. Among those in attendance were the provincial governor and high-ranking military officers. Forty-two people were killed and 75 were wounded in the blast. No group claimed responsibility for the incident; however, Al Qa ida in Iraq is suspected.",2013/1/23,43.0,75.0,0,Iraq,Middle East & North Africa
53,Al-Qaida in Iraq,395.0,70 people,Middle East & North Africa,Iraq,"A suicide car bomb detonated outside of a police headquarters in Kirkuk city, Kirkuk, Iraq. The explosion was followed by an armed attack involving grenades and gunfire. At least 36 people died and 70 people were injured in the attack. No group claimed responsibility for the incident; however, sources suspected that Al-Qaida in Iraq was involved in the event.",2013/2/3,36.0,70.0,1,Iraq,Middle East & North Africa
13,Al-Qaida in Iraq,365.0,two coordinated,Middle East & North Africa,Iraq,"A suicide bomber detonated an explosives-laden vehicle near the offices of Massoud Barzani, a regional leader of the Kurdistan Democratic Party (KDP) in Kirkuk city, Kirkuk, Iraq. In addition to the bomber, at least 17 people were killed and another 90 people were injured in the blast. This was one of two coordinated bombings in the same area of the city and one of 14 coordinated attacks across the country on the same day. Al-Qaida in Iraq claimed responsibility for the incidents.",2013/1/16,18.0,90.0,1,Iraq,Middle East & North Africa
522,Islamic State of Iraq and the Levant (ISIL),360.0,least 40,Middle East & North Africa,Iraq,"A suicide bomber detonated during a funeral at Al-Hussein Mosque in Musayyib city, Babil governorate, Iraq. In addition to the bomber, at least 40 people were killed and 50 others were injured in the blast. No group claimed responsibility; however, sources suspected that Islamic State of Iraq and the Levant (ISIL) was behind the attack.",2013/9/29,41.0,50.0,1,Iraq,Middle East & North Africa
152,Islamic State of Iraq and the Levant (ISIL),350.0,turkish authorities,Middle East & North Africa,Iraq,"An explosives-laden vehicle detonated outside City Hall in Reyhanli town, Hatay province, Turkey. This was one of two car bombs in Reyhanli on the same day. At least 53 civilians were killed and another 140 were injured across the two blasts. Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident; however, Turkish authorities denied the group's involvement, attributing the attack to Mihrac Ural, the leader of the Syrian Resistance.",2013/5/11,27.0,70.0,1,Turkey,Middle East & North Africa
592,Al-Nusrah Front,277.0,rif dimashq,Middle East & North Africa,Iraq,"An explosives-laden vehicle detonated at the Osama Bin Zeid mosque in Suq Wadi Barada town, Rif Dimashq governorate, Syria. At least 40 people were killed and 24 others were injured in the blast. No group claimed responsibility for this incident; however, state sources reported Al-Nusra Front was responsible for the attack.",2013/10/25,40.0,24.0,1,Syria,Middle East & North Africa
360,Al-Nusrah Front,263.0,laden vehicle,Middle East & North Africa,Iraq,"An explosives-laden vehicle detonated in Jaramana district, Damascus city, Damascus governorate, Syria. Eighteen citizens, including three children, were killed, and 56 others were wounded in the attack. The blast also damaged a bus and several nearby shops. No group claimed responsibility for this incident; however, officials suspected the Al-Nusrah Front was involved.",2013/8/6,18.0,56.0,1,Syria,Middle East & North Africa
501,Al-Qaida in the Arabian Peninsula (AQAP),260.0,yemeni army,Middle East & North Africa,Yemen,"A suicide bomber detonated an explosives-laden vehicle at a Yemeni Army camp in Azzan area, Shabwah governorate, Yemen. At least 38 soldiers were killed and at least 20 others were wounded. This was one of four attacks in Shabwah on this day, all of which were claimed by Al-Qaida in the Arabian Peninsula (AQAP).",2013/9/20,39.0,20.0,1,Yemen,Middle East & North Africa
