,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
1526,Boko Haram,1425.0,two suicide,Middle East & North Africa,Iraq,"Two suicide bombers and a roadside bomb detonated at the Grand Mosque in Kano city, Kano state, Nigeria. Assailants opened fire on worshippers fleeing the explosions. In addition to the assailants, at least 120 people were killed and 270 people were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",2014/11/28,122.0,270.0,1,Nigeria,Sub-Saharan Africa
423,Boko Haram,732.0,nyanya bus,Middle East & North Africa,Iraq,"An explosives-laden vehicle detonated at the Nyanya bus terminal in Abuja city, Abuja Capital Territory, Nigeria. At least 71 people were killed and 124 others were wounded in the blast. Abubakar Shekau, the leader of Boko Haram, claimed responsibility for the blast, stating that the attack was in retaliation for Nigeria's cooperation with the United States in killing Muslims.",2014/4/14,71.0,124.0,1,Nigeria,Sub-Saharan Africa
1522,Boko Haram,624.0,two coordinated,Middle East & North Africa,Iraq,"A female suicide bomber detonated at a market in Maiduguri city, Borno state, Nigeria. In addition to the bomber, 64 people were killed and 98 others were injured in the blast. This was one of two coordinated attacks on the market within a short period of time. This attack targeted a crowd that had collected in response to an earlier explosion. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",2014/11/25,65.0,98.0,1,Nigeria,Sub-Saharan Africa
552,Al-Shabaab,265.0,two explosive,Sub-Saharan Africa,Somalia,"Two explosive devices, one planted in a mini-bus and another planted under a vehicle, detonated simultaneously at the Gikomba market in Nairobi city, Nairobi county, Kenya. Ten people were killed and 70 others were wounded in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",2014/5/16,10.0,70.0,1,Kenya,Sub-Saharan Africa
709,Al-Shabaab,254.0,target political,Sub-Saharan Africa,Somalia,"A group of 50 assailants attacked Mpeketoni town, Lamu province, Kenya. At least 48 residents were killed and three residents were injured in the incident; assailant casualties are unknown. This was one of two attacks carried out by the same group on the same day. Al-Shabaab claimed responsibility for the incidents The specific motive is unknown; however, some sources stated that Al-Shabaab members committed the attack and told victims that the attack was in revenge for Kenyan intervention in Somalia; however, authorities later arrested a local governor, Issa Timamy, and accused him of orchestrating the attacks, which were meant to target political rivals. Timamy is currently awaiting trial.",2014/6/15,48.0,3.0,1,Kenya,Sub-Saharan Africa
614,Al-Shabaab,252.0,somali national,Sub-Saharan Africa,Somalia,"Assailants opened fire on a joint Ethiopian African Union Mission in Somalia (AMISOM) and Somali National Army (SNA) convoy in Caato, Bakool, Somalia. At least 39 people, including 27 soldiers and 12 assailants, were killed and 19 others were injured in the assault. Al-Shabaab claimed responsibility for the attack.",2014/5/27,39.0,19.0,-9,Somalia,Sub-Saharan Africa
13,Fulani extremists,247.0,thirty four,Sub-Saharan Africa,Nigeria,"More than 100 gunmen attacked the Shonong village, Bachit District, Plateau state, Nigeria. Thirty four people were killed and 24 others were wounded. Additionally, 56 homes were burned down and dozens of domesticated animals were stolen or killed in the attack. No group claimed responsibility for the incident; however, surviving victims and local authorities attributed the attack to Fulani militants.",2014/1/6,34.0,24.0,1,Nigeria,Sub-Saharan Africa
174,Janjaweed,229.0,south darfur,Sub-Saharan Africa,Sudan,"Assailants attacked Hijer Tunja area in South Darfur state, Sudan. At least 31 people were killed and 23 others were wounded and 35 villages were set on fire in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Janjaweed.",2014/2/28,31.0,23.0,1,Sudan,Sub-Saharan Africa
1221,Fulani extremists,188.0,least 12,Sub-Saharan Africa,Nigeria,"Assailants attacked residents and buildings in Fadan Karshi village, Kaduna state, Nigeria. At least 12 people were killed and 41 others were injured in the assault. This was one of four attacks carried out by the same group of assailants in Sanka local government area on this night. No group claimed responsibility; however, sources attributed the attacks to Fulani militants.",2014/9/17,12.0,41.0,1,Nigeria,Sub-Saharan Africa
1564,Allied Democratic Forces (ADF),186.0,north kivu,Sub-Saharan Africa,Uganda,"Assailants wielding axes and machetes attacked civilians in Oicha village, North Kivu province, Democratic Republic of the Congo. At least 36 people were killed and two others were wounded in the attack. Additionally, two people were abducted; their whereabouts are unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Allied Democratic Forces (ADF).",2014/12/7,36.0,2.0,-9,Democratic Republic of the Congo,Sub-Saharan Africa
