,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
16,Al-Qaida in the Islamic Maghreb (AQIM),69.0,including three,Western Europe,Spain,"Suspected Al-Qa ida insurgents detonated an improvised explosive device in Si Mustapha, Boumerdès province, Algeria.  The explosion occurred as a military convoy was driving past; two soldiers were killed in the incident.  18 people were injured, including three civilians that were traveling separately from the military convoy.",2010/5/19,2.0,18.0,1
23,Al-Qaida in the Islamic Maghreb (AQIM),59.0,tizi ouzou,Western Europe,Spain,"Four solders for the National People's Army died and thirteen others were wounded when three buried bombs detonated on the road between Tadmaid and Larbaa in Tizi Ouzou, Algeria.  It is suspected that AQLIM carried out the attack.",2010/7/14,4.0,13.0,0
38,Al-Qaida in the Islamic Maghreb (AQIM),55.0,islamic maghreb,Western Europe,Spain,"Five soldiers were killed and ten more were wounded when their convoy was ambushed by members of Al-Qa'idah in the Islamic Maghreb (AQLIM).  The ambush occurred in the Bounamane forest, outside of the town of Zekri in Bejaia, Algeria.  The soldiers were hit with both explosive devices and gunfire from automatic weapons.",2010/10/2,5.0,10.0,0
41,Conspiracy of Cells of Fire,8.0,improvised explosive,Western Europe,Greece,"On Monday, in Athens, Greece, Greece, in one of 13 related attacks, an employee of a civilian courier company was injured when an improvised explosive device that was hidden inside a package exploded. The package was addressed to the Mexican embassy in Athens. Several other parcel bombs were found addressed to other embassies in Athens earlier in the day. No damage was reported and the Conspiracy of Fire Nuclei claimed responsibility for the bombing. Thirteen of the group's members were arrested in connection with the attacks.",2010/11/1,0.0,1.0,1
3,Real Irish Republican Army (RIRA),8.0,north frederick,Western Europe,Ireland,"On Wednesday evening at about 2125, in Dublin, Dublin, Ireland, unknown assailants set fire to the Happy Hippy shop on North Frederick Street. The store suffered minor damage and one civilian was injured. No group claimed responsibility but the Real Irish Republican Army (RIRA) is suspected.",2010/2/17,0.0,1.0,1
10,Real Irish Republican Army (RIRA),8.0,two related,Western Europe,Ireland,"On Monday night at 0024, in Hollywood, six miles northeast of Belfast, Northern Ireland, Real Irish Republican Army (RIRA) militants detonated a vehicle borne improvised explosive device against the Palace barracks, injuring one civilian. According to reports, the bomb was placed inside of a stolen taxi, which was then left outside of the target building. This was one of two related attacks in northern Belfast between 04/11/2010 and 04/12/2010. RIRA both issued a threat prior to the blast, then claimed the attack in a phone call to the British Broadcasting Corporation.",2010/4/12,0.0,1.0,1
14,Conspiracy of Cells of Fire,8.0,several retail,Western Europe,Greece,"On Thursday night at about 2215, in Athens, Greece, a bomb exploded at the Korydallos Prison, injuring one civilian woman and damaging the prison, a nearby apartment building and several retail shops. The bomb contained 26 pounds of explosive and was detonated by a timer. Conspiracy of Fire Nuclei claimed responsibility.",2010/5/13,0.0,1.0,1
15,Conspiracy of Cells of Fire,8.0,local bar,Western Europe,Greece,"On Friday afternoon, in Thessaloniki, Greece, a bomb exploded inside a bathroom in the main court building injuring, injuring one court employee, Manolis Lampsidis, head of the local bar association, and damaging the courthouse. Conspiracy of Fire Nuclei claimed responsibility.",2010/5/14,0.0,1.0,1
1,Irish Republican Extremists,5.0,group claimed,Western Europe,Ireland,"On Wednesday morning. in Belfast, Northern Ireland, assailants threw a grenade at a police station, damaging the police station but causing no casualties. No group claimed responsibility, but it was widely believed that dissident republicans were responsible.",2010/2/3,0.0,0.0,1
29,Irish Republican Extremists,5.0,group claimed,Western Europe,Ireland,"On Saturday night around 2300, in the Drumalane Park area of Newry, County Armagh, Northern Ireland, unidentified militants in a silver Renault Megane threw a petrol bomb into the red Renault Laguna car of Damian McKevitt, an independent member of the District Policing Partnership, destroying the car. No casualties were reported and no group claimed responsibility, although dissident republicans were thought to be responsible.",2010/8/14,0.0,0.0,1
25,Animal Liberation Front (ALF),5.0,firebombed near,Western Europe,United Kingdom,"A farm was firebombed near Astoria, Oregon, United States.  Members of the Animal Liberation Front (ALF) claimed responsibility for the attack, stating that the farm was an active mink farm; however, authorities state that the farm had been inactive due to previous attacks.  ALF also stated that the attack consisted of ""eight incendiary devices"", which caused damage to vehicles and buildings.  There were no reports of injuries.",2010/7/27,0.0,0.0,1
39,Irish Republican Extremists,5.0,culmore road,Western Europe,Ireland,"On Tuesday, in the Culmore Road area of Londonderry, County Derry, Northern Ireland, a vehicle borne improvised explosive device (VBIED) was detonated by suspected dissident republican militants. Police received a warning about the VBIED and evacuated the area before it could be detonated. A bank and a number of nearby shops were damaged and no group has claimed responsibility for the attack.",2010/10/5,0.0,0.0,1
54,Animal Liberation Front (ALF),5.0,rural development,Western Europe,United Kingdom,"On Sunday evening at 2030, in the Colonia Lafayette neighborhood, Jalisco, Guadalajara, Mexico, five incendiary bombs composed of butane gasoline and an unknown amount of unspecified explosives was detonated outside the Secretary of Rural Development building on Hidalgo Avenue. The amount of property damages caused by the blast is unknown, but no casualties were reported. The Animal Liberation Front claimed responsibility for the attack through a communiqué posted to the website of BiteBack magazine. The group threatened investors' residences of a new slaughterhouse that was scheduled to open in Jalisco, Mexico.",2010/11/7,0.0,0.0,1
12,Animal Liberation Front (ALF),5.0,assailants set,Western Europe,United Kingdom,"On Friday night at 0315, in Denver, Colorado, United States of America, assailants set fire to a sheepskin factory and burned it to the ground. This is the second sheepskin factory in Colorado to be burned down. Police arrested one Walter Edmund Bond in connection to the sheepskin factory fire. The Animal Liberation Front claimed responsibility for the incident on the internet blog of BiteBack magazine.",2010/4/30,0.0,0.0,1
2,Real Irish Republican Army (RIRA),5.0,two adjoining,Western Europe,Ireland,"On Friday morning at about 0630, in Dublin, Dublin, Ireland, unknown assailants used petrol to set fire to Nirvana head shop on Capel Street. The store was destroyed and two adjoining stores were damaged but no casualties were reported. Police believe the fire was deliberately started by parents whose teenage children had consumed legal highs bought at the store. No group claimed responsibility but the Real Irish Republican Army (RIRA) was suspected.",2010/2/12,0.0,0.0,1
