,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
5,Revolutionary Armed Forces of Colombia (FARC),260.0,revolutionary armed,South America,Colombia,"An explosive device affixed to a motorcycle detonated near a police station in Tumaco municipality, Narino department, Colombia. Nine people died and 70 were injured in the blast. No group claimed responsibility for the incident, but police suspected the Revolutionary Armed Forces of Colombia (FARC), stating that the incident was in retaliation for recent security raids against leftist groups in Tumaco.",2012/2/1,9.0,70.0,1,Colombia,South America
33,Revolutionary Armed Forces of Colombia (FARC),147.0,sticky bomb,South America,Colombia,"A sticky bomb attached to the vehicle of Fernando Londono, a former government minister and journalist, detonated in Bogota city, Cundinamarca department, Colombia. Five people were killed and at least 39 others, including Londono, were injured. No group claimed responsibility for the attack; however, the Bogota police chief blamed the Revolutionary Armed Forces of Colombia (FARC).",2012/5/15,5.0,39.0,1,Colombia,South America
6,Revolutionary Armed Forces of Colombia (FARC),137.0,group claimed,South America,Colombia,"Assailants launched homemade mortar shells at a police station, killing six people, injuring 34 more, and causing property damage in Villa Rica town, Cauca department, Colombia. No group claimed responsibility for the attack, but government sources suspected the Revolutionary Armed Forces of Colombia (FARC). FARC denied any involvement. Defense Minister Juan Carlos Pinzon claimed that the attack was part of a FARC campaign to control drug routes.",2012/2/2,6.0,34.0,1,Colombia,South America
83,National Liberation Army of Colombia (ELN),65.0,group claimed,South America,Colombia,"A remote-controlled explosive device detonated outside a hospital in Samaniego municipality, Narino department, Colombia. Twenty people were injured in the blast. No group claimed responsibility for the incident; however, the army attributed it to the Comuneros del Sur Front, a part of the National Liberation Army (ELN).",2012/9/24,0.0,20.0,1,Colombia,South America
70,Shining Path (SL),40.0,group claimed,South America,Peru,"Assailants attacked a military patrol in Satipo province, Junin region, Peru. Five soldiers were killed and five wounded in the attack. No group claimed responsibility for the incident; however, sources attributed it to the Shining Path (SL).",2012/8/15,5.0,5.0,0,Peru,South America
101,National Liberation Army of Colombia (ELN),15.0,national liberation,South America,Colombia,"Assailants attacked a military patrol in El Tarra municipality, Norte de Santander department, Colombia. Five soldiers were injured in the attack. No group claimed responsibility for the incident; however, authorities attributed the attack to the National Liberation Army of Colombia (ELN).",2012/12/24,0.0,5.0,0,Colombia,South America
96,National Liberation Army of Colombia (ELN),14.0,national liberation,South America,Colombia,"Explosive devices detonated in a rural area of Tarra town, Norte de Santander department, Colombia. The blast occurred in the vicinity of a group of four civilians and a soldier; one person was killed and three more were injured. National Liberation Army of Colombia (ELN) is believed to be responsible for the bombing.",2012/11/17,1.0,3.0,0,Colombia,South America
19,Right-Wing Paramilitaries,10.0,group claimed,South America,Colombia,"Assailants abducted a local activist and his son in San Pedro Uraba municipality, Antioquia department, Colombia. At the time of his abduction, the activist was supposed to be showing government officials land which had been seized from local peasants. The bodies of the victims were found on March 28, 2012. No group claimed responsibility for the abduction; however, the Inter-Church Commission for Justice and Peace (CIJP) identified the perpetrators as right-wing paramilitaries.",2012/3/23,2.0,0.0,0,Colombia,South America
84,Shining Path (SL),9.0,three military,South America,Peru,"Assailants attacked a counterterrorism base in La Convencion province, Cuzco region, Peru. Three military officers were injured in the attack. No group claimed responsibility for the incident, but sources suspected the Shining Path.",2012/9/26,0.0,3.0,0,Peru,South America
80,Paraguayan People's Army (EPP),6.0,group claimed,South America,Paraguay,"Assailants opened fire on a police kiosk in Concepcion province, Paraguay. At least two police officers were injured in the assault. No group claimed responsibility; however, sources suspect that the Paraguayan People's Army (EPP) was behind the attack.",2012/9/4,0.0,2.0,0,Paraguay,South America
79,Paraguayan People's Army (EPP),5.0,group claimed,South America,Paraguay,"Assailants attacked and killed the aunt of one of their members in Concepcion province, Paraguay. No group claimed responsibility for the incident, but sources suspected the Paraguayan People's Army (EPP). Sources further noted that the target was believed to have provided police with information about the EPP.",2012/9/4,1.0,0.0,0,Paraguay,South America
85,Shining Path (SL),5.0,group claimed,South America,Peru,"Assailants set fire to three helicopters owned by an oil consortium in Kiteni area, Cusco province, Peru. There were no reported casualties; however, all three helicopters were destroyed in the attack. No group claimed responsibility for the incident, but sources attributed it to the Shining Path (SL).",2012/10/6,0.0,0.0,1,Peru,South America
95,Paraguayan People's Army (EPP),0.0,san pedro,South America,Paraguay,"Assailants armed with a saw attempted to cut down a Paraguay National Administration of Electricity (ANDE) power transmission tower in Manitoba, San Pedro department, Paraguay. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the incident to the Paraguayan People's Army (EPP).",2012/11/15,0.0,0.0,0,Paraguay,South America
