,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
6,Muslim extremists,20.0,avenge palestinian,South Asia,Afghanistan,"Four people, including children, were shot and killed outside a Jewish school in Toulouse city, Midi-Pyrenees region, France. Mohammed Merah, a French citizen of Algerian descent, claimed responsibility for the attack, stating that it was carried out in order to avenge Palestinian children.",2012/3/19,4.0,0.0,0,France,Western Europe
5,Muslim extremists,15.0,three uniformed,South Asia,Afghanistan,"Three uniformed soldiers were shot and killed in Montauban, Midi-Pyrenees, France. The soldiers were attacked while they stood in line at a cash machine. Mohammed Merah, a French citizen of Algerian descent, claimed responsibility for this incident.",2012/3/15,3.0,0.0,0,France,Western Europe
40,Corsican National Liberation Front (FLNC),5.0,vacation homes,Western Europe,France,"Assailants detonated an explosive device in a holiday home in Corsica region, France. This was one of 26 attacks on vacation homes throughout the island on May 11, 2012. The Corsican National Liberation Front (FLNC) claimed responsibility for the incidents, stating they carried out the attack to fight property speculation.",2012/5/11,0.0,0.0,1,France,Western Europe
72,Corsican National Liberation Front (FLNC),5.0,construction vacation,Western Europe,France,"Assailants detonated an explosive device at an under-construction vacation home in Corsica region, France. This was one of 24 similar attacks on the same night. There were no reported casualties; however, 26 houses were destroyed in the blasts. The Corsican National Liberation Front (FLNC) claimed responsibility for the incident by writing the group name on the walls of one of the targeted houses.",2012/12/8,0.0,0.0,1,France,Western Europe
50,Corsican National Liberation Front (FLNC),5.0,group claimed,Western Europe,France,"An explosive device went off near a supermarket in Alistro commune, Haute-Corse department, Corsica region, France. This was one of seven attacks on supermarkets around Corsica on the night of September 9, 2012. No one was injured in the attacks, but material damage was done. No group claimed responsibility for the blasts; however, sources noted that the Corsican National Liberation Front (FLNC) had perpetrated similar attacks against supermarkets in the past.",2012/9/9,0.0,0.0,1,France,Western Europe
43,Oglaigh na hEireann,5.0,police officers,Western Europe,Ireland,"Assailants threw a hand grenade at police officers responding to an emergency call in Ballyskeagh town, Lisburn district, Northern Ireland, United Kingdom. There were no reported casualties in the explosion, although at least two cars were damaged. Oglaigh na hEireann claimed responsibility in for the incident, stating that there would be more to follow.",2012/6/6,0.0,0.0,1,United Kingdom,Western Europe
42,Informal Anarchist Federation,5.0,industrial complex,Western Europe,Italy,"Assailants sabotaged railway signals in Bedminster neighborhood, Bristol city, South West England region, England, United Kingdom. No one was injured in the attack; however, cables were burned and damaged. In a statement on the internet, the Informal Anarchist Federation claimed responsibility and stated that the attack was designed to disrupt the travel of workers for the 'military-industrial complex,' the Ministry of Defense, and corporations in Bristol.",2012/5/22,0.0,0.0,1,United Kingdom,Western Europe
41,Informal Anarchist Federation,5.0,informal anarchist,Western Europe,Italy,"Assailants threw two petrol bombs at the Equitalia tax enforcement agency in Livorno city, Tuscany region, Italy. No one was injured in the attack. No group claimed responsibility for the incident; however, officials suspected the Informal Anarchist Federation.",2012/5/12,0.0,0.0,1,Italy,Western Europe
55,Informal Anarchist Federation,5.0,nazi political,Western Europe,Italy,"An explosive device detonated at the office of Golden Dawn, a Greek neo-Nazi political group, in Aspropyrgos district, Athens city, Attica region, Greece. There were no reported casualties; however, the office and surrounding buildings were damaged in the blast. According to an online statement, the Informal Anarchist Federation claimed responsibility for the attack, stating that they targeted the Golden Dawn party offices because they wanted to attack them first before Golden Dawn attacked them.",2012/12/4,0.0,0.0,1,Greece,Western Europe
4,Muslim extremists,5.0,mohammed merah,South Asia,Afghanistan,"A soldier was shot and killed in Toulouse, Midi-Pyrenees, France. The soldier was off-base and out of uniform when the attack occurred. Mohammed Merah, a French citizen of Algerian descent, claimed responsibility for the attack.",2012/3/11,1.0,0.0,0,France,Western Europe
10,Oglaigh na hEireann,3.0,assailants opened,Western Europe,Ireland,"Assailants opened fire on a person in Twinbrook estate in Belfast city, Antrim district, Northern Ireland, United Kingdom. The target was injured in the attack. Oglaigh na hEireann claimed responsibility for the incident.",2012/4/11,0.0,1.0,0,United Kingdom,Western Europe
0,Oglaigh na hEireann,0.0,united kingdom,Western Europe,Ireland,"A soldier discovered an explosive device under the seat of his car in Ligoniel neighborhood, Belfast city, Belfast district, Northern Ireland, United Kingdom. The device was then detonated in a controlled explosion. Oglaigh na hEireann claimed responsibility for the incident.",2012/1/5,0.0,0.0,0,United Kingdom,Western Europe
54,Dissident Republicans,0.0,two explosive,Western Europe,Ireland,"Two explosive devices, one in a bag and one attached to a bicycle, were found and defused near the Derry City Council in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. No group claimed responsibility; however, police suspected dissident republicans.",2012/9/21,0.0,0.0,0,United Kingdom,Western Europe
46,Dissident Republicans,0.0,group claimed,Western Europe,Ireland,"A pipe bomb was discovered and defused near Brownlow police station in Craigavon city, Craigavon district, Northern Ireland, United Kingdom. No group claimed responsibility for the attack; however, a source attributed it to dissident republicans.",2012/8/1,0.0,0.0,0,United Kingdom,Western Europe
1,Dissident Republicans,0.0,two explosive,Western Europe,Ireland,"An explosive device detonated on Foyle Street near several businesses and a police station in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. No one was injured. This was one of two explosive devices to detonate on this date in Derry. The police had received a phone call approximately 40 minutes before the blasts warning them. No group claimed responsibility for the attack; however, sources attributed it to dissident republicans.",2012/1/19,0.0,0.0,-9,United Kingdom,Western Europe
