,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
6,White extremists,47.0,white supremacist,North America,United States,"Wade Michael Page attacked a Sikh temple in Oak Creek, Wisconsin, United States. At least six people were killed and four others wounded before Page was shot by a responding police officer and subsequently died from a self-inflicted gunshot wound. No group claimed responsibility for the incident; however, the assailant was a member of a white supremacist organization.",2012/8/5,7.0,4.0,0,United States,North America
0,Anti-Muslim extremists,5.0,ray lazier,North America,United States,"An assailant threw two incendiary devices at a house used for Hindu worship services in Queens, New York City, United States. The devices fizzled out before catching fire. This was one of four arson attacks in Queens on this date. Ray Lazier Lengend was arrested and claimed responsibility for the series of incidents. Sources provide conflicting reports regarding whether they were personally or ideologically motivated.",2012/1/1,0.0,0.0,1,United States,North America
1,Anti-Muslim extremists,5.0,ray lazier,North America,United States,"An assailant threw three incendiary devices at the Imam Al-Khoei Foundation in Queens, New York City, United States. The devices caused minimal damage to the building. This was one of four arson attacks in Queens on this date. Ray Lazier Lengend was arrested and claimed responsibility for the series of incidents. Sources provide conflicting reports regarding whether they were personally or ideologically motivated.",2012/1/1,0.0,0.0,1,United States,North America
2,Anti-Muslim extremists,5.0,ray lazier,North America,United States,"An assailant threw an incendiary device at a house in Queens, New York City, United States. The fire caused extensive damage to the house. This was one of four arson attacks in Queens on this date. Ray Lazier Lengend was arrested and claimed responsibility for the series of incidents. Sources provide conflicting reports regarding whether they were personally or ideologically motivated.",2012/1/1,0.0,0.0,1,United States,North America
4,White extremists,5.0,predominantly african,North America,United States,"Assailants set fire to the New Holy Deliverance Outreach Ministry in Axton, Virginia, United States. There were no reported casualties in the attack. An individual, identified as Jean-Claude Bridges, claimed responsibility for the incident and stated that he targeted the church because the congregation was predominantly African American.",2012/5/20,0.0,0.0,1,United States,North America
9,Iraqi extremists,5.0,abdullatif ali,Middle East & North Africa,Iraq,"A small incendiary device exploded at the entrance of a Social Security Administration building in Casa Grande, Arizona, United States. No one was injured in the blast, although the building was slightly damaged. An Iraqi civilian, Abdullatif Ali Aldosary, was taken into custody in connection with the incident.",2012/11/30,0.0,0.0,1,United States,North America
3,Anti-Muslim extremists,5.0,ray lazier,North America,United States,"An assailant threw an incendiary device at a bodega in Queens, New York City, United States. Damages were reported, but their extent is unknown. This was one of four arson attacks in Queens on this date. Ray Lazier Lengend was arrested and claimed responsibility for the series of incidents. Sources provide conflicting reports regarding whether they were personally or ideologically motivated.",2012/1/1,0.0,0.0,1,United States,North America
5,Anti-Muslim extremists,5.0,incendiary device,North America,United States,"An assailant threw an incendiary device onto the roof of a mosque owned by the Islamic Society of Joplin in Joplin, Missouri, United States. No casualties were reported in the attack; however, the roof was damaged. This same mosque was later destroyed by arson on August 6, 2012. On October 19, 2012, Jedediah Stout was arrested and confessed to both of the arson attacks on the Joplin mosque. He stated that he targeted the mosque because he disliked Islam.",2012/7/4,0.0,0.0,1,United States,North America
7,Anti-Muslim extremists,5.0,assailants set,North America,United States,"Assailants set fire to a mosque owned by the Islamic Society of Joplin in Joplin, Missouri, United States. No one was hurt or killed in the attack, but the mosque was destroyed. Jedediah Stout was arrested and confessed to the arson, stating that he targeted the mosque because he disliked Islam.",2012/8/6,0.0,0.0,1,United States,North America
8,Anti-Muslim extremists,5.0,linn set,North America,United States,"Randolph T. Linn set fire to the area where men pray in the main room of the Islamic Center of Greater Toledo in Perrysburg, Ohio, United States. Sprinklers were able to douse the fire, but significant damage to the center was done. No group claimed responsibility for the incident.",2012/9/30,0.0,0.0,1,United States,North America
