,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
489,Taliban,480.0,least 160,South Asia,Afghanistan,"Assailants sprayed the Aahan Dara Girls School with toxic chemicals in Taloqan town, Takhar province, Afghanistan. At least 160 students were hospitalized after complaining of headaches, vomiting, and dizziness. No group claimed responsibility; however officials suspect that the Taliban was behind the attack.",2012/5/30,0.0,160.0,0,Afghanistan,South Asia
302,Taliban,420.0,teachers became,South Asia,Afghanistan,"A school water tank was poisoned in Rostaq town, Takhar province, Afghanistan. One hundred and forty schoolgirls and teachers became ill as a result. No group claimed responsibility for this attack; however, authorities suspected the Taliban.",2012/4/17,0.0,140.0,0,Afghanistan,South Asia
72,Tehrik-i-Taliban Pakistan (TTP),401.0,strategic military,South Asia,Pakistan,"At least 100 assailants attacked a strategic military checkpost in Jogi area, Kurram Agency, Federally Administered Tribal Areas, Pakistan. In the subsequent battle, 35 attackers were killed and 30 wounded, while eight soldiers were killed and 32injured. No group claimed responsibility for the incident, but sources suspected Tehrik-i-Taliban Pakistan (TTP) and noted that the checkpoint was attacked because it was blocking Taliban movement from Tirah valley in Khyber Agency to Orakzai North Waziristan.",2012/1/31,43.0,62.0,-9,Pakistan,South Asia
28,Tehrik-i-Taliban Pakistan (TTP),360.0,pickup truck,South Asia,Pakistan,"A remote-controlled explosive device placed in a pickup truck detonated in Jamrud market, Khyber Pakhtunkhwa province, Pakistan. Sources believed that the local Zakhakhel tribal militia was the target of the attack. The tribe had recently formed the militia to combat Tehrik-i-Taliban Pakistan (TTP). Thirty-five people died and 60 were wounded in the attack. The TTP claimed responsibility for the incident.",2012/1/10,35.0,60.0,1,Pakistan,South Asia
1037,Taliban,360.0,least 42,South Asia,Afghanistan,"A suicide bomber dressed in a police uniform attacked a mosque in Maymana city, Faryab province, Afghanistan. At least 42 people, including approximately 19 members of the Afghan security forces, were killed and another 50 people injured in the blast. No group claimed responsibility for the incident; however, sources attributed it to the Taliban.",2012/10/26,42.0,50.0,0,Afghanistan,South Asia
1128,Tehrik-i-Taliban Pakistan (TTP),311.0,shiite community,South Asia,Pakistan,"A suicide bomber detonated in the downtown area of Rawalpindi city, Punjab province, Pakistan. The bomber was targeting a Shiite Muslim procession; he evaded security and ran into the procession before detonating. In addition to the bomber, at least 25 people were killed and another 62 were injured in the blast, including both civilians and police officers. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident, stating that Shiite community members were blasphemous and would not be spared.",2012/11/21,25.0,62.0,0,Pakistan,South Asia
229,Maoists,149.0,least 12,South Asia,India,"An explosive device detonated near a Central Reserve Police Force (CRPF) bus in Gadchirol town, Maharashtra state, India. At least 12 officers were killed and 28 wounded. No group claimed responsibility for this incident; however, sources attributed it to Maoists.",2012/3/27,12.0,28.0,1,India,South Asia
500,Maoists,85.0,explosive device,South Asia,India,"Assailants detonated an explosive device targeting a police transport vehicle in Bhanpuri town, Chhattisgarh state, India. The vehicle was carrying 26 people, including prisoners and police officers. One person was killed and the remaining 25 passengers injured in the blast. No group claimed responsibility for the incident, but officials attributed the attack to Maoists.",2012/6/2,1.0,25.0,1,India,South Asia
53,Maoists,70.0,revolutionary leaders,South Asia,India,"Attackers detonated a landmine on a convoy of police officers in the Shalo jungle between Bhandaria and Bargarh in Garhwa municipality, Jharkhand state, India. The assailants then opened fire on the surviving officers. Thirteen police officers died in the attack. Maoists claimed responsibility for the incident and called for police to stop Operation Green Hunt, a coordinated operation across several Indian states. Maoists also called for an end to assassinations of ""revolutionary leaders.""",2012/1/21,13.0,0.0,1,India,South Asia
1006,Communist Party of India - Maoist (CPI-Maoist),67.0,mine vehicle,South Asia,India,"A roadside explosive device detonated in a forest in Dumaria area, Bihar state, India. The explosion targeted a Central Reserve Police Force (CRPF) anti-mine vehicle, killing seven CRPF personnel and injuring nine other people. No group claimed responsibility for the incident; however, authorities attributed it to the Communist Party of India (Maoist).",2012/10/18,7.0,9.0,1,India,South Asia
