,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
215,Al-Nusrah Front,1400.0,laden vehicles,Middle East & North Africa,Iraq,"Two suicide bombers detonated explosives-laden vehicles outside of a security building in Damascus city, Damascus governorate, Syria. The blasts killed 55 people and injured 370. Al-Nusra Front claimed responsibility for the incident, stating that they carried out the attack in retaliation for government bombings of residential areas.",2012/5/10,57.0,370.0,1,Syria,Middle East & North Africa
228,Al-Qaida in the Arabian Peninsula (AQAP),1385.0,suicide bomber,Middle East & North Africa,Yemen,"A suicide bomber wearing a military outfit detonated among soldiers on a military base in Sanaa city, Amanat Al Asimah governorate, Yemen. Ninety-seven people were killed, including the bomber, while 300 soldiers were injured in the attack. Ansar al-Sharia, a subgroup of Al-Qa'ida in the Arabian Peninsula (AQAP), claimed responsibility for the attack, stating that the bombing was carried out in revenge for the United States-backed war on the organization in southern Yemen.",2012/5/21,97.0,300.0,0,Yemen,Middle East & North Africa
1,Muslim extremists,435.0,suicide bomber,South Asia,Afghanistan,"A suicide bomber detonated an explosive vest next to a Shiite pilgrim procession in Al Batha area, Dhi Qar governorate, Iraq. Forty-four people were killed and 70 injured in the attack. This was one of five similar attacks in Iraq on this date. No group claimed responsibility, but police attributed the incident to Sunnis.",2012/1/5,45.0,70.0,0,Iraq,Middle East & North Africa
19,Al-Nusrah Front,380.0,group claimed,Middle East & North Africa,Iraq,"An explosives-laden vehicle detonated outside of the Military Intelligence Directorate headquarters in Aleppo city, Aleppo governorate, Syria. This was one of two explosions in the city on the same day targeting security facilities. Thirty people, including two assailants, were killed, while at least 200 more were injured across both attacks. No group claimed responsibility for the incidents.",2012/2/10,15.0,100.0,1,Syria,Middle East & North Africa
20,Al-Nusrah Front,380.0,group claimed,Middle East & North Africa,Iraq,"An explosives-laden vehicle detonated outside of the Security Preservation forces barracks in Aleppo city, Aleppo governorate, Syria. This was one of two explosions in the city on the same day targeting security facilities. Thirty people, including two assailants, were killed, while at least 200 more were injured across both attacks. No group claimed responsibility for the incidents.",2012/2/10,15.0,100.0,1,Syria,Middle East & North Africa
388,Al-Qaida in the Arabian Peninsula (AQAP),350.0,suicide bomber,Middle East & North Africa,Yemen,"A suicide bomber detonated an explosives-laden belt at a funeral for a Popular Resistance Committees militia member in Ja'ar town, Khanfir district, Abyan governorate, Yemen. Forty-six people, including the bomber, were killed and 40 injured in the blast. Ansar al-Sharia, a sub-group of Al-Qaida in the Arabian Peninsula (AQAP), claimed responsibility for the incident.",2012/8/4,46.0,40.0,0,Yemen,Middle East & North Africa
242,Al-Qaida in Iraq,330.0,suicide bomber,Middle East & North Africa,Iraq,"A suicide bomber detonated an explosives-laden vehicle at the Shiite Endowment administration building in the Bab Al-Moatham area of Baghdad city, Baghdad governorate, Iraq. At least 26 people were killed in the blast, and another 65 were injured. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incident, stating that it was a message to the Shiite community.",2012/6/4,26.0,65.0,1,Iraq,Middle East & North Africa
61,Al-Qaida in the Arabian Peninsula (AQAP),310.0,suicide bomber,Middle East & North Africa,Yemen,"A suicide bomber detonated an explosives-laden vehicle at a presidential palace in Mukalla city, Hadramawt government, Yemen. The explosion killed 31 people, including the bomber and Republican Guards, and wounded 50 more. Al-Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility, stating that the attack was intended to warn the United States against getting involved in Yemeni affairs.",2012/2/25,31.0,50.0,1,Yemen,Middle East & North Africa
642,Al-Qaida in Iraq,270.0,least 28,Middle East & North Africa,Iraq,"A suicide bomber detonated a car bomb near a military base in Taji town, Saladin governorate, Iraq. The bomber detonated during shift change at the base while the parking area for the transport buses was crowded. At least 28 people were killed and another 40 were injured. No group claimed responsibility; however, officials suspected that Al-Qaida in Iraq was involved.",2012/11/6,29.0,40.0,1,Iraq,Middle East & North Africa
437,Kurdistan Workers' Party (PKK),251.0,least 10,Middle East & North Africa,Turkey,"An explosives-laden vehicle detonated near a police station in Gaziantep city, Gaziantep province, Turkey. At least 10 people were killed and another 67 injured in the blast. No group claimed responsibility; however, sources attributed the attack to the Kurdistan Workers' Party (PKK). The PKK denied involvement.",2012/8/20,10.0,67.0,-9,Turkey,Middle East & North Africa
