,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
71,Lord's Resistance Army (LRA),445.0,"kinshasa ),",Sub-Saharan Africa,Uganda,"On Friday, in the village of Doruma, Congo (Kinshasa), Lord's Resistance Army rebels killed 89 villagers. There was no reported damage.",2008/12/26,89.0,0.0,0
73,Lord's Resistance Army (LRA),300.0,"kinshasa ),",Sub-Saharan Africa,Uganda,"On Saturday in the village of Gurba, Congo (Kinshasa), Lord's Resistance Army rebels killed sixty villagers. There was no damage reported.",2008/12/27,60.0,0.0,0
51,Al-Shabaab,257.0,ubbada hose,Sub-Saharan Africa,Somalia,"On Wednesday, a total of 28 people were killed and 39 wounded by Union of Islamic Courts (UIC) militants from the Hizbul Shabaab group after clashes erupted in Kismayo, Ubbada Hose province, Somalia. UIC militants detonated a landmine against a truck carrying clan militias and then began an armed attack against the town of Kismayo in an attempt to take it over. The fighting continued throughout the following day until Thursday evening on 08/21/2008.  No reports of damages and no claim of responsibility were made for the incident.",2008/8/20,28.0,39.0,-9
74,Lord's Resistance Army (LRA),225.0,church using,Sub-Saharan Africa,Uganda,"On Sunday, The Lords Resistance Army hacked 45 people to death in a church using machetes and clubs in a church in Doruma, Orientale, Congo (Kinshasa). There was no reported damage.",2008/12/28,45.0,0.0,0
58,Al-Shabaab,210.0,least 20,Sub-Saharan Africa,Somalia,"On Tuesday, at least 20 people were killed and 35 others wounded in Mogadishu, Banaadir province Somalia, when the Islamist guerrilla group Council of Islamic Courts Al Shabaab targeted the home of Somali President Abdullahi Yusuf with mortar rounds. No claim of responsibility was made for the incident.",2008/10/7,20.0,35.0,1
43,Al-Shabaab,120.0,islamiya claimed,Sub-Saharan Africa,Somalia,"On Monday night, in Baidoa, Bay, Somalia, assailants fired mortars at the presidential palace, killing eleven, wounding 20, and damaging the palace. No motive for the attack was reported and  Al-Shabaab al-Islamiya claimed responsibility.",2008/7/7,11.0,20.0,1
27,Movement for the Emancipation of the Niger Delta (MEND),60.0,killed 11,Sub-Saharan Africa,Nigeria,"On Monday morning in Awoba, Rivers, Nigeria, rebels detonated an improvised explosive device against a Royal Dutch oil pipeline causing no injuries but killed 11 soilders in a fire fight after the bombing.  The Movement for the Emancipation of Niger Delta claimed responsibility.",2008/5/26,11.0,0.0,1
4,Movement of Niger People for Justice (MNJ),35.0,getting local,Sub-Saharan Africa,Niger,"Members of Movement of Niger People for Justice (MNJ)attacked the town of Tanout, in Tanout department, Niger.  The assailants raided the town in the evening, killing three people, injuring five, and abducting seven; one of the abductees was the prefect or local senior government official.  The assailants stated that they were retaliating against the prefect; they stated that the prefect was getting local official to report on residents who were supporting the MNJ.  The outcome of the abduction is unknown.",2008/1/21,3.0,5.0,1
42,Islamic Courts Union (ICU),29.0,islamist courts,Sub-Saharan Africa,Somalia,"On Saturday in Hudur, Bakol, Somalia, two Swedish nationals and a Somali working for a United Nations mine-cleaning agency were abducted shortly after Islamist insurgents briefly took over the town, residents said Saturday. Insurgents also took several vehicles belonging to the Mayor and the Governor along with a number of weapons. Eight people were injured in the attack. No group claimed responsibility although the Islamist Courts Union are suspected. The status of the hostages is unknown.",2008/6/28,0.0,8.0,1
44,Islamic Courts Union (ICU),25.0,two aid,Sub-Saharan Africa,Somalia,"On Saturday at an unknown time, in Beled Weyne, Hiiran, Somalia, UIC members set fire to two aid trucks that were bringing food and water to Ethiopian troops. Four people were killed in the fire.",2008/7/12,4.0,0.0,1
53,Movement for the Emancipation of the Niger Delta (MEND),17.0,wounding four,Sub-Saharan Africa,Nigeria,"On Monday, at about 12:35 AM, near Port Harcourt, Rivers, Nigeria, assailants threw dynamite at an oil flow station, killing one security guard, wounding four people, and damaging the oil facility.  The Movement for the Emancipation of the Niger Delta (MEND) claimed responsibility.",2008/9/15,1.0,4.0,0
3,Movement for the Emancipation of the Niger Delta (MEND),11.0,injuring two,Sub-Saharan Africa,Nigeria,"Perpetrators from the Movement for the Emancipation of the Niger Delta (MEND) attacked a convoy from the Nigerian Ports Authority near Sand fill area in Niger Delta, Nigeria.  The perpetrators threw dynamite into the convoy killing one and injuring two others.",2008/1/16,1.0,2.0,-9
7,Movement of Niger People for Justice (MNJ),10.0,two military,Sub-Saharan Africa,Niger,"Tuareg rebels belonging to the Movement of Niger People for Justice attacked a government outpost in Banibangou, 125 miles north of the capital Niamey of Niger, killing two security force members and kidnapping a third. An Internet statement posted by the rebels claimed that they seized a police officer, two military vehicles and ""all weapons"" stored at a nearby military post. Their reasoning is behind their feelings of being marginalized by the government.",2008/3/17,2.0,0.0,0
32,Movement of Niger People for Justice (MNJ),3.0,group claimed,Sub-Saharan Africa,Niger,"On Saturday, in Tatokou, Zinder, Niger, assailants poured gasoline on a civilian and set him on fire, wounding him.No group claimed responsibility, although it was widely believed the Niger People's Movement for Justice was responsible.",2008/6/7,0.0,1.0,-9
13,Islamic Courts Union (ICU),0.0,islamic insurgents,Sub-Saharan Africa,Somalia,"On Friday, Islamic insurgents captured the town of Mahaday, Shabeellaha Dhexe, Somalia. No casualties were reported.",2008/4/11,0.0,0.0,-9
