,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
94,Al-Qaida in Iraq,3505.0,rescue workers,Middle East & North Africa,Iraq,"Four coordinated vehicle bombs killed at least 500 and and injured 1500 in the towns of Qahtaniya and Jazeera, Iraq. The blasts targeted minority Yazidis, who speak a dialect of Kurdish and follow a pre-Islamic religion. The exact locations of the explosions within each town were not reported, but rescue workers report that 80 percent of the villages were destroyed or damaged. No group claimed responsibility for the attack, but authorities blamed al Qa'ida in Iraq.",2007/8/14,250.0,750.0,1
95,Al-Qaida in Iraq,3505.0,rescue workers,Middle East & North Africa,Iraq,"Four coordinated vehicle bombs killed at least 500 and and injured 1500 in the towns of Qahtaniya and Jazeera, Iraq. The blasts targeted minority Yazidis, who speak a dialect of Kurdish and follow a pre-Islamic religion. The exact locations of the explosions within each town were not reported, but rescue workers report that 80 percent of the villages were destroyed or damaged. No group claimed responsibility for the attack, but authorities blamed al Qa'ida in Iraq.",2007/8/14,250.0,750.0,1
22,Al-Qaida in Iraq,1084.0,car bomb,Middle East & North Africa,Iraq,"At least 127 people died and 148 were wounded when a car bomb exploded in Sadriyah market in Baghdad, Iraq where buses were picking up passengers. The U.S. military suspects that al-Qaida in Iraq was responsible for the attack that also damaged local shops and vehicles in the area.  No claim of responsibility was reported.",2007/4/18,127.0,148.0,1
11,Islamic State of Iraq (ISI),1065.0,near crowds,Middle East & North Africa,Iraq,"Two suicide bombings killed at least 90 Shi i pilgrims and wounded over 200 in Al Hillah, Babil, Iraq when two attackers wearing explosive belts blew themselves up near crowds travelling to Karbala. The Islamic State of Iraq claimed responsibility for the attack.",2007/3/6,92.0,200.0,1
25,Islamic State of Iraq (ISI),352.0,suicide bomber,Middle East & North Africa,Iraq,"A suicide bomber attacked a crowd of mourners at a funeral killing 32 people and injuring 65.  The funeral was located in Khalis, roughly 50 miles north of Baghdad.  The explosive device was a belt of bombs that were hidden under the attackers clothing.  He attacked in the morning when the greatest number of mourners was expected.  The attacker is believed to be part of al-Qaeda in Iraq and of Sunni descent but there was no confirmation.",2007/5/1,32.0,64.0,-9
39,Islamic State of Iraq (ISI),140.0,car bomb,Middle East & North Africa,Iraq,"Nine civilians and one Iraqi police officer were killed and 30 other civilians were wounded by the explosion of a car bomb planted by the Islamic State of Iraq (ISI) near an open-air market and police station at about 12:00 PM in the Shiite enclave of Baladruz, Diyala Governorate, Iraq.  ISI Later claimed responsibility for the attack.",2007/6/3,10.0,30.0,-9
62,Hamas (Islamic Resistance Movement),140.0,gaza strip,Middle East & North Africa,Egypt,"Ten Palestinian security officers were killed and 30 more were wounded when 200 HAMAS perpetrators stormed and seized the Palestinian Authority Security Headquarters for northern Gaza using small arms (automatic weapons), mortars, and rocket-propelled grenades (RPGs) in Gaza City, Gaza Strip (Occupied Territories), Palestine.  No claim of responsibility was reported.",2007/6/12,10.0,30.0,-9
27,Hamas (Islamic Resistance Movement),105.0,idf allegedly,Middle East & North Africa,Egypt,"Hamas gunmen attacked a Paletinian Presidential Guards training camp near the Karni crossing, Israel.  Eight people were killed and 20 people injured in the attack.  The attack was in response to alleged claims that IDF soldiers assisted Presidential Guard officers.  The IDF allegedly allowed a number of Fatah affiliated security officers to enter its territory to escape from a Hamas attack.  Hamas attackers used mortars and automatic weapons when they attacked the post.  All of those killed were members of the Presidential Guard.",2007/5/14,9.0,20.0,-9
1,Hamas (Islamic Resistance Movement),61.0,three officers,Middle East & North Africa,Egypt,"Three officers of the Fatah- dominated Preventative Security Force were shot dead when members of Hamas's Executive Force opened fire at their vehicle in the southern city of Khan Yunis, Gaza. Ten people were also kidnapped in the confrontations; their fate was unknown.",2007/1/3,5.0,12.0,0
70,Al-Aqsa Martyrs Brigade,36.0,ten palestinian,Middle East & North Africa,Israel,"Twelve members of HAMAS were wounded and ten Palestinian civilians were kidnapped when an unknown number of al-Aqsa Martyrs Brigade (al-Fatah) perpetrators stormed the officers of a pro-HAMAS television and production company, Al Thurayya, with small arms and subsequently engaged in a twenty-minute firefight with responding HAMAS members before withdrawing with their hostages in Nablus, West Bank (Occupied Territories), Palestine.  No claim of responsibility was reported.",2007/6/13,0.0,12.0,-9
6,Palestinian Islamic Jihad (PIJ),25.0,three palestinian,Middle East & North Africa,Lebanon,"At least three employees at a bakery were killed as a Palestinian suicide bomber detonated his explosives in a busy market in the southern resort town of Eilat, Israel.  Three Palestinian groups, Islamic Jihad, the al-Aqsa Martyrs Brigade, and the Believers Army, separately claimed responsibility for the attack.  However, the suicide bomber Mohammed Faisal al-Siksek, was a member of the Islamic Jihad militant group.",2007/1/29,4.0,0.0,1
128,Al-Aqsa Martyrs Brigade,20.0,israeli defense,Middle East & North Africa,Israel,"Four members of the Al-Aqsa Martyrs Brigade attempted to infiltrate the Netiv Haasarah community in Israels western Negev Region near the Gaza Strip. The militants were armed with rifles and grenades, but Israeli Defense Forces (IDF) troops engaged the men and killed all four before they caused any harm.",2007/11/19,4.0,0.0,0
78,Al-Aqsa Martyrs Brigade,15.0,two fatah,Middle East & North Africa,Israel,"One HAMAS member and two Fatah members were killed when the two Fatah members opened fire on a HAMAS checkpoint with small arms and the checkpoint returned fire in the evening in Nusseirat Refugee Camp, Gaza Strip (Occupied Territories), Palestine.  No claim of responsibility was reported.",2007/6/14,3.0,0.0,0
92,Palestinian Islamic Jihad (PIJ),11.0,israeli town,Middle East & North Africa,Lebanon,Al-Quds Brigades launched two homemade projectiles at the Israeli town of Sderot. The attacks left two Israelis injured.,2007/8/3,0.0,2.0,1
91,Palestinian Islamic Jihad (PIJ),9.0,three israeli,Middle East & North Africa,Lebanon,The al-Quds Martyrs Brigade claimed responsibility for firing a home-made rocket into southern Israeli city of Ashkelon. Three Israeli civilians were injured.,2007/7/23,0.0,3.0,-9
