,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
17,Al-Shabaab,370.0,targeting ethiopian,Sub-Saharan Africa,Somalia,"A suicide bomber detonated, targeting Ethiopian troops at a base in Beledweyne town, Hiiraan province, Somalia. In addition to the bomber, 30 people were killed and 70 wounded in the attack. The base was damaged as well. Al-Shabaab claimed responsibility for the incident, vowing to continue fighting to free Somalia from the ""invading enemy.""",2012/1/24,31.0,70.0,1
51,Al-Shabaab,170.0,shabaab claimed,Sub-Saharan Africa,Somalia,"Assailants attacked Transitional Federal Government (TFG) and Ahlu Subbah wal Jama troops in Garbahaarrey town, Gedo region, Somalia. Fifteen people were killed, 30 more were wounded, and a local hospital was damaged. Al-Shabaab claimed responsibility for the incident.",2012/2/29,15.0,30.0,1
81,Al-Shabaab,165.0,shabaab claimed,Sub-Saharan Africa,Somalia,"An explosive device detonated near Ethiopian and Somali troops at a market in Baidoa city, Bay region, Somalia. Twelve people were killed and 35 others injured in the explosion. Al-Shabaab claimed responsibility for the attack.",2012/4/9,12.0,35.0,-9
2,Democratic Front for the Liberation of Rwanda (FDLR),110.0,south kivu,Sub-Saharan Africa,Rwanda,"Assailants attacked a Congolese village in Shabunda territory, South Kivu province, Democratic Republic of the Congo. This was one of three attacks by the group in a two-day span. Eighteen people were killed in this attack, and 13 were wounded across all three. The Democratic Front for the Liberation of Rwanda (FDLR) claimed responsibility for the incidents, stating that they were in revenge for locals allying themselves with Raia Mutomboki, a local defense group.",2012/1/1,18.0,5.0,1
114,Democratic Front for the Liberation of Rwanda (FDLR),100.0,south kivu,Sub-Saharan Africa,Rwanda,"Assailants with machetes attacked Kamananga village, South Kivu province, Democratic Republic of the Congo. The attack killed at least 20 people. The Democratic Forces for the Liberation of Rwanda (FDLR) claimed responsibility for the incident, stating that they targeted the village because the locals were collaborating with an opposition group.",2012/5/14,20.0,0.0,0
5,Democratic Front for the Liberation of Rwanda (FDLR),92.0,south kivu,Sub-Saharan Africa,Rwanda,"Assailants attacked a series of towns near Shabunda town, South Kivu province, Democratic Republic of the Congo. This was one of three attacks claimed by the Democratic Forces for the Liberation of Rwanda (FDLR) in the country from January 1 to January 3, 2012. Fifteen people died in this attack, and 13 were wounded across all three. The FDLR claimed responsibility for the incident, stating that it was revenge for locals allying themselves with Raia Mutomboki, a local defense group.",2012/1/3,15.0,4.0,1
238,Sudan People's Liberation Movement - North,76.0,south kurdufan,Sub-Saharan Africa,Sudan,"Members of the Sudan People's Liberation Movement - North blocked a main road in the Hajar Jawad area, South Kurdufan district, Sudan. The assailants ambushed civilians on the road, killing eight people and injuring another twelve people in the attack. The military drove them back and re-opened the road shortly after the ambush.",2012/11/7,8.0,12.0,0
240,Sudan People's Liberation Movement - North,36.0,south kurdufan,Sub-Saharan Africa,Sudan,"Assailants fired five rockets at Kadugli town, South Kurdufan state, Sudan. At least three people were killed and seven more were injured in the bombings. Sudan People's Liberation Movement - North claimed responsibility for the incident, stating that the attack was in retaliation for government strikes targeting civilian property.",2012/11/13,3.0,7.0,-9
3,Movement of Democratic Forces of Casamance,28.0,group claimed,Sub-Saharan Africa,Senegal,"At least 15 assailants attacked a military brigade in Affiniam town, Ziguinchor region, Senegal. One officer was killed and six injured in the attack. No group claimed responsibility for the incident; however, sources suspected the Movement of Democratic Forces of Casamance (MFDC).",2012/1/2,1.0,6.0,1
209,Sudan People's Liberation Movement - North,27.0,south kurdufan,Sub-Saharan Africa,Sudan,"Assailants fired a mortar at a regional branch of the Bank of Sudan in Kadugli district, South Kurdufan state, Sudan. This was one of seven attacks in the district on the same day. Seven people were killed and another 22 injured across all seven attacks. The Sudan People's Liberation Movement: North (SPLM-N) claimed responsibility for the incidents, stating that they were in retaliation for the government's shelling of their compounds. Additionally, the group carried out the attack to further their goal of ousting the current government. It should also be noted that the Kadugli Peace Forum began October 8, 2012.",2012/10/8,2.0,4.0,1
34,Movement of Democratic Forces of Casamance,17.0,senegalese military,Sub-Saharan Africa,Senegal,"Assailants attacked a Senegalese military convoy in Casamance region, Senegal. One soldier was killed and four more wounded. No group claimed responsibility for the incident, but sources suspected the Movement of Democratic Forces Casamance.",2012/2/15,1.0,4.0,0
52,Movement of Democratic Forces of Casamance,14.0,sare ndiaye,Sub-Saharan Africa,Senegal,"Gunmen attacked a military base in Sare Ndiaye village, Kolda region, Senegal. Three soldiers were wounded and one attacker was killed when soldiers returned fire. No group claimed responsibility for this attack; however, sources attributed the incident to the Movement of Democratic Forces of Casamance (MFDC).",2012/3/2,1.0,3.0,0
172,Ansar al-Dine (Mali),10.0,per sharia,Sub-Saharan Africa,Mali,"Assailants stoned a couple believed to have had an extramarital affair in Aguelhok village, Kidal region, Mali. The two victims were killed in the assault. Ansar al-Dine (Mali) claimed responsibility for the incident, stating that the couple was being punished as per Sharia law.",2012/7/29,2.0,0.0,0
105,Ansar al-Dine (Mali),5.0,timbuktu region,Sub-Saharan Africa,Mali,"Assailants burned the tomb of Sidi Mahmoud Ben Amar in Timbuktu city, Timbuktu region, Mali. The tomb was destroyed in the attack. Ansar al-Din, a subgroup of Al-Qaida in the Islamic Maghreb (AQIM), claimed responsibility for the incident.",2012/5/4,0.0,0.0,1
151,Ansar al-Dine (Mali),5.0,timbuktu region,Sub-Saharan Africa,Mali,"Assailants attacked Sufi Muslim shrines in Timbuktu city, Timbuktu region, Mali. There were no reported casualties; however, the shrines were completely destroyed as a result of the attack. Ansar al-Dine (Mali) claimed responsibility for the incident, stating that they considered the shrines to be forbidden by Islam.",2012/6/30,0.0,0.0,1
