,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
68,Boko Haram,848.0,detonated explosive,Middle East & North Africa,Iraq,"Assailants armed with firearms and explosive devices raided Dalori village, Borno state, Nigeria. At least 85 people were killed, 136 were injured, and an unknown number were kidnapped; the outcome of the abduction is unknown. In addition, three assailants were killed when they detonated explosive vests. Boko Haram claimed responsibility for the attack.",2016/1/30,88.0,136.0,0,Nigeria,Sub-Saharan Africa
999,Boko Haram,831.0,least 57,Middle East & North Africa,Iraq,"Two female suicide bombers detonated in a market in Madagali, Adamawa, Nigeria. In addition to the assailants, at least 57 people were killed and 177 people were injured in the blasts. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",2016/12/9,59.0,177.0,1,Nigeria,Sub-Saharan Africa
91,Boko Haram,534.0,third assailant,Middle East & North Africa,Iraq,"Three female suicide bombers attacked an internally displaced persons (IDPs) camp in Dikwa, Borno, Nigeria. Two of the assailants detonated and the third assailant surrendered once she discovered that some of the residents at the camp were her family members. In addition to the two assailants, at least 58 people were killed and 78 people were injured in the blasts. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram and suspected that it was carried out in retaliation for a military operation against the group the previous week.",2016/2/9,60.0,78.0,-9,Nigeria,Sub-Saharan Africa
1002,Al-Shabaab,294.0,shabaab claimed,Sub-Saharan Africa,Somalia,"An explosives-laden vehicle detonated at a seaport in Mogadishu, Banaadir, Somalia. At least 29 people were killed and 48 people were injured in the blast. Al-Shabaab claimed responsibility for the incident and stated that police officers were targeted because they were providing security for Somalia's parliamentary elections.",2016/12/11,29.0,48.0,1,Somalia,Sub-Saharan Africa
922,Al-Shabaab,280.0,shabaab claimed,Sub-Saharan Africa,Somalia,"Assailants, including suicide bombers in explosives-laden vehicles, attacked military bases in Tayeeglow, Bakool, Somalia. At least 20 soldiers and 12 assailants were killed, 40 soldiers were injured, and an unknown number of soldiers were abducted in the attack. The outcome of the abduction is unknown. Al-Shabaab claimed responsibility for the incident.",2016/11/15,32.0,40.0,-9,Somalia,Sub-Saharan Africa
397,Al-Shabaab,275.0,least 24,Sub-Saharan Africa,Somalia,"A suicide bomber detonated an explosives-laden vehicle at the Ambassador Hotel in Hodan neighborhood, Mogadishu, Banaadir, Somalia. Following the blast, other assailants then entered the hotel, opened fire, and held at least 57 people hostage. At least 24 people, including Parliament of the Republic of Somalia members and four assailants, were killed and 50 others were wounded in the incident. All 57 hostages were rescued by security forces. Al-Shabaab claimed responsibility for the attack.",2016/6/1,24.0,50.0,1,Somalia,Sub-Saharan Africa
151,Fulani extremists,205.0,least 41,Sub-Saharan Africa,Nigeria,"Between February 28 and March 5, 2016 assailants raided Suswam, Benue, Nigeria. At least 41 civilians were killed in the raid. No group claimed responsibility for the incident; however, sources attributed the attack to Fulani militants.",2016/3/2,41.0,0.0,0,Nigeria,Sub-Saharan Africa
304,Fulani extremists,198.0,least five,Sub-Saharan Africa,Nigeria,"Assailants raided Ukpabi Nimbo, Enugu, Nigeria. At least five people were killed and 56 people were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Fulani militants.",2016/4/25,5.0,56.0,1,Nigeria,Sub-Saharan Africa
272,Mozambique National Resistance Movement (MNR),89.0,least one,Sub-Saharan Africa,South Africa,"Assailants attacked government forces in Nhampassa, Manica, Mozambique. At least one soldier and 15 assailants were killed and three soldiers were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Mozambique National Resistance Movement (MNR).",2016/4/10,16.0,3.0,0,Mozambique,Sub-Saharan Africa
101,Fulani extremists,72.0,machetes attacked,Sub-Saharan Africa,Nigeria,"Assailants armed with firearms and machetes attacked civilians and set fire to buildings in Abbi, Enugu, Nigeria. At least two people were killed and 19 others were wounded in the assault. No group claimed responsibility; however, sources attributed the attack to Fulani militants.",2016/2/11,2.0,19.0,1,Nigeria,Sub-Saharan Africa
816,Allied Democratic Forces (ADF),66.0,assailants attacked,Sub-Saharan Africa,Uganda,"Assailants attacked Boikene, North Kivu, Democratic Republic of the Congo. At least 11 people, including two assailants, were killed and two people were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Allied Democratic Forces (ADF).",2016/10/10,11.0,2.0,1,Democratic Republic of the Congo,Sub-Saharan Africa
500,Mozambique National Resistance Movement (MNR),65.0,least 20,Sub-Saharan Africa,South Africa,"Assailants opened fire on a convoy between Tete and Chimoio, Mozambique. At least 20 people were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Mozambique National Resistance Movement (MNR).",2016/6/27,0.0,20.0,1,Mozambique,Sub-Saharan Africa
784,Allied Democratic Forces (ADF),49.0,allied democratic,Sub-Saharan Africa,Uganda,"Assailants attacked Armed Forces of the Democratic Republic of the Congo (FARDC) soldiers and civilians along Kasindi-Beni Road near Beni, North Kivu, Democratic Republic of the Congo. This was one of two incidents along the same road on this date. At least 14 people, including two soldiers, three civilians, and nine assailants, were killed and five other people were injured across both attacks. No group claimed responsibility; however, sources attributed the incidents to the Allied Democratic Forces (ADF).",2016/9/28,7.0,3.0,1,Democratic Republic of the Congo,Sub-Saharan Africa
1041,Allied Democratic Forces (ADF),45.0,least 21,Sub-Saharan Africa,Uganda,"Assailants raided Mapiki village, near Eringeti, North Kivu, Democratic Republic of the Congo. This was one of three coordinated attacks in the area on the same day. At least 21 civilians and four assailants were killed across the three raids. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Allied Democratic Forces (ADF).",2016/12/24,9.0,0.0,-9,Democratic Republic of the Congo,Sub-Saharan Africa
652,Mozambique National Resistance Movement (MNR),35.0,assailants opened,Sub-Saharan Africa,South Africa,"Assailants opened fire on a civilian vehicle until it burst into flames in Nangue, Sofala, Mozambique. Six civilians were killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Mozambique National Resistance Movement (MNR).",2016/8/12,6.0,0.0,1,Mozambique,Sub-Saharan Africa
