,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
49,Basque Fatherland and Freedom (ETA),56.0,white peugeot,Western Europe,Spain,"On Thursday, Basque Fatherland And Liberty (ETA) members planted a car bomb which exploded at the University of Navarra in Pamplona, Navarra province, Spain, injuring 17 people. The car, a white Peugeot 307, was packed with more than 50 kilos of explosives police believe to be ammonal, which with a liquid reinforcer, ignited a fire upon detonation converting the ammonal into amonitol. An unidentified caller warned authorities prior to the attack.",2008/10/30,0.0,17.0,1,Spain,Western Europe
38,Basque Fatherland and Freedom (ETA),38.0,police suspect,Western Europe,Spain,"On Sunday, at 0430, police suspect the Basque Fatherland and Liberty of detonating a car bomb in front of a police station in Ondarroa, Vizcaya, Spain. Eleven people were reportedly injured including three police officers.",2008/9/21,0.0,11.0,1,Spain,Western Europe
41,Basque Fatherland and Freedom (ETA),35.0,suspected basque,Western Europe,Spain,"On Sunday, at 0430, suspected Basque Fatherland and Liberty assailants detonated a vehicle-borne improvised explosive device at the same police station previously attacked 30 minutes beforehand by the same perpetrators in Ondarroa, Pais Vasco, Spain. The bombing attack wounded three police officers and seven civilians and damaged several nearby vehicles, residences, restaurants, and shops. No claim of responsibility was made for the incident.",2008/9/21,0.0,10.0,1,Spain,Western Europe
47,Kurdistan Workers' Party (PKK),8.0,rebels set,Middle East & North Africa,Turkey,"On Tuesday early in the morning, suspected Kurdistan Workers Party (PKK) rebels set fire to the Turkish embassy in Helsinki, Helsinki province, Finland, throwing several Molotov cocktails at the embassy door. The arson attack injured one person from smoke inhalation and damaged the embassy door before the fire was quickly put. Police speculated that the arson attack was carried out for political reasons. No claim of responsibility was made for the incident.",2008/10/21,0.0,1.0,1,Finland,Western Europe
52,Conspiracy of Cells of Fire,5.0,wednesday evening,Western Europe,Greece,"On Wednesday evening, at 1750, a bomb exploded at the Agence France-Presse (AFP) office in Athens, Greece causing minor damage but no casualties. The bomb, made up of four small gas canisters, was placed at the front door to the office on the fifth floor of a block in the centre of the Greek capital. The Conspiracy of Fire Nuclei claimed responsibility for the attack.",2008/12/3,0.0,0.0,1,Greece,Western Europe
48,Kurdistan Workers' Party (PKK),5.0,interior ministry,Middle East & North Africa,Turkey,"On Saturday night, suspected Kurdistan Workers Party (PKK) supporters smashed the window of a Turkish club with a stone in the district of Vogelweiderstrasse, Salzburg, Salzburg province,  Austria. The infrastructure attack caused minor damage to the club and no casualties were reported. No claim of responsibility was made for the incident, however the Interior Ministry suspected that PKK supporters were responsible.",2008/10/25,0.0,0.0,1,Austria,Western Europe
46,Kurdistan Workers' Party (PKK),5.0,interior ministry,Middle East & North Africa,Turkey,"On Sunday, suspected Kurdistan Workers Party (PKK / Kongra GEL) supporters carried out an arson attack on the Turkish consulate in Salzburg, Austria. The arson attack caused minimal damage to the building but caused no casualties. No claim of responsibility for the arson attack was made however the Interior Ministry suspected that PKK supporters were behind the incident.",2008/10/19,0.0,0.0,1,Austria,Western Europe
21,Hutu extremists,5.0,staff discovered,Sub-Saharan Africa,Rwanda,"On Sunday night, in London, England, Great Britain, staff discovered fire and petrol fumes at the Rwandan embassy after the windows were broken and petrol poured through. No casualties or motive were reported. Hutu rebels are suspected of the attack, but no claim of responsibility was made for the incident.",2008/5/11,0.0,0.0,1,United Kingdom,Western Europe
53,Neo-Nazi extremists,3.0,longer hang,Western Europe,Germany,"On Saturday, Police Chief Alois Mannichl was stabbed on the doorstep of his house in the southern city of Passau, Bavaria, Germany. The attacker told him before stabbing him: ""You're a leftist pig cop, and you will no longer hang around the graves of our comrades."" The attacker's comments were an apparent reference to this summer's funeral of a regional neo-Nazi leader, who was buried with a Nazi swastika flag, which Mannichl later had removed from his grave. Two suspects were arrested in Passau on 12/15/2008. No group claimed responsibility for the attack.",2008/12/13,0.0,1.0,0,Germany,Western Europe
50,Neo-Nazi extremists,2.0,two explosive,Western Europe,Germany,"On Thursday, a suspected Nazi bomb maker was accused of planning terror attacks after being found with two explosive devices at a rail station. Neil Lewington, 43, traveled to the station intending to commit terrorist acts. He was stopped after allegedly abusing rail staff in Lowestoft, Suffolk.",2008/11/6,0.0,0.0,0,United Kingdom,Western Europe
0,Conspiracy of Cells of Fire,,fire claimed,Western Europe,Greece,"An anarchist group named Conspiracy of Cells of Fire claimed responsibility for committing 13 separate arson attacks with homemade explosives (which contained small propane canisters) throughout Attica, Greece on Thursday between 2:00 a.m. and 2:10 a.m. In this incident, the offices of the Ethniki Asfalistiki insurance company (a subsidiary of the National Bank of Greece) in Kato Halandri were attacked.  It was unclear if there were any casualties.",2008/2/21,0.0,,1,Greece,Western Europe
1,Conspiracy of Cells of Fire,,fire claimed,Western Europe,Greece,"An anarchist group named Conspiracy of Cells of Fire claimed responsibility for committing 13 separate arson attacks with homemade explosives (which contained small propane canisters) throughout Attica, Greece on Thursday between 2:00 a.m. and 2:10 a.m.  In this incident, a branch of Proton Bank in downtown Athens was attacked.  It was unclear if there were any casualties.",2008/2/21,0.0,,1,Greece,Western Europe
25,Neo-Nazi extremists,,iron bars,Western Europe,Germany,"On Saturday, Balaclava-clad gangs wearing swastikas smashed shop windows with iron bars and baseball bats and beat up Bengali shopkeepers in Pigneto, Lazio, Italy.",2008/5/24,0.0,,1,Italy,Western Europe
