,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
37,Al-Qaida in the Islamic Maghreb (AQIM),635.0,two suicide,Western Europe,Spain,"Two suicide blasts in Algeria, one heavily damaging the Prime Minister's Office in the country's capital and the other hitting a suburban police station, killed at least 24 people.  Al-qa'ida claimed responsibility for the attack",2007/4/11,30.0,160.0,1
119,Al-Qaida in the Islamic Maghreb (AQIM),635.0,al qa,Western Europe,Spain,"A car bomb was detonated outside the Supreme Court of Algiers, Algeria, as a bus packed with university students was passing by. Sixty-seven people were killed in the blast, among them Chinese workers, and more than 100 were injured. Earlier, another car bomb was detonated in a U.N. office in the same city. Al Qa ida is suspected for being responsible for these attacks.",2007/12/11,67.0,100.0,0
93,Al-Qaida in the Islamic Maghreb (AQIM),302.0,bomber prematurely,Western Europe,Spain,"An Al-Qa ida suicide bomber struck a crowd of people awaiting Algerian President Abdelaziz Bouteflika in Batna, Algeria. The bomber killed 16 and at least wounded 74 others. The bomber prematurely exploded his device as police became suspicious of the man.",2007/9/6,16.0,74.0,-9
76,Algerian Islamic Extremists,37.0,national road,Western Europe,France,"Unknown perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, remotely detonated a bomb targeting a military convoy passing through Bouchakour, Algeria, on National Road 168.  One soldier was killed and nine others were wounded by the blast.  The victim's vehicle was damaged as well.",2007/7/23,1.0,9.0,1
116,Separatists,29.0,four government,Western Europe,Spain,"Four government employees were killed in the Muang district of Thailands Pattani Province when gunmen riding motorcycles approached their vehicle and opened fire. After the incident, as reporters and police came to investigate the scene, a bomb planted in the car detonated and wounded three more people. The attack was not claimed by anyone, but authorities believe separatist rebels were to blame.",2007/11/21,4.0,3.0,-9
68,Algerian Islamic Extremists,27.0,national gendarmerie,Western Europe,France,"Unknown perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, ambushed a National Gendarmerie roadblock on the Dellys road in Cap Djinet, Algeria.  During the ensuing firefight, four national gendarmes were wounded and five of the assailants were injured before fleeing under the cover of darkness.",2007/7/4,0.0,9.0,-9
30,Separatists,15.0,suspected islamic,Western Europe,Spain,"Three Buddhists were killed by suspected Islamic Separatists in Pattani, Thailand.  No claim of responsibility was reported.",2007/3/19,3.0,0.0,0
16,Algerian Islamic Extremists,15.0,national highway,Western Europe,France,"Unknown perpetrators, believed to be affiliated with the Islamic insurgency in Algeria, detonated a bomb targeting a convoy of Algerian soldiers travelling on National Highway 68 in Bouchakour, Algeria.  Two soldiers were wounded in the blast and their vehicle was a damaged.  A car belonging to an Algerian citizen driving nearby was also damaged.",2007/2/15,2.0,0.0,1
86,Basque Fatherland and Freedom (ETA),11.0,two police,Western Europe,Spain,"A car bomb exploded outside police barracks in Durango, Spain. Two police officers were slightly injured. Though no one claimed responsibility, authorities suspect the Basque separatist group, ETA.",2007/8/24,0.0,2.0,1
123,Corsican National Liberation Front (FLNC),11.0,one claimed,Western Europe,France,"A bomb exploded outside police barracks in Ajaccio, Corsica. Two people were injured.  Though no one claimed responsibility, officials suspect Corsican separatist groups.",2007/12/23,0.0,2.0,1
115,Separatists,10.0,one claimed,Western Europe,Spain,"A married Buddhist couple was shot and killed on a rubber plantation in Thailands Yala Province. No one claimed responsibility for the attack, but police believed separatist rebels were to blame for killing Somchai sae Boo and his wife, Chularat Chansak.",2007/11/19,2.0,0.0,0
118,Basque Fatherland and Freedom (ETA),10.0,euskadi ta,Western Europe,Spain,"Euskadi ta Askatasuna (ETA) claimed responsibility for the assassination of two Spanish civil guardsmen in southwest France on December 1st, in a communiqué sent to the Basque Daily fourteen days later.",2007/12/1,2.0,0.0,0
111,Basque Fatherland and Freedom (ETA),9.0,though authorities,Western Europe,Spain,"A car bomb exploded in Bilbao, Spain.  One person was severely injured.  Two other bystanders were also minorly injured.  No one claimed responsibility, though authorities suspect the ETA, the Basque separatist group.",2007/10/9,0.0,3.0,-9
47,Corsican National Liberation Front (FLNC),8.0,bomb exploded,Western Europe,France,"A bomb exploded outside a tax office in Bastia, Corsica.  One man was injured.  No one claimed responsibility.  Officials suspect Corsican separatists.",2007/4/21,0.0,1.0,1
122,Corsican National Liberation Front (FLNC),8.0,government equipment,Western Europe,France,"A bomb exploded outside the offices of a government equipment department in Ajaccio, Corsica.  One person was injured.  Though no one claimed responsibility, authorities suspect Corsican separatists.",2007/12/20,0.0,1.0,1
