,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
292,Tehrik-i-Taliban Pakistan (TTP),835.0,two suicide,South Asia,Pakistan,"On Friday morning around 0555, in Shabqadar, Charsadda, Khyber Pakhtunkhwa, Pakistan, two suicide bombers on motorbikes with explosive vests attacked a training center for the Frontier Constabulary (FC). Eighty people, including 65 police recruits, were killed and at least 140 were injured. Twelve vehicles and approximately 20 shops were destroyed. Reportedly, the first bomber detonated his explosive vest near the main gate of the roadside FC training center. Eight minutes later, the second bomber detonated as security personnel were removing the dead and injured from the scene. Ehsanullah Ehsan, a Tehrik-e-Taliban Pakistan (TTP) spokesman, claimed responsibility for the attack by telephone from an undisclosed location, saying that ""This was the first revenge for Osama's martyrdom. Wait for bigger attacks in Pakistan and Afghanistan,"".",2011/5/13,82.0,140.0,1,Pakistan,South Asia
513,Tehrik-i-Taliban Pakistan (TTP),659.0,targeting worshippers,South Asia,Pakistan,"On Friday afternoon around 1400, in the Ghundi area in Jamrud, Khyber Pakhtunkhwa, Pakistan, a teenage suicide bomber detonated himself targeting worshippers gathering at a mosque for prayers, killing over 50 people and injuring about 100 others. According to an official, the bomber blew himself up in the courtyard of the mosque, using eight to 10 kilograms of explosive material. The roof of the mosque collapsed and buried many people under the rubble. Tehrik-e-Taliban Pakistan (TTP) spokesman Mohammad Talha claimed that the attack was a reprisal attack for the villagers resistance movement earlier in the week in which two Taliban fighters were killed and three hideouts were destroyed.",2011/8/19,57.0,123.0,1,Pakistan,South Asia
200,Tehrik-i-Taliban Pakistan (TTP),571.0,reuters via,South Asia,Pakistan,"On Sunday afternoon at 1740, in Dera Gazi Khan, Punjab, Pakistan, two suicide bombers detonated their explosives at the front and back of the Sufi Muslim Sakhi Sarwar shrine, killing 50 and wounding 100 others attending an annual festival. A third attacker, Fida Hussain, who was wounded, was arrested after his explosive-laden jacket failed to fully detonate. Three more suspects were arrested from the Garrison city of Rawalpindi in connection with the shrine attacks. Police officials revealed that the shrine had been receiving threats prior to the attack. The attack caused an unknown amount of property damage and the Tehrik-e-Taliban Pakistan (TTP) spokesman, Ahmadullah Ahmadi claimed responsibility for the attack claiming it was a reaction to the armys operation against the militants. TTP Spokesman, Ehsanullah Ehsan, also made a second claim of responsibility to Reuters via telephone from an undisclosed location stating Our men carried out these attacks and we will carry out more in retaliation for government operations against our people in the northwest.",2011/4/3,52.0,102.0,1,Pakistan,South Asia
158,Taliban,316.0,wounding 42,South Asia,Afghanistan,"On Monday afternoon at 1400, in northern Konduz, Konduz, Afghanistan, a suicide bomber blew himself up, next to the Afghan army recruitment center, killing 36 people including three police officers and four children, and wounding 42 others. The amount of damage caused by the bomb was unknown. Zabihullah Mujahid, claiming to speak for Taliban outfit in talks with media via telephone from an undisclosed location, said that a fighter blew himself up killing 31 Afghan soldiers.",2011/3/14,37.0,42.0,1,Afghanistan,South Asia
195,Taliban,307.0,taliban claimed,South Asia,Afghanistan,"On Sunday evening around 2020, in Barmal, Paktika, Afghanistan, a suicide bomber riding an explosive-laden vehicle blew up in Zahir Road Construction Company. Twenty-four civilians were killed and 59 others were injured. The attack caused an unknown amount of property damage. The Taliban claimed responsibility.",2011/3/27,25.0,59.0,1,Afghanistan,South Asia
121,Taliban,285.0,taliban claimed,South Asia,Afghanistan,"On Monday, in Imam Sahib, Konduz, Afghanistan, a suicide bomber detonated his improvised explosive vest in an Afghan Census office. There were 31 civilians killed and 40 wounded, and an unknown amount of property damage reported in the attack. The Taliban claimed responsibility for the attack.",2011/2/21,32.0,40.0,1,Afghanistan,South Asia
221,Communist Party of India - Maoist (CPI-Maoist),192.0,group claimed,South Asia,India,"On Thursday morning at 0900, near Sarpanchguda in Chintalnar Police Station limits in Dantewada, Chhattisgarh, India, three Koya Commando personnel were killed, nine injured and two went missing while about 30 suspected Communist Part of India-Maoist (CPI-M) cadres were killed during an over four-hour-long encounter. As many as 300 Koya Commando personnel on regular patrol between Tirpur and Sarpanchguda were surrounded by three companies of armed rebels numbering 1,000. The deceased were identified as Mandawi Mukesh, Dasamu and Vicky while Kamlu Sukara, Karti Singh, Podiyam Unna, Naresh Kunjam, Kawasi Deva, Kadwa Unna, Madawi Singa, Warsa Ganga and Minkuram Nag were severely injured. The status of the missing is unknown and no group claimed responsibility.",2011/4/14,33.0,9.0,-9,India,South Asia
262,Communist Party of India - Maoist (CPI-Maoist),180.0,district armed,South Asia,India,"On Tuesday, in Dhardhariya jungle, Lohardaga, Jharkhand, India, suspected Communist Party of India-Maoists (CPI-M) targeted security forces, consisting of the Central Reserve Police Force (CRPF), Jharkhand Jaguar, Jharkhand Armed Police (JAP) and the District Armed Police, killing eleven security personnel and injuring at least 40 others. The militants ambushed the security personnel, detonating several landmines planted in a two kilometer radius, each at a distance of one and half to two feet apart. The militants then opened fire on the personnel. The attack caused an unknown amount of property damage and no group claimed responsibility for the incident. Four Maoists, including one woman, identified as Suna Kharva, Bishnu Asur, Sudhua Asur and Rehena Khatun, were arrested in connection with the attack on 05/18/2011.",2011/5/3,11.0,40.0,1,India,South Asia
160,Communist Party of India - Maoist (CPI-Maoist),131.0,two koya,South Asia,India,"On Monday afternoon around 1500, in the Morpalli forests of Bastar, Dantewada, Chhattisgarh, India, two Koya Commandos (Chhattisgarh Police Unit) and a Chhattisgarh Police Constable were killed and seven others were injured in an encounter with suspected Communist Party of India-Maoist (CPI-M) militants. At least one militant was killed and police reported injuring at least 30 others. No group claimed responsibility, but it was suspected that Maoists were responsible.",2011/3/14,4.0,37.0,0,India,South Asia
145,Baloch Republican Army (BRA),79.0,intense firing,South Asia,Pakistan,"On Thursday, at Deputy Commissioner Road nearby a petrol pump in Dera Murad Jamali town of Nasirabad, Balochistan, Pakistan, a remote-controlled bomb detonated soon after a convoy of Oil and Gas Development Company Limited (OGDCL) passed, killing four people, including Frontier Corps official Niamatullah and an employee of the Oil and Gas Development Company Limited, Javed Iqbal and injuring 18 others. Soon after the blast, intense firing started that caused injuries to several people. The blast and firing caused damages to many shops, motorbikes and a rickshaw. Some of the injured were identified as Zahoor Hussain, Haji Khan, Mehtab, Muhammad Din, Nazar Hussain, Naseer Ahmed and Ilyas. More than five kilograms of explosive materials were used in the blast and caused the National Highway connecting Balochistan and Sindh to be blocked for two hours. The Baloch Republican Army claimed responsibility for this incident via phone.",2011/3/10,4.0,18.0,1,Pakistan,South Asia
