,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
18,Moro Islamic Liberation Front (MILF),55.0,including five,Southeast Asia,Philippines,"On Sunday afternoon around 1500, in Tenuk Village in Mangudadatu, Maguindanao, Philippines, unidentified militants opened fire on a governors vehicle. Seven people, including five relatives of Maguindanao Governor Esmael Mangudadatu, were killed and four others were wounded. The attack caused an unknown amount of property damage and no group claimed responsibility, but it was suspected that Moro Islamic Liberation Front (MILF) militants led by commander Tauting Salendab were responsible.",2011/4/3,7.0,5.0,1,Philippines,Southeast Asia
60,Abu Sayyaf Group (ASG),51.0,four residents,Southeast Asia,Philippines,"On Tuesday morning, in Sumisip, Basilan, Philippines, six people were killed and seven others were wounded in an attack by Abu Sayyaf militants. One soldier, a paramilitary man, and four residents died when Abu Sayyaf attacked the homes of pro-government militiamen. The individuals who were wounded were all villagers. No group claimed responsibility for the attack, but Abu Sayyaf militants are suspected.",2011/9/27,6.0,7.0,-9,Philippines,Southeast Asia
44,Abu Sayyaf Group (ASG),51.0,wounding 12,Southeast Asia,Philippines,"On Saturday evening, in Isabela City, Basilan, Philippines, suspected Abu Sayyaf militants detonated an improvised explosive device targeting civilians at the Mons Kitchen Diner, killing two people and wounding 12 others. One of the deceased was identified as Alnissar Alonto, a former soldier of the 52nd Engineering Battalion. The identities of the other victims are unknown. The attack caused an unknown amount of property damage and no group claimed responsibility for the attack.",2011/6/25,2.0,12.0,1,Philippines,Southeast Asia
65,Moro Islamic Liberation Front (MILF),49.0,sapah bulak,Southeast Asia,Philippines,"On Sunday, in Sapah Bulak village in Sumisip, Basilan, Philippines, five rubber plantation workers were killed and eight others were wounded in an armed attack by unidentified militants. No group claimed responsibility, but Moro Islamic Liberation Front (MILF) militants are suspected.",2011/10/23,5.0,8.0,0,Philippines,Southeast Asia
57,Runda Kumpulan Kecil (RKK),45.0,runda kumpulan,Southeast Asia,Thailand,"On Thursday night at 0230, in Yala, Thailand, more than 30 heavily armed men opened fire on the home of a former village head, Doloh Sengmasu. Sengmasu escaped unharmed, but the attack left Doloh's son and his four-year-old granddaughter dead, and 10 defense volunteers injured. The assailants later set the house on fire causing an unknown amount of property damage. The specific motive for the attack is unknown; however, sources indicated that the attack was carried out apparent retaliation for his helping authorities hunt down insurgents. No one has claimed responsibility but the Runda Kumpulan Kecil (RKK) is suspected to have been involved.",2011/8/25,2.0,10.0,1,Thailand,Southeast Asia
10,Abu Sayyaf Group (ASG),39.0,nearby school,Southeast Asia,Philippines,"On Thursday afternoon around 1720, along Scott Road in San Raymundo village in Jolo, Sulu, Philippines, an improvised explosive device composed of ammonium nitrate detonated outside the Salih Utatalum Elementary School. Five people were killed and three others were injured. The bomb also contained cell phone fragments but no shrapnel. The explosion damaged the nearby school building, its fence, three wheeled vehicles and three motorcycles. No group claimed responsibility, but security forces suspected Abu Sayyaf militants.",2011/3/10,5.0,3.0,1,Philippines,Southeast Asia
52,Moro Islamic Liberation Front (MILF),39.0,"milf ),",Southeast Asia,Philippines,"On Tuesday afternoon at 1415, on Quezon Avenue in Cotabato City, Cotabato, Philippines, two people were killed and eight others were wounded in a motorcycle bomb blast. A homemade bomb fashioned from four 81-milimeter mortar shells exploded in front of a gun shop, causing an unknown amount of property damage. The bomb had a mobile phone that served as the triggering device. The use of mortar rounds in the manufacture of improvised bombs is a known signature of the secessionist Moro Islamic Liberation Front (MILF), however, no group has claimed responsibility for the bombing.",2011/8/2,2.0,8.0,1,Philippines,Southeast Asia
4,New People's Army (NPA),36.0,mary ann,Southeast Asia,Philippines,"On Sunday afternoon at 1400, in Barangay Iluru of Rizal district, Cagayan, Philippines, unidentified militants detonated a roadside improvised explosive device targeting a police patrol car before opening fire. Five policemen were killed, including the police chief. Two other police officials were injured. A few of the victims were identified as police chief Inspector Antonio Rueco, and his wife, Senior Police Officer 2, Mary Ann Rueco. The New Peoples Army (NPA) under command of Danilo Ben claimed responsibility.",2011/1/23,5.0,2.0,1,Philippines,Southeast Asia
8,New People's Army (NPA),27.0,new people,Southeast Asia,Philippines,"On Saturday morning at 1035, in Caoayan village in Asipulo, Ifugao, Philippines, unidentified militants attacked troops from the 86th Infantry Battalion who were on a humanitarian mission. Three soldiers were killed and four others were injured. No group claimed responsibility, but it was suspected that New Peoples Army militants were responsible.",2011/2/26,3.0,4.0,0,Philippines,Southeast Asia
43,New People's Army (NPA),23.0,langbid fired,Southeast Asia,Philippines,"On Thursday morning around 0700, on the Davao-Agusan Highway in the Pasian village, Monkayo, Compostela Valley, Philippines, around 50 New People's Army (NPA) rebels dressed like soldiers set up a roadblock and flagged down vehicles to conduct searches. Reportedly, the rebels flagged down a motorcycle carrying Senior Police Officer 3 Benjamin Langbid of the Caraga regional police office and a civilian companion. When Langbid resisted being searched, the rebels shot and killed him and his companion. Langbid fired back, killing one rebel. Another civilian passenger of a utility van was also hurt when rebels fired at the vehicle after its driver ignored the rebel roadblock. No group claimed responsibility for the attack.",2011/6/23,3.0,1.0,1,Philippines,Southeast Asia
