,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
3,Al-Qaida in Iraq,760.0,wounded another,Middle East & North Africa,Iraq,"On Tuesday, in Tikrit, Salah ad Din, Iraq, a suspected Al Qaeda suicide bomber detonated his improvised explosive vest device targeting Iraqi police recruits. The blast killed 60 recruits, and wounded another 150. The amount of property damage from the attack is unknown. No group claimed responsibility but Al Qaeda is believed to be responsible.",2011/1/18,61.0,150.0,1,Iraq,Middle East & North Africa
16,Al-Qaida in the Arabian Peninsula (AQAP),690.0,least 110,Middle East & North Africa,Yemen,"On Monday, near Ja'ar in Abyan, Yemen, suspected Al Qaeda Organization in the Arabian Peninsula (AQAP) militants lit a cigarette to detonate explosives at an ammunition factory a day after looting weapons from the factory. At least 110 Yemenis were killed and 45 others were injured. An unknown amount of property damage was reported. No group claimed responsibility.",2011/3/28,110.0,45.0,1,Yemen,Middle East & North Africa
17,Al-Qaida in Iraq,630.0,salah ad,Middle East & North Africa,Iraq,"On Tuesday evening, in Tikrit, Salah ad Din, Iraq, 10 suspected al Qaeda suicide bombers stormed the Salah ad Din council building wearing police uniforms and explosive belts and detonated themselves after firing upon government personnel in the council building executing three government staff members. At least 65 people were killed from the suicide bombing, 95 others wounded, and resulting in an unknown amount of property damage. No group has claimed responsibility for the attack, but al Qaeda is suspected.",2011/3/29,68.0,95.0,1,Iraq,Middle East & North Africa
83,Al-Qaida in the Arabian Peninsula (AQAP),384.0,group claimed,Middle East & North Africa,Yemen,"On Monday, in Dufas, Abyan, Yemen, suspected Al Qaeda in the Arabian Peninsula (AQAP) militants attacked Yemeni soldiers. The attack killed 26 militants and 10 soldiers, and also wounded 38 militants and 30 soldiers. No group claimed responsibility, although AQAP is suspected.",2011/8/29,36.0,68.0,0,Yemen,Middle East & North Africa
155,Al-Qaida in Iraq,364.0,military intelligence,Middle East & North Africa,Iraq,"Two suicide car bomb attacks occurred in Damascus, Dimashq, Syria.  This second attack occurred outside of the military intelligence building.  Between the two bombings at least 44 people were killed and 166 were wounded.  While no claim of responsibility was reported, it is suspected that al-Qa ida in Iraq was involved.",2011/12/23,23.0,83.0,0,Syria,Middle East & North Africa
24,Al-Qaida in the Islamic Maghreb (AQIM),162.0,adil al,Western Europe,Spain,"On Thursday, in the Djemma el-Fna square in Marrakech Medina, Marrakech-Tensift-El Haouz, Morocco, 17 people including eight French nationals, two Canadians, two Moroccans, one British man, one Dutchman, one Swiss man and one Portuguese were killed and 24 people including seven French, two Dutch, two Swiss, two Russians and two Tunisians were injured when Adil Al Athmani detonated two remote controlled improvised explosive devices (IEDs) in the Argana Café. Dressed as a hippie, wearing a wig and carrying a guitar, Adil Al Athmani carried the two IEDs, weighing 13 and 20 pounds, concealed in two bags into the Argana café. Adil Al Athmani then detonated the IEDs shortly after he left the Argana café. The IEDs were made of PETN, TATP, Ammonium Nitrate and nails. The café sustained a considerable amount of material damage. No group has claimed responsibility, but the militant group Al-Qaeda in the Islamic Maghreb was thought to be responsible for the attack.",2011/4/28,17.0,24.0,1,Morocco,Middle East & North Africa
79,Al-Qaida in the Arabian Peninsula (AQAP),154.0,group claimed,Middle East & North Africa,Yemen,"On Tuesday evening, in an unspecified area of Abyan, Yemen, suspected Al Qaeda militants attacked a government military base of Brigade 211 in Abyan. In the attack, six soldiers and eight militants were killed and twenty-eight solders were injured. No damages were reported and no group claimed responsibility, although al-Qaeda in the Arabian Peninsula (AQAP) is suspected.",2011/8/23,14.0,28.0,0,Yemen,Middle East & North Africa
19,Al-Qaida in the Islamic Maghreb (AQIM),106.0,militant group,Western Europe,Spain,"On Friday evening around 1915, near Azazga, Tizi Ouzou, Algeria, 14 Algerian soldiers were killed and 12 soldiers were injured when 50 unidentified militants attacked an Algerian military post with grenades and unknown firearms. It is unknown if the attack caused any property damage. No group claimed responsibility, but the militant group Al-Qaeda in the Islamic Maghreb (AQIM) was thought to be responsible for the attack.",2011/4/15,14.0,12.0,-9,Algeria,Middle East & North Africa
119,Kurdistan Workers' Party (PKK),80.0,injuring 20,Middle East & North Africa,Turkey,"On Saturday afternoon around 1320, in Bingol, Turkey, a female suicide bomber blew herself up on Genc Street near the building of the provincial branch of the ruling Justice and Development Party, killing herself and two others and injuring 20 people. The blast shattered glass and shop windows on surrounding buildings. No group has claimed responsibility, but the Kurdistan Workers' Party (PKK) is suspected.",2011/10/29,3.0,20.0,1,Turkey,Middle East & North Africa
95,Kurdistan Workers' Party (PKK),75.0,least six,Middle East & North Africa,Turkey,"On Tuesday, in Ankara, Turkey, five people were killed and 15 others were injured when militants detonated a vehicle borne improvised explosive device in front of the Cankaya local administrator's office on Kumrular Street. At least six cars and one building were damaged in the attack. The Kurdistan Workers' Party (PKK) - Kurdistan Freedom Falcons (TAK) claimed responsibility for the attack on 09/22/2011 through an email sent to Firat News.",2011/9/20,5.0,15.0,1,Turkey,Middle East & North Africa
101,Kurdistan Workers' Party (PKK),45.0,year old,Middle East & North Africa,Turkey,"On Monday, in Batman, Turkey, Turkey, unidentified militants fired on civilians and police with unknown firearms from an automobile. A pregnant woman, her unborn baby and her six-year old daughter were killed while five people were injured, including three policemen and an eight-year old girl. Three assailants were killed in the return fire by police. No property damage was reported and no group claimed responsibility, although the Kurdistan Workers' Party (PKK) is suspected.",2011/9/26,6.0,5.0,-9,Turkey,Middle East & North Africa
76,Popular Resistance Committees,29.0,popular resistance,Middle East & North Africa,Israel,"On Saturday, in Beersheba, Southern District, Israel, a rocket fired from the Gaza Strip landed in an open field, causing an unknown amount of property damage. Eight people were wounded in the attack, four of them while running for shelter. The Popular Resistance Committee has claimed responsibility for the attack by unknown means.",2011/8/20,0.0,8.0,1,Israel,Middle East & North Africa
75,Popular Resistance Committees,28.0,twelve rockets,Middle East & North Africa,Israel,"On Saturday night, in Beersheba, Southern District, Israel, twelve rockets fired from the Gaza Strip were headed towards Beersheba. One rocket was intercepted by Iron Dome missile interceptors, 10 rockets landed in various areas within Beersheba, but caused no damage or casualties. The final rocket landed in a residential street destroying a vehicle and house, killing one and wounding seven more civilians. Popular Resistance Committee has claimed responsibility by unknown means.",2011/8/20,1.0,6.0,1,Israel,Middle East & North Africa
71,Popular Resistance Committees,26.0,one rocket,Middle East & North Africa,Israel,"On Friday morning at 0815, in Ashdod, Hadarom, Israel, five Grad rockets were fired at Israel from the Gaza Strip. One rocket exploded in a yeshiva wounding seven people and causing unknown amount of damage. Popular Resistance Committee claimed responsibility for the attack. The attack was part of six attacks that occurred in Ashdod, Beersheba and Ashkelon, Hadarom, Israel on 08/19/2011. Popular Resistance Committee claimed the responsibility for all six attacks.",2011/8/19,0.0,7.0,1,Israel,Middle East & North Africa
68,Al-Qaida in the Islamic Maghreb (AQIM),21.0,militants fired,Western Europe,Spain,"On Wednesday, in the village of Tala Bounane near Tizi OUzou, Tizi Ouzou, Algeria, one bus driver and the driver for a local police chief was killed and two policemen were injured when militants fired upon a police car that the police chief was traveling in. The driver of the bus was killed as the bus passed the scene of the attack. No group has claimed responsibility, but the militant group Al-Qaeda in Islamic Maghreb (AQIM) was thought responsible for the attack.",2011/8/17,2.0,2.0,1,Algeria,Middle East & North Africa
